ID,Pos_0,Pos_1,PointOrder,ZoneLightID
14533,345.33764648438,10650.462890625,9,1501
14534,135.04426574707,10081.8515625,11,1501
14535,433.22613525391,9630.9423828125,12,1501
14536,375.04437255859,9020.033203125,13,1501
14537,905.95336914063,8554.5791015625,14,1501
14538,1444.1350097656,7965.4877929688,15,1501
14539,1727.8367919922,8066.2797851562,16,1501
14540,1929.7962646484,8375.0048828125,17,1501
14541,1683.8864746094,9133.234375,18,1501
14542,4807.7939453125,7684.8984375,1,1502
14543,4883.5068359375,4656.3671875,2,1502
14544,1854.9748535156,4429.2275390625,3,1502
14545,1854.9748535156,7987.751953125,4,1502
14565,2086.9592285156,12708.581054688,5,1500
14566,824.7421875,10760.362304688,7,1501
14567,205.3869934082,10495.211914062,10,1501
14568,-12143.588867188,5402.9379882812,1,1508
14569,-12151.6171875,4913.1010742188,2,1508
14570,-11260.276367188,4897.0415039062,3,1508
14571,-11252.247070312,5394.908203125,4,1508
14588,-2619.5080566406,13822.544921875,1,1511
14589,-2603.3159179688,11668.969726562,2,1511
14590,-5299.3291015625,8661.251953125,5,1511
14591,-5230.513671875,13830.640625,6,1511
14592,614.48956298828,10217.239257812,1,1512
14593,654.57312011719,5286.9682617188,2,1512
14594,-1109.1004638672,5206.8017578125,3,1512
14595,-1109.1004638672,6850.2250976562,4,1512
14596,-2151.2727050781,6890.30859375,5,1512
14597,-2191.3557128906,10217.239257812,6,1512
14598,4137.8432617188,7309.6215820312,1,1513
14599,1680.0759277344,7312.6787109375,2,1513
14601,1732.10546875,4919.181640625,3,1513
14602,4122.5380859375,4900.8212890625,4,1513
14603,313.75982666016,9005.3779296875,1,1514
14604,793.95660400391,8422.84375,2,1514
14605,1282.0255126953,7800.9497070312,3,1514
14606,1003.4113769531,7432.6494140625,4,1514
14607,-1216.5151367188,6393.5346679688,5,1514
14608,-2790.9306640625,7527.1147460938,6,1514
14609,-2901.1398925781,9353.4365234375,7,1514
14610,-2790.9306640625,11022.317382812,8,1514
14611,-1688.8397216797,11604.850585938,9,1514
14612,-870.14367675781,11620.595703125,10,1514
14613,-256.12130737305,11321.45703125,11,1514
14614,-256.12130737305,11321.45703125,12,1514
14615,105.994140625,10471.271484375,13,1514
14616,641.29559326172,9684.064453125,14,1514
14617,3182.181640625,5899.3442382812,1,1515
14618,5789.3603515625,5874.5141601562,2,1515
14619,5826.6215820312,2657.9387207031,3,1515
14620,3173.8898925781,2649.6926269531,4,1515
14621,-2528.5520019531,-10041.96484375,1,1516
14622,-4534.3891601562,-7698.2646484375,2,1516
14623,-4702.2358398438,-3584.6115722656,3,1516
14624,325.09878540039,-4551.3959960938,4,1516
14625,605.57403564453,-5263.2143554688,5,1516
14626,756.43511962891,-6166.2758789062,6,1516
14627,1115.5324707031,-8021.2690429688,7,1516
14628,1625.4971923828,-10222.575195312,8,1516
14629,-108.36625671387,-10367.06640625,9,1516
14631,776.79699707031,2819.0083007812,1,1517
14632,1701.7321777344,2518.9323730469,4,1517
14633,1963.671875,2231.4865722656,6,1517
14634,3134.6555175781,1980.2960205078,10,1517
14635,3431.0854492188,540.82464599609,14,1517
14636,3415.0849609375,-355.87347412109,16,1517
14637,2548.2878417969,-929.97680664063,19,1517
14638,1641.08203125,-997.34735107422,22,1517
14639,1207.4650878906,-978.59429931641,24,1517
14640,990.65063476563,70.89449310303,27,1517
14641,703.3466796875,378.70794677734,28,1517
14643,776.21917724609,3247.6184082031,1,1518
14645,1944.1339111328,2211.7585449219,12,1518
14647,2654.2243652344,2190.4816894531,14,1518
14648,3077.658203125,2613.984375,17,1518
14649,3471.5871582031,2838.9365234375,19,1518
14650,2877.2443847656,3524.6926269531,22,1518
14651,801.92492675781,3990.5949707031,34,1518
14652,631.07702636719,3634.58984375,36,1518
14653,1911.1643066406,2322.4255371094,5,1517
14654,978.86883544922,3126.5463867188,2,1518
14655,541.06555175781,1437.9296875,1,1519
14656,15.30740070343,3204.2570800781,25,1519
14657,-26.83702278137,494.94934082031,26,1519
14659,8449.2236328125,13224.686523438,1,1520
14660,8579.8876953125,7430.322265625,2,1520
14661,3247.9621582031,7228.625,3,1520
14662,3472.3781738281,13347.418945312,4,1520
14663,-320.9850769043,12855.731445312,1,1521
14664,-465.85873413086,6964.1953125,2,1521
14665,-5411.462890625,6606.2729492188,3,1521
14666,-5567.7016601562,12793.239257812,4,1521
14667,1225.0289306641,-458.14447021484,25,1517
14668,291.14862060547,755.14990234375,29,1517
14669,127.52945709229,2194.0852050781,31,1517
14670,382.34826660156,2710.1291503906,1,1522
14671,-70.05252075195,3365.140625,3,1522
14672,-2357.9714355469,4777.2880859375,7,1522
14673,-3209.6525878906,3848.0930175781,8,1522
14674,-4389.2729492188,3277.3474121094,9,1522
14675,-3598.6745605469,-928.61120605469,13,1522
14676,-2168.1533203125,-1720.1500244141,15,1522
14677,-106.22818756104,-1871.9156494141,19,1522
14678,1220.1597900391,-1728.01953125,21,1522
14679,1272.8043212891,-1370.525390625,22,1522
14680,1236.6120605469,-965.85821533203,23,1522
14681,1012.7946777344,85.19618225098,26,1522
14682,730.17407226563,400.41467285156,27,1522
14683,561.02575683594,548.22247314453,28,1522
14685,161.06245422363,1771.5152587891,30,1522
14689,-3600.890625,8862.3720703125,4,1511
14690,-3523.9809570312,11635.294921875,3,1511
14697,1024.5300292969,3051.3049316406,3,1518
14705,309.7981262207,766.59344482422,29,1522
14706,1266.3297119141,-458.98526000977,24,1522
14707,158.89987182617,2194.1008300781,31,1522
14765,3343.2258300781,60.66628646851,15,1517
14766,573.80822753906,2889.3332519531,33,1517
14767,1350.8215332031,1932.9071044922,1,1537
14768,1268.3228759766,1827.1124267578,2,1537
14772,1006.0963745117,1424.6197509766,7,1537
14773,833.00762939453,1057.3770751953,10,1537
14774,945.66223144531,618.35974121094,14,1537
14775,1080.8669433594,405.68087768555,15,1537
14777,2127.1342773438,21.53987693787,24,1537
14778,2083.8598632812,227.38751220703,25,1537
14779,2152.5563964844,287.78439331055,26,1537
14780,2261.8273925781,302.12890625,27,1537
14782,2442.9250488281,324.46408081055,28,1537
14783,2825.0908203125,846.46954345703,31,1537
14784,2173.7961425781,1669.4837646484,39,1537
14785,2296.7231445312,2038.2398681641,41,1537
14786,1636.9130859375,2020.8216552734,44,1537
14787,765.43707275391,803.47479248047,12,1537
14831,1176.9533691406,-190.82356262207,26,1517
14832,131.3556060791,1751.7922363281,30,1517
14833,1211.3433837891,-184.04318237305,25,1522
14834,2027.2951660156,1189.3249511719,34,1537
14835,2686.7536621094,359.54672241211,29,1537
14849,3495.3430175781,3279.6071777344,1,1546
14850,1901.794921875,-227.4782409668,10,1546
14851,-1464.6196289062,-170.44729614258,30,1546
14852,-1201.2355957031,1058.8826904297,35,1546
14853,2400.1323242188,4071.8078613281,52,1546
14854,-3527.0139160156,3285.6123046875,4,1357
14855,1405.6685791016,271.34527587891,16,1537
14856,1822.3238525391,1968.8118896484,43,1537
14857,12381.6953125,1042.9957275391,1,1547
14858,12288.127929688,3768.1416015625,2,1547
14859,10744.268554688,3791.5334472656,3,1547
14860,10685.7890625,961.12426757813,4,1547
14874,-8845.9404296875,10263.471679688,1,1551
14875,-8953.875,7334.7758789062,2,1551
14876,-11766.130859375,7181.3793945312,3,1551
14877,-11692.28125,10598.669921875,4,1551
14878,-9916.8642578125,4275.3666992188,1,1552
14879,-9953.7939453125,1684.6833496094,2,1552
14880,-12689.350585938,1346.6441650391,3,1552
14881,-12726.28125,4599.2026367188,4,1552
14882,1212.9895019531,2490.3403320312,8,1518
14883,1990.19921875,1491.4937744141,37,1537
14884,2393.3637695312,1035.451171875,33,1537
14886,1037.203125,1316.4085693359,8,1537
14887,1481.1422119141,1984.5325927734,45,1537
14909,-7000.6997070312,10513.065429688,1,1558
14910,-7094.2993164062,5901.2670898438,2,1558
14911,-15191.063476562,3070.1032714844,4,1558
14912,-15378.508789062,9904.4638671875,5,1558
14913,-7884.6127929688,4336.6821289062,3,1558
14914,-11532.112304688,10575.662109375,6,1558
14930,-2795.2058105469,-8752.4384765625,1,1562
14931,-2658.8549804688,-12115.774414062,2,1562
14932,-6294.8940429688,-12070.32421875,3,1562
14933,-6567.5971679688,-8616.0849609375,4,1562
14934,2324.1845703125,1859.107421875,40,1537
14935,1956.1037597656,1376.0026855469,36,1537
14937,2061.1906738281,2097.6884765625,42,1537
14938,1466.1107177734,152.36618041992,17,1537
14939,1760.1938476562,104.74064636231,19,1537
14946,1902.5484619141,-80.76401519775,21,1537
14947,2011.2521972656,-120.60317993164,22,1537
14948,2129.5493164062,-128.2419128418,23,1537
14949,1786.8800048828,4286.8515625,27,1518
14950,1894.7778320312,2308.2434082031,11,1518
14951,1704.5181884766,2488.4387207031,10,1518
14952,1551.6812744141,2371.2541503906,9,1518
14953,2380.4853515625,2191.6916503906,7,1517
14954,1548.9483642578,2391.3972167969,3,1517
14955,1052.4317626953,2568.7028808594,2,1517
14991,-9434.6865234375,602.21411132813,1,1570
14992,-9367.7724609375,-4750.8002929688,2,1570
14993,-16059.040039062,-4750.8002929688,3,1570
14994,-16059.040039062,802.95141601563,4,1570
15011,784.91778564453,941.70538330078,11,1537
15012,926.04827880859,1163.1164550781,9,1537
15013,1135.2971191406,1596.7020263672,5,1537
15014,1085.8502197266,1535.916015625,6,1537
15015,1214.9611816406,1748.2362060547,3,1537
15016,1165.2489013672,1684.3087158203,4,1537
15018,1665.2291259766,144.76179504395,18,1537
15019,1845.8188476562,3.74852800369,20,1537
15020,3253.1059570312,887.96710205078,13,1517
15021,2867.8933105469,-619.53015136719,18,1517
15022,1379.7943115234,-985.48394775391,23,1517
15040,177.3853302002,4424.0336914062,1,1576
15041,447.41836547852,4489.181640625,2,1576
15042,832.55987548828,4667.6791992188,3,1576
15043,1281.1943359375,4583.6323242188,4,1576
15044,1618.8218994141,4310.7485351562,5,1576
15045,1680.212890625,3981.0166015625,6,1576
15046,1680.3017578125,3674.8229980469,7,1576
15047,1688.1296386719,3499.0812988281,8,1576
15048,1638.6922607422,3289.4594726562,9,1576
15049,1525.7518310547,3116.0554199219,10,1576
15050,1423.7133789062,2991.0322265625,11,1576
15051,1256.3101806641,2715.3798828125,12,1576
15052,789.92309570313,2486.3203125,13,1576
15053,296.00537109375,2346.7592773438,14,1576
15054,-18.64344215393,2600.7448730469,15,1576
15055,-186.06523132324,2841.2946777344,16,1576
15056,-277.32681274414,3282.8056640625,17,1576
15057,-244.30122375488,3614.9113769531,18,1576
15058,-367.32846069336,4299.6303710938,19,1576
15059,1149.0955810547,3126.990234375,1,1577
15060,1315.6553955078,3307.2395019531,2,1577
15061,1386.3863525391,3530.8403320312,3,1577
15062,1384.1044921875,3786.3840332031,4,1577
15063,1267.7408447266,4037.3645019531,5,1577
15064,1094.3363037109,4190.234375,6,1577
15065,847.91918945313,4242.7119140625,7,1577
15066,674.51452636719,4231.3037109375,8,1577
15067,485.13833618164,4165.1362304688,9,1577
15068,284.35403442383,3984.88671875,10,1577
15069,177.11711120606,3804.6372070312,11,1577
15070,33.37249755859,3512.5871582031,12,1577
15071,-68.92458343506,2896.1640625,13,1577
15072,149.73793029785,2698.0393066406,14,1577
15073,631.16387939453,3017.4697265625,15,1577
15074,1041.8585205078,2967.2746582031,16,1577
15118,9094.78515625,-4840.9985351562,1,1585
15119,9094.78515625,-10142.458007812,2,1585
15120,1364.6418457031,-10221.076171875,3,1585
15121,198.09744262695,-4460.6538085938,5,1585
15122,858.93664550781,-6991.330078125,4,1585
15222,1842.5072021484,76.19882965088,9,1546
15223,2035.8131103516,-350.20568847656,14,1546
15224,2062.8596191406,-536.53826904297,15,1546
15225,2152.6782226562,-831.662109375,17,1546
15226,1749.2303466797,-1456.9968261719,22,1546
15227,2010.2497558594,374.69662475586,8,1546
15228,2043.5965576172,759.19781494141,7,1546
15229,1993.2193603516,1192.3900146484,6,1546
15230,2102.6008300781,1556.1715087891,5,1546
15231,2061.9914550781,1931.4865722656,4,1546
15232,2284.6208496094,2550.1389160156,3,1546
15233,-1172.7857666016,4387.8120117188,1,1608
15234,-854.15802001953,4531.2563476562,2,1608
15235,-1321.6800537109,3390.8527832031,13,1608
15236,-1736.2042236328,3575.896484375,15,1608
15239,-956.2177734375,3297.2238769531,12,1608
15240,-736.57250976563,3359.5119628906,10,1608
15241,-344.17178344727,3828.1867675781,9,1608
15242,-293.33807373047,4020.3977050781,8,1608
15245,-511.00668334961,4402.3286132812,3,1608
15246,-1437.6124267578,4099.6748046875,18,1608
15247,80.11558532715,1375.3773193359,1,1609
15248,244.07417297363,1452.6341552734,2,1609
15249,37.96190643311,2639.3872070312,14,1609
15250,-426.36761474609,2860.1887207031,16,1609
15251,-800.18347167969,3312.8771972656,19,1609
15252,-949.47277832031,3328.7580566406,20,1609
15253,-1317.8720703125,3406.3911132812,21,1609
15254,-2953.4987792969,3048.7065429688,25,1609
15255,-2755.52734375,1626.7242431641,27,1609
15256,-2514.3093261719,1092.5349121094,28,1609
15257,-1741.1135253906,1142.4993896484,29,1609
15258,-913.99639892578,1135.8404541016,31,1609
15259,-616.06329345703,1145.8741455078,33,1609
15260,-518.92840576172,1148.626953125,34,1609
15261,-406.89041137695,1127.1412353516,35,1609
15262,550.91662597656,1708.8654785156,5,1609
15264,-19.92583656311,1335.0447998047,38,1609
15265,-93.232421875,1274.8598632812,37,1609
15266,1775.2332763672,442.08258056641,1,1610
15267,1902.1822509766,940.07879638672,4,1610
15268,1753.0440673828,1124.8928222656,5,1610
15269,1410.9058837891,1231.1536865234,6,1610
15270,1178.7630615234,1199.6959228516,7,1610
15271,1044.0336914062,1065.5760498047,8,1610
15272,1003.6055297852,868.23181152344,9,1610
15273,1106.4324951172,596.48956298828,11,1610
15274,1529.8240966797,402.33767700195,14,1610
15275,1972.8621826172,761.46014404297,3,1610
15276,1305.2078857422,417.56243896484,13,1610
15277,1166.08203125,493.56723022461,12,1610
15278,835.53332519531,689.50109863281,13,1537
15292,1850.7016601562,4038.2036132812,51,1546
15293,588.00543212891,2173.9047851562,47,1546
15294,-281.39334106445,1207.1973876953,38,1546
15295,-949.36578369141,1155.2161865234,36,1546
15296,-1040.8797607422,-2497.7612304688,1,1614
15297,-2331.0910644531,-2388.8674316406,4,1614
15298,-2970.1979980469,-1296.0314941406,6,1614
15299,-2668.4970703125,-153.57086181641,9,1614
15300,-2539.7844238281,190.6551361084,10,1614
15301,-1845.7196044922,248.01826477051,11,1614
15302,-1418.9656982422,-157.79800415039,12,1614
15303,-1260.0699462891,-524.94940185547,13,1614
15304,-1138.2854003906,-834.25109863281,14,1614
15305,-923.31085205078,-1875.0979003906,16,1614
15306,-1542.1226806641,-2549.5595703125,2,1614
15307,-1001.6696777344,-1293.2935791016,15,1614
15308,-2739.9094238281,-2029.9106445312,5,1614
15309,-2801.4760742188,-723.48168945313,7,1614
15332,-11697.705078125,-15407.654296875,1,1620
15333,-11697.705078125,-16619.06640625,2,1620
15334,-12879.498046875,-16736.81640625,3,1620
15335,-12833.403320312,-15256.227539062,4,1620
15336,-1687.0194091797,1204.2314453125,34,1546
15337,1570.6207275391,-1859.0192871094,23,1546
15338,646.10607910156,-3429.5578613281,24,1546
15339,-996.49206542969,-1876.765625,27,1546
15340,-1207.0179443359,-845.72583007813,29,1546
15341,-1076.384765625,-1303.9313964844,28,1546
15342,-387.26214599609,-3200.1442871094,25,1546
15343,-1867.2125244141,193.15196228027,31,1546
15344,-2517.3669433594,160.69157409668,32,1546
15345,-2546.8649902344,1133.0364990234,33,1546
15346,2278.966796875,-1036.0321044922,19,1546
15376,11812.211914062,11243.315429688,1,1626
15377,11786.30078125,15959.103515625,2,1626
15378,16061.603515625,16075.703125,3,1626
15379,16087.515625,11165.58203125,4,1626
15380,6712.0771484375,12528.065429688,1,1627
15381,6660.255859375,15926.713867188,2,1627
15382,9316.125,15868.416992188,3,1627
15383,9620.578125,12499.99609375,4,1627
15384,15736.833007812,6087.1674804688,1,1628
15385,15775.700195312,3036.1540527344,2,1628
15386,13074.484375,3075.0207519531,3,1628
15387,13113.350585938,6281.4985351562,4,1628
15388,4433.5849609375,10863.274414062,1,1629
15389,4420.6298828125,7866.2431640625,2,1629
15390,1453.8278808594,7857.6069335938,3,1629
15391,1505.6499023438,10841.682617188,4,1629
15392,12866.684570312,11102.8359375,1,1630
15393,12918.504882812,16252.633789062,8,1630
15394,10450.489257812,16226.72265625,9,1630
15395,10502.311523438,10966.802734375,10,1630
15401,2589.7946777344,955.45629882813,32,1537
15426,12846.981445312,12968.487304688,7,1630
15427,12759.533203125,12924.58203125,6,1630
15428,12750.53515625,12789.271484375,5,1630
15429,12807.754882812,12640.4609375,3,1630
15430,12920.396484375,12588.27734375,2,1630
15431,12776.86328125,12718.838867188,4,1630
15452,1939.9957275391,589.91778564453,2,1610
15462,906.69281005859,1390.9931640625,1,1643
15463,584.67950439453,1316.6857910156,3,1643
15464,538.23529052734,885.91937255859,6,1643
15465,1599.7391357422,837.67041015625,12,1643
15466,784.06512451172,2537.4245605469,1,1644
15467,1601.8055419922,2311.2395019531,7,1644
15468,1332.4301757812,2224.5422363281,8,1644
15469,688.93096923828,2486.1640625,11,1644
15470,1395.3880615234,1556.2613525391,1,1645
15474,1940.8485107422,2663.5656738281,1,1646
15475,2668.4719238281,2687.9523925781,2,1646
15476,2669.5034179688,539.14312744141,3,1646
15477,1491.1157226562,1278.4997558594,9,1646
15478,436.05752563477,916.10961914063,38,1519
15479,538.23468017578,985.00164794922,37,1519
15488,811.7392578125,1319.3962402344,2,1643
15489,492.82437133789,1198.6427001953,4,1643
15490,398.904296875,906.58477783203,5,1643
15493,1382.6007080078,1307.6221923828,18,1643
15494,1036.4788818359,1423.3812255859,26,1643
15497,947.97833251953,820.89892578125,10,1643
15498,855.08807373047,2381.4191894531,10,1644
15499,1595.0970458984,2557.9084472656,6,1644
15500,1437.1868896484,2613.6423339844,5,1644
15501,1253.7404785156,2571.828125,4,1644
15502,1071.5717773438,2519.2758789062,3,1644
15503,1022.8026123047,2300.4020996094,9,1644
15505,1441.3150634766,1967.7474365234,11,1645
15508,1388.6785888672,1968.0700683594,10,1645
15510,1565.6859130859,1019.8353881836,6,1646
15511,1573.4261474609,902.95227050781,5,1646
15512,1701.9207763672,2564.1000976562,19,1646
15513,1740.6243896484,2297.822265625,18,1646
15514,1567.2326660156,1765.779296875,14,1646
15515,1646.1884765625,2193.5812988281,17,1646
15516,1438.9951171875,1936.8487548828,15,1646
15517,1440.2852783203,1970.6497802734,16,1646
15518,1516.9189453125,1635.9938964844,13,1646
15520,1339.1412353516,1576.9063720703,12,1646
15521,1641.5432128906,594.09698486328,4,1646
15523,768.39288330078,498.88754272461,28,1519
15524,514.88348388672,1906.1796875,1,1647
15525,527.71179199219,2056.5603027344,2,1647
15526,713.17803955078,2500.3591308594,6,1647
15527,682.08258056641,2010.5134277344,26,1647
15528,603.04840087891,2416.9880371094,5,1647
15529,862.69879150391,2404.7727050781,7,1647
15530,795.09698486328,1916.8515625,25,1647
15531,829.15637207031,1854.15234375,24,1647
15532,909.14324951172,1782.4226074219,22,1647
15533,1036.3479003906,2325.3020019531,8,1647
15534,1152.1396484375,1799.8924560547,17,1647
15535,1211.4854736328,2281.3627929688,9,1647
15536,1226.9664306641,1927.3559570312,15,1647
15537,1329.1435546875,2241.626953125,10,1647
15541,541.16900634766,1190.2266845703,1,1648
15542,438.99114990234,927.044921875,2,1648
15543,483.88720703125,1451.8626708984,3,1648
15544,553.55328369141,1586.55078125,4,1648
15545,414.22103881836,1857.4743652344,5,1648
15546,440.54016113281,1920.9483642578,6,1648
15547,708.36761474609,2057.1838378906,7,1648
15548,808.99688720703,1951.9104003906,8,1648
15549,609.28637695313,1252.1529541016,31,1648
15550,847.69909667969,1255.2490234375,30,1648
15551,916.59136962891,1358.9743652344,29,1648
15553,848.42633056641,1878.1324462891,9,1648
15555,1153.4085693359,1799.6936035156,17,1648
15557,1129.1552734375,1435.6390380859,26,1648
15560,1191.8549804688,1657.2644042969,18,1648
15561,1070.6182861328,1468.6661376953,25,1643
15564,1603.4346923828,909.53063964844,13,1643
15565,1165.3121337891,1471.5045166016,23,1643
15566,1119.6422119141,1481.8258056641,24,1643
15567,1209.1760253906,1416.0300292969,22,1643
15574,1567.3121337891,1222.7702636719,8,1646
15575,1598.0168457031,1152.5885009766,7,1646
15578,1101.0646972656,1431.2530517578,27,1648
15579,1081.712890625,1397.1939697266,28,1648
15580,1313.0294189453,1291.2213134766,20,1643
15583,1342.6224365234,1352.9429931641,11,1646
15587,1181.2436523438,1592.2384033203,21,1648
15591,1190.7697753906,1611.2369384766,20,1648
15592,1193.6356201172,1631.4787597656,19,1648
15598,1150.0067138672,1464.3668212891,4,1645
15599,1169.3577880859,1625.8890380859,5,1645
15601,1122.1403808594,1795.9250488281,6,1645
15602,1155.6822509766,1868.6875,7,1645
15603,1207.8033447266,1949.70703125,8,1645
15604,1287.7907714844,1976.0256347656,9,1645
15605,1536.2664794922,1609.3743896484,14,1645
15607,1474.8571777344,1942.4820556641,13,1647
15608,1592.7735595703,2331.5803222656,11,1647
15609,1681.5334472656,2157.1572265625,12,1647
15610,1481.7547607422,1917.1567382812,12,1645
15611,1601.4771728516,1771.1158447266,13,1645
15612,1299.7353515625,1941.1306152344,14,1647
15614,1139.01171875,1452.0993652344,25,1648
15615,1188.9697265625,1861.8930664062,16,1647
15616,1094.5330810547,1767.4566650391,15,1648
15617,1249.5926513672,1368.0343017578,21,1643
15618,1590.1824951172,1026.9282226562,14,1643
15619,1618.3889160156,1162.7330322266,15,1643
15620,1575.5572509766,1233.9473876953,16,1643
15621,1508.9056396484,1295.2718505859,17,1643
15622,1172.6370849609,1567.9124755859,22,1648
15623,1171.8778076172,1529.0994873047,23,1648
15624,1164.5169677734,1481.8188476562,24,1648
15625,1310.8831787109,823.28631591797,11,1643
15626,821.67254638672,919.271484375,9,1643
15627,747.36181640625,996.67816162109,8,1643
15628,632.79986572266,975.00445556641,7,1643
15629,863.47296142578,1092.6627197266,34,1519
15630,688.53363037109,1089.5670166016,36,1519
15631,788.38836669922,1105.0482177734,35,1519
15632,903.91827392578,986.77648925781,33,1519
15633,1001.4506835938,873.76251220703,32,1519
15634,1131.2996826172,872.82684326172,31,1519
15635,1242.7655029297,860.44207763672,30,1519
15636,1320.1716308594,504.37060546875,29,1519
15637,344.84591674805,491.98556518555,27,1519
15638,2162.4895019531,3214.3186035156,24,1519
15639,2156.2978515625,2660.0852050781,23,1519
15640,778.35723876953,2447.0568847656,11,1519
15641,601.10723876953,1576.6481933594,2,1519
15642,452.48626708984,1848.0881347656,3,1519
15643,552.59881591797,1928.8856201172,4,1519
15644,567.35278320313,2079.0114746094,6,1519
15645,616.23907470703,2350.6306152344,8,1519
15646,723.50787353516,2405.3288574219,10,1519
15647,823.38500976563,2478.4016113281,12,1519
15648,1060.5894775391,2490.3195800781,13,1519
15649,1274.2711181641,2533.7053222656,16,1519
15650,1440.0252685547,2594.0969238281,17,1519
15651,1574.7133789062,2332.4621582031,19,1519
15652,1763.5855712891,2344.8469238281,20,1519
15653,1574.7135009766,2535.2678222656,18,1519
15654,1735.7197265625,2533.7194824219,21,1519
15655,1947.8142089844,2637.4448242188,22,1519
15656,535.72668457031,2178.7456054688,3,1647
15657,568.87677001953,2183.5275878906,7,1519
15658,868.50445556641,1827.5755615234,23,1647
15659,917.27062988281,1804.353515625,11,1648
15660,890.95239257813,1842.2825927734,10,1648
15661,941.55786132813,1754.9909667969,21,1647
15662,996.51647949219,1732.54296875,20,1647
15663,1048.3791503906,1718.6097412109,19,1647
15664,1110.3045654297,1745.7021484375,18,1647
15665,1045.2828369141,1742.6058349609,14,1648
15666,1121.1416015625,1794.4685058594,16,1648
15667,1001.1608886719,1754.9909667969,13,1648
15668,953.94281005859,1773.5686035156,12,1648
15669,1302.4321289062,1273.9244384766,3,1645
15670,1396.0943603516,1352.1051025391,2,1645
15671,4026.8884277344,-3637.7512207031,1,1649
15672,4026.8884277344,-5546.6723632812,2,1649
15673,1890.7144775391,-5501.2216796875,3,1649
15674,1958.8908691406,-3546.8508300781,4,1649
15675,1365.3646240234,2988.0275878906,1,1650
15676,1265.7014160156,3140.0402832031,3,1650
15678,1015.0778808594,4010.76171875,9,1650
15679,1070.7697753906,4288.78125,10,1650
15680,1255.4078369141,4453.3623046875,11,1650
15681,1553.5695800781,4288.3876953125,13,1650
15682,1753.6951904297,4178.8544921875,14,1650
15683,2417.5471191406,3726.7846679688,18,1650
15685,2331.107421875,3495.4963378906,19,1650
15686,2122.9221191406,3075.3498535156,22,1650
15687,1811.1125488281,3034.1320800781,24,1650
15688,2377.7153320312,3229.8234863281,20,1650
15689,1933.5069580078,3084.4650878906,23,1650
15717,5482.6337890625,-148.23426818848,1,1653
15718,3461.0688476562,-829.44665527344,4,1653
15719,2489.5837402344,-2105.9306640625,8,1653
15720,1725.6763916016,-1415.6163330078,10,1653
15721,2176.1411132812,-985.46539306641,14,1653
15723,2103.62109375,-751.84289550781,15,1653
15724,2030.6872558594,-546.25775146484,16,1653
15725,1981.0583496094,-293.3635559082,18,1653
15726,1879.0494384766,-262.28979492188,21,1653
15727,1799.6435546875,78.76955413818,22,1653
15728,1976.1715087891,384.27911376953,23,1653
15729,1993.2799072266,748.82952880859,24,1653
15730,1962.9134521484,1214.798828125,25,1653
15731,2039.7955322266,1562.2290039062,26,1653
15732,2020.0386962891,1929.2137451172,27,1653
15733,2265.0834960938,2583.392578125,28,1653
15734,2950.7941894531,2783.9418945312,29,1653
15735,4986.1040039062,1943.0767822266,33,1653
15754,-4268.794921875,-5431.5727539062,1,1656
15755,-4478.9946289062,-7442.7602539062,2,1656
15756,-9089.3955078125,-7414.3525390625,3,1656
15757,-8823.2568359375,-4781.2407226562,4,1656
15758,-2234.2150878906,9235.9365234375,1,1657
15759,-1072.1390380859,10504.458007812,8,1657
15760,-1056.65625,7652.7900390625,10,1657
15761,-2874.171875,8829.380859375,19,1657
15762,-2209.5009765625,10263.989257812,1,1658
15763,-2621.3156738281,9506.673828125,4,1658
15764,-2905.5847167969,9500.55078125,5,1658
15766,-3137.3530273438,11148.728515625,1,1659
15767,-2443.7973632812,11024.634765625,2,1659
15768,-2437.6008300781,10456.711914062,5,1659
15769,-3230.2517089844,10790.118164062,9,1659
15772,-3772.8637695312,9495.1513671875,1,1660
15773,-3683.3566894531,9489.6923828125,3,1660
15774,-3867.5737304688,9247.5107421875,7,1660
15775,-3917.2878417969,9262.3671875,8,1660
15776,-3967.703125,9336.2607421875,10,1660
15777,-3990.6188964844,9487.7890625,12,1660
15778,-3348.5383300781,10802.25390625,23,1658
15779,-3719.4367675781,10815.337890625,22,1658
15780,-3224.8254394531,9383.0791015625,9,1658
15781,-3162.2370605469,9490.2666015625,8,1658
15783,-2418.7065429688,10560.436523438,4,1659
15784,-2319.6259765625,10848.389648438,3,1659
15786,-2715.9501953125,10613.073242188,6,1659
15787,-2911.0148925781,10678.09375,7,1659
15788,-3067.8928222656,10670.870117188,8,1659
15789,-3511.998046875,9390.8408203125,1,1661
15790,-3312.8154296875,9371.46875,2,1661
15791,-3519.7475585938,8829.6181640625,23,1661
15792,-3648.2326660156,8792.224609375,24,1661
15793,-3914.2062988281,8975.14453125,26,1661
15794,-3864.6657714844,9148.5361328125,27,1661
15795,-3663.4094238281,9315.732421875,28,1661
15796,-3186.5817871094,9537.115234375,4,1661
15797,-3228.703125,8730.8251953125,21,1661
15798,-2114.3688964844,9242.830078125,17,1661
15799,-1983.4536132812,9649.6767578125,15,1661
15800,-2211.9660644531,10258.448242188,12,1661
15801,-2306.2316894531,10191.111328125,11,1661
15802,-2489.4240722656,9680.0322265625,9,1661
15803,-3234.1242675781,9425.5517578125,3,1661
