ID,QuestID,QuestGiverCreatureID,QuestMapID,QuestPosition_0,QuestPosition_1,QuestPosition_2,CollectableSourceInfoID
29183,49005,127989,1642,759.85070800781,3078.1049804688,128.62959289551,49227
29184,49005,127989,1642,718.86114501953,3123.6867675781,132.98379516602,49227
29185,49005,127989,1642,718.86114501953,3123.6867675781,132.98379516602,49227
29187,26082,42050,1,2133.3645019531,1223.1579589844,452.02319335938,44503
29188,26082,42050,1,2115.2744140625,1239.9617919922,451.93084716797,44503
29189,25230,39377,1,-3097.9895019531,2398.9895019531,233.77430725098,46918
29190,25230,39377,1,-3081.1945800781,2567.9775390625,50.17909622192,46918
29191,28125,47580,1,-5411.919921875,-1773.9799804688,12.70040035248,49228
29192,49794,130715,1643,2705.6145019531,-259.10763549805,16.03806114197,46919
29193,49794,131249,1643,3024.3393554688,-431.19097900391,3.27951383591,46919
29207,29417,54568,860,1407.140625,3637.2978515625,83.49237823486,44504
29208,30694,59138,870,-1162.9548339844,1045.7396240234,21.90393829346,46920
29209,9803,18003,530,280.43011474609,6046.5874023438,130.3076171875,42244
29210,25988,41669,0,-6557.1928710938,6136.4018554688,-671.09777832031,52141
29215,25502,40331,719,4411.6899414062,-2077.8500976562,1210.6999511719,44506
29216,25329,39656,1,-4590.5815429688,1833.5052490234,88.52053833008,49230
29217,28426,48559,0,-8069.1801757812,-1015.200012207,132.17799377441,52144
29218,29913,56205,870,466.45660400391,-273.28646850586,211.01440429688,44508
29219,13005,30295,571,7762.3891601562,-2159.5158691406,1233.3253173828,49231
29220,10406,20482,530,4017.9680175781,2315.7963867188,114.86255645752,42245
29221,27748,47158,1,-8680.6103515625,203.85899353027,338.81201171875,49232
29222,27646,46615,0,-4457.3334960938,-4860.8349609375,123.18064117432,52145
29223,27646,46176,0,-4245.8798828125,-4888.66015625,112.93099975586,52145
29224,27646,46626,0,-4636.7998046875,-5098.1499023438,123.83000183106,52145
29225,57724,169105,2222,-2055.1909179688,7704.9809570312,4228.2534179688,52146
29226,13157,30683,571,6383.9438476562,246.86631774902,396.04580688477,42248
29227,31765,55135,870,3108.2102050781,-648.09027099609,232.12104797363,42247
29228,31765,55135,1076,3178.8386230469,-696.88195800781,321.02471923828,42247
29229,31765,55135,870,3122.7075195312,-634.77429199219,233.27723693848,42247
29230,24690,9270,1,-7501.7329101562,-1504.5694580078,-266.24371337891,44509
29236,50466,123005,1642,380.38021850586,-3.49305558205,246.05549621582,42250
29237,26427,43082,747,28.90309906006,7.92858982086,23.28660011292,46924
29238,47322,137631,1642,2407.8176269531,2963.4279785156,18.43459701538,42251
29240,11706,24730,571,3522.9118652344,4214.17578125,12.49499988556,46925
29241,11723,25780,571,4124.6870117188,5281.6489257812,25.05690956116,46925
29242,10692,21954,530,-4080.7661132812,1159.6149902344,44.42602920532,49233
29243,10651,21860,530,-3019.7980957031,859.13488769531,-9.86957645416,49233
29244,61752,173492,2222,3442.9289550781,-3780.953125,3434.1677246094,52149
29245,27976,14627,0,-6615.3002929688,-1265.5504150391,208.74299621582,52150
29246,27976,14627,0,-6514.4399414062,-1181.3299560547,309.25500488281,52150
29252,27868,46935,0,-4205.1181640625,-5111.96875,25.83976364136,52153
29253,25997,41786,0,-5522.0068359375,-1920.625,398.95812988281,52154
29254,8885,15920,530,9126.294921875,-5975.9799804688,33.80425643921,49235
29255,25999,34341,1,1526.8489990234,-479.97396850586,55.88920211792,46927
29256,25999,34341,1,1526.8403320312,-480.01214599609,55.88920211792,46927
29258,28382,47931,1,6155.5498046875,-1950.8499755859,568.04699707031,44511
29259,35040,81241,1116,6181.8115234375,249.40451049805,0.29455831647,42255
29260,35659,82477,1116,6182,245,0.25999999046,42255
29265,30357,58745,870,-1130.3559570312,-213.81076049805,31.36734962463,42256
29266,30357,58745,870,-1342.1997070312,2240.5104980469,23.35171508789,42256
29267,30357,58745,870,-1172.5191650391,1790.2985839844,18.16119766235,42256
29268,30357,58745,870,-1130.3559570312,-213.81076049805,31.36734962463,42256
29269,25195,39324,1,349.85589599609,-3857.8732910156,21.10416603088,46929
29270,12558,28031,571,5573.1362304688,5767.5493164062,-75.2029800415,49236
29271,12418,27506,571,3703.8801269531,699.02081298828,89.20237731934,44512
29272,12450,27763,571,3671.9289550781,1216.9351806641,142.85520935059,44512
29273,28417,47779,0,-8062.6801757812,-999.83197021484,131.63800048828,52157
29274,9624,17599,530,-2689.5437011719,-12144.538085938,14.53208732605,42257
29280,26726,43733,0,-9142.4501953125,-3037.4499511719,108.69699859619,52160
29281,26726,43733,0,-9643.51953125,-3462.3601074219,119.24700164795,52160
29282,13805,33760,1,2456.7756347656,-2463.1335449219,109.88746643066,46930
29283,35128,80856,1116,6606.0859375,1301.8697509766,64.63403320313,46931
29284,35128,84131,1116,6926.4418945312,1473.6892089844,33.2635383606,46931
29285,25516,40487,1,-6151.8715820312,-3829.8176269531,26.17688369751,42259
29286,25516,40487,1,-6151.8715820312,-3829.8176269531,26.17688369751,42259
29287,25516,40487,1,-6151.8715820312,-3829.8176269531,26.17688369751,42259
29290,26281,2464,0,-12396.254882812,167.54820251465,3.42456698418,52162
29291,26809,44084,0,-13627.5,-86.55210113525,35.23889923096,52163
29292,14423,35088,1,2923.3471679688,-5004.3471679688,125.74536132813,42262
29293,27938,44204,646,462.29998779297,1623.5400390625,353.68099975586,46933
29294,33874,76665,1116,2412.5869140625,1932.4045410156,129.17916870117,49238
29295,38819,96420,1481,1453.2778320312,1762.3420410156,54.43786621094,12972
29296,12624,28497,571,5575.8500976562,5758.8793945312,-75.20029449463,44514
29315,26511,900,2300,-9221.3525390625,-2216.4096679688,66.17977142334,52166
29316,26511,900,0,-9215.916015625,-2215.9072265625,66.43976593018,52166
29319,25394,40032,1,-3161.6875,1918.9410400391,45.69067764282,49239
29320,31072,62667,870,998.80035400391,3424.3176269531,256.69619750977,49240
29321,31072,62667,870,805.15277099609,4089.7197265625,212.02186584473,49240
29322,31072,62667,870,986.12677001953,3448.3403320312,257.07015991211,49240
29323,12814,29344,571,7413.8706054688,4218.3168945312,315.33853149414,44516
29325,42694,108328,1220,-188.72048950195,6317.0068359375,20.58778762817,46935
29326,42694,108328,1220,-189.73957824707,6313.2065429688,20.58745384216,46935
29327,25029,1500,1931,2936.9887695312,566.5,91.44121551514,52169
29328,25029,1500,0,2936.9887695312,566.5,91.44121551514,52169
29329,25029,1500,2532,2936.9887695312,566.5,91.44121551514,52169
29330,25029,1500,2532,2936.9887695312,566.5,91.44121551514,52169
29331,61143,171413,2222,-7896.90625,1370.4010009766,5514.4873046875,52170
29332,61143,162560,2222,-6997.080078125,1021.1215209961,5685.0053710938,52170
29333,61143,171413,2222,-7044.7329101562,1023.2136230469,5683.0063476562,52170
29334,61143,171413,2222,-7644.8559570312,1199.8072509766,5525.158203125,52170
29335,61143,171413,2222,-7838.6162109375,992.09722900391,5496.916015625,52170
29336,61143,171413,2222,-7044.7329101562,1023.2136230469,5683.0063476562,52170
29341,27380,48059,0,-2740.8298339844,-5004.5434570312,-127.14573669434,52172
29342,13653,33421,1,1580.9522705078,-2505.7033691406,98.04904937744,44517
29343,57189,156557,2222,-3386.1528320312,7180.7612304688,4073.3332519531,52173
29344,57189,168217,2222,-3115.2221679688,6985.1059570312,4033.5222167969,52173
29345,57189,156557,2222,-2793.6372070312,6786.2856445312,3997.3391113281,52173
29346,25230,39377,1,-3097.9895019531,2398.9895019531,233.77430725098,44518
29347,25230,39377,1,-3081.1945800781,2567.9775390625,50.17909622192,44518
29348,58042,157696,2222,-3279.3471679688,-5251.2172851562,6590.1000976562,52174
29349,58042,157696,2222,-2612.2065429688,-5143.5102539062,6616.765625,52174
29350,58042,157696,2222,-2605.5971679688,-5239.9130859375,6636.5771484375,52174
29351,8486,15401,530,9155.77734375,-6294.83984375,21.04613494873,46938
29352,34393,78558,1265,4066.5043945312,-2372.1545410156,94.58185577393,49241
29353,34393,78558,1265,4066.4270019531,-2372.5712890625,94.59670257568,49241
29354,10235,19728,530,3355.2041015625,2883.4401855469,144.02758789063,42268
29355,27771,46654,0,-6537.3701171875,-2392.1398925781,293.26501464844,52175
29356,27771,46654,0,-7036.009765625,-2552.2099609375,252.31799316406,52175
29357,27771,46655,0,-6991.1401367188,-3944.4599609375,263.88900756836,52175
29358,27771,46654,0,-6989.33984375,-3940.9599609375,263.88900756836,52175
29359,27771,46654,0,-6723.8999023438,-2459.1000976562,272.78500366211,52175
29360,38246,93581,1220,1859.1944580078,7057.3793945312,39.70584869385,46939
29361,38246,93581,1220,1856.0035400391,6942.3579101562,42.15041351318,46939
29362,30050,62377,870,219.80207824707,783.015625,161.66160583496,46940
29363,833,3233,1,-789.85418701172,-494.50521850586,-32.27559280396,49243
29364,48321,123730,1642,1618.109375,3720.5590820312,40.90872192383,44519
29366,24621,37908,1,-3266.1735839844,-1801.9739990234,103.32495880127,46941
29369,5581,5395,1,-1333.6578369141,1706.9884033203,89.9021987915,49244
29370,863,3439,1,1109.1517333984,-3104.1086425781,82.32750701904,44522
29371,768,3050,1,-1161.0660400391,53.06597137451,145.86549377441,49245
29372,28628,48965,1,6758.0087890625,-4666.0434570312,724.23974609375,44523
29373,29759,55196,870,-183.59201049805,-2331.5017089844,35.85111236572,49246
29374,197,715,0,-11644.458007812,-67.89409637451,16.23856544495,52179
29375,27764,46652,0,-6639.7900390625,-3900.4499511719,379.29400634766,52180
29378,11872,25838,571,2779.7622070312,5238.7993164062,38.34643936157,46942
29379,9752,17969,530,-931.884765625,5283.5649414062,23.89809608459,44524
29380,28197,47781,0,-500.71899414063,90.80210113525,56.31510162354,52183
29381,28197,47781,0,-500.71899414063,90.80210113525,56.31510162354,52183
29382,12573,28027,571,5650.8002929688,4551.0224609375,-134.85380554199,46943
29393,13145,30944,571,6450.9946289062,2048.2622070312,568.03155517578,49252
29394,24956,38804,1,-2108.453125,-3604.078125,60.69087600708,42271
29404,25682,41134,0,-10618.618164062,-3472.0190429688,5.5939874649,52187
29405,12308,27499,571,4405.7563476562,-2499.2307128906,252.96034240723,44526
29406,12413,26860,571,3270.8852539062,-2197.2253417969,117.37259674072,44526
29407,12413,27727,571,3253.5451660156,-2337.4916992188,92.06427001953,44526
29408,25906,41504,1,4475.759765625,-2706.7414550781,1101.3101806641,42272
29409,25906,40341,719,4620.515625,-1975.4757080078,1193.5064697266,42272
29410,25906,41504,1,4475.759765625,-2706.7414550781,1101.3101806641,42272
29411,25906,41504,1,4475.759765625,-2706.7414550781,1101.3101806641,42272
29412,25906,41504,1,4475.759765625,-2706.7414550781,1101.3101806641,42272
29413,25906,41504,1,4475.759765625,-2706.7414550781,1101.3101806641,42272
29414,39772,97130,1220,4993.4755859375,3778.3342285156,733.99865722656,44527
29417,12592,28328,571,5547.8266601562,5749.5307617188,-77.70067596436,44528
29418,25108,39155,1,-4168.5502929688,-2139.4931640625,84.32116699219,44529
29419,10335,20470,530,4160.2514648438,2990.0051269531,336.86206054688,44530
29420,38246,93581,1220,1859.1944580078,7057.3793945312,39.70584869385,44531
29421,38246,93581,1220,1856.0035400391,6942.3579101562,42.15041351318,44531
29423,10208,19273,530,-19.8447265625,2136.6145019531,113.98468780518,42274
29424,10144,19310,530,-680.265625,1855.0017089844,66.9097442627,42274
29426,31465,65454,870,-661.85070800781,3127.7795410156,146.39279174805,44532
29427,31465,63785,870,124.54340362549,3205.1450195312,214.90557861328,44532
29428,31465,64569,870,-661.85070800781,3127.7795410156,146.39279174805,44532
29429,35704,84276,1116,-647.71704101563,1569.46875,33.98863601685,46944
29430,35704,84262,1116,-809.82116699219,1862.6875,472.85211181641,46944
29435,25368,40131,1,-5278.078125,858.66143798828,159.37893676758,44534
29436,25368,40131,1,-4960.8403320312,970.92016601563,155.95915222168,44534
29437,13560,32979,1,7395.6909179688,-280.44879150391,4.95072889328,49256
29438,13560,32979,1,7395.6909179688,-280.44879150391,4.95072889328,49256
29439,12328,27581,571,3838.5207519531,-3422.5305175781,293.10342407227,42276
29440,14452,2980,1,-3015.6354980469,-463.69964599609,45.33455657959,42277
29441,26667,267,0,-10561.057617188,-1122.7413330078,30.06838035584,52193
29442,48198,125380,1643,-392.72744750977,1309.8454589844,20.70655250549,44535
29443,48198,125380,1643,-373.48785400391,1283.6492919922,22.80156898499,44535
29444,48198,125380,1643,-373.47222900391,1283.5954589844,22.80156898499,44535
29445,48198,125380,1643,-373.47222900391,1283.5850830078,22.80156898499,44535
29448,27779,46750,1,-10641.330078125,-2344.5988769531,144.75830078125,46946
29449,24534,11857,1,-1460.3055419922,-1918.3732910156,94.96636962891,49258
29450,24534,11857,1,-265.125,-943.14672851563,12.54632472992,49258
29451,11911,55536,576,200.5534362793,-17.12530517578,-16.63670349121,49259
29452,24456,2948,1,-2341.4047851562,-445.44857788086,-6.50063276291,42278
29453,24456,2948,1,-2342.2448730469,-426.47048950195,-7.19396734238,42278
29454,14282,35773,1,-355.86459350586,2489.0295410156,75.56091308594,46947
29455,25469,40913,1,-4990.658203125,92.41493225098,99.93280792236,46948
29457,24486,1104,0,-6104.5048828125,384.0295715332,395.54223632813,52196
29458,24486,1104,1723,-6104.5048828125,384.0295715332,395.54223632813,52196
29459,10161,19367,530,-1096.8629150391,3001.1906738281,8.19473838806,42280
29460,49377,130796,1642,531.30554199219,1188.0555419922,36.63115692139,49260
29461,49377,149183,1642,-960.48956298828,808.9375,401.04434204102,49260
29462,49377,130796,1642,-510.484375,1108.3524169922,348.80599975586,49260
29463,49377,129165,1642,1681.8160400391,128.61285400391,1.04513895512,49260
29464,49377,130796,1642,-519.69616699219,1112.7622070312,349.39212036133,49260
29465,49377,130796,1642,1815.5764160156,298.84722900391,1.57440841198,49260
29466,49377,130796,1642,644.75,1380.4114990234,1.30742800236,49260
29467,49377,130796,1642,759.08856201172,1380.5677490234,19.46430397034,49260
29468,49377,130796,1642,-448.93576049805,1063.0485839844,413.02261352539,49260
29469,20441,3054,1,-2240.6025390625,-405.12326049805,-9.42489814758,46950
29470,20441,3054,1,-2243.4812011719,-405.84298706055,-9.42489814758,46950
29471,28155,51664,1,4882.8291015625,-406.10415649414,350.9758605957,49261
29480,35077,81109,1116,-1562.9896240234,955.68927001953,8.19262504578,46952
29481,899,3432,1,238.93576049805,-2967.8525390625,93.98199462891,46953
29482,29749,59492,870,3069.2800292969,-1609.0100097656,222.76400756836,42281
29483,29749,55614,870,2952.8610839844,-1636.9670410156,252.8331451416,42281
29484,29749,55480,870,2958.3967285156,-1636.8454589844,256.45184326172,42281
29490,13935,34377,1,2710.2534179688,-1891.078125,207.83743286133,44536
29495,27037,1187,0,-5690.8212890625,-4296.4106445312,407.828125,52200
29496,30895,61066,870,1401.78125,2689.9721679688,321.87588500977,49263
29497,14394,36398,1,-1566.9757080078,983.52954101563,90.36463928223,42282
29498,60859,170537,2222,-5683.7744140625,-368.52084350586,5684.2358398438,52201
29499,60859,170537,2222,-5511.8369140625,-523.671875,5726.6303710938,52201
29500,26095,2700,0,-1274.3646240234,-2516.6123046875,21.34273338318,52202
29501,26095,2700,0,-1274.3646240234,-2516.6127929688,21.34273338318,52202
29502,43331,110018,1220,-707.46527099609,4460.3759765625,738.12640380859,49264
29503,31002,62112,870,649.04339599609,2122.8627929688,369.1018371582,46955
29504,28114,47432,0,-594.83502197266,429.85198974609,79.21700286865,52203
29505,28114,47432,0,-594.83502197266,429.85198974609,79.21700286865,52203
29506,28327,48307,0,-8395.8203125,-2785.7099609375,194.79800415039,52204
29507,10408,20482,530,4017.9680175781,2315.7963867188,114.86255645752,46956
29508,25801,41297,0,-3740.4948730469,-848.11456298828,0.59288400412,52205
29509,10221,19634,530,2923.3879394531,3577.3908691406,129.30534362793,46958
29510,49431,130478,1643,1544.8472900391,1655.4879150391,269.51342773438,46959
29511,31181,63349,870,-1158.7117919922,3210.796875,1.21772515774,42286
29512,31181,63349,870,-1158.7117919922,3210.796875,1.21772515774,42286
29513,31181,63349,870,-1289.2951660156,3112.0017089844,1.37874758244,42286
29514,25966,40919,0,-7182.890625,4711.8759765625,-595.90313720703,52206
29515,25966,40919,0,-7297.923828125,4782.3149414062,-426.72341918945,52206
29516,25966,40919,0,-6785.1391601562,4177.8950195312,-480.1579284668,52206
29517,25966,40919,0,-6785.126953125,4177.8852539062,-480.1579284668,52206
29518,25966,40919,0,-7308.5815429688,5247.9116210938,-426.72341918945,52206
29519,9363,15399,530,8980.837890625,-7458.359375,86.69093322754,49265
29520,28831,50263,1,5732.4521484375,-4796.548828125,777.66955566406,44539
29521,11905,55535,576,200.68986511231,6.59765195847,-16.63670349121,49266
29522,27372,45729,0,2306.8701171875,-5262.5,82.45120239258,52207
29523,27372,45729,0,3007.1298828125,-3438.0200195312,149.70799255371,52207
29524,27372,45729,0,2295.669921875,-5341.8901367188,90.75189971924,52207
29525,27372,45429,0,2270.5400390625,-5278.4399414062,81.44750213623,52207
29526,27372,45729,0,3162.9099121094,-4320.8701171875,131.62899780273,52207
29527,27372,45429,0,1915.3299560547,-2649.169921875,60.54090118408,52207
29528,27372,45429,0,1853.4699707031,-3708.9599609375,160.58500671387,52207
29529,27372,45729,0,2542.5700683594,-4769.4301757812,105.23999786377,52207
29530,27372,45429,0,1692.8299560547,-3027.9699707031,77.35759735107,52207
29531,27372,45729,0,3134.669921875,-3408.580078125,139.57400512695,52207
29532,13275,31237,571,5792.5219726562,2069.4865722656,-345.1708984375,44541
29533,13391,31237,571,5792.5219726562,2069.4865722656,-345.1708984375,44541
29534,31782,65395,870,176.70138549805,3211.3063964844,215.19253540039,49267
29536,24970,1570,0,1996.0850830078,1543.5103759766,77.99759674072,52209
29537,24970,1570,1931,1996.0850830078,1543.5103759766,77.99759674072,52209
29538,47659,124376,1642,1889.8975830078,-156.22569274902,0.90104168653,42288
29546,10055,21209,530,-595.78796386719,2890.8972167969,59.20400619507,42289
29547,10086,21283,530,145.44577026367,2690.0148925781,85.60005950928,42289
29548,26291,7024,0,-11042.131835938,625.10418701172,36.82167816162,52212
29549,768,3050,1,-1161.0660400391,53.06597137451,145.86549377441,42290
29551,33689,81731,1116,6880.6225585938,1029.9114990234,68.90742492676,46964
29552,36436,85426,1116,6883.9306640625,1027.4184570312,71.94823455811,46964
29553,36436,85432,1116,6975.4584960938,869.93927001953,93.22132873535,46964
29554,33689,85089,1116,6972.671875,872.68402099609,93.2173538208,46964
29555,29015,34674,1,1160.3767089844,-3398.6477050781,91.66666412354,46966
29556,26569,43194,0,-9277.4296875,-2240.8898925781,64.03260040283,52214
29570,27226,44917,0,1070.5899658203,1602.0999755859,27.99909973145,52217
29571,27226,45599,0,-220.33200073242,1342.3699951172,36.57249832153,52217
29572,27226,45634,0,-220.33200073242,1342.3699951172,36.57249832153,52217
29573,27226,44917,0,493.00500488281,1528.2600097656,130.33700561523,52217
29574,49738,131048,1643,-712.859375,783.05902099609,63.0493927002,42291
29575,42641,108072,1220,3026.7622070312,686.765625,17.67844390869,49268
29576,25449,40226,1,-4278.2133789062,2290.15625,9.40999317169,44544
29577,12134,26935,571,4001.8793945312,-4555.9975585938,196.41549682617,49269
29578,12134,26935,451,7074.634765625,6609.140625,-113.54340362549,49269
29579,12134,26935,571,4601.451171875,-5668.5649414062,169.47225952148,49269
29580,12134,26935,571,4072.4309082031,-4130.4423828125,211.63778686523,49269
29581,13882,34301,1,5006.6313476562,94.82573699951,53.18453216553,44545
29582,13882,34301,1,5006.6313476562,94.82573699951,53.18453216553,44545
29583,13882,34301,1,5006.6313476562,94.82573699951,53.18453216553,44545
29584,13882,34301,1,5006.6313476562,94.82573699951,53.18453216553,44545
29589,49884,130750,1642,-630.24652099609,1033.9583740234,351.89721679688,49271
29590,49884,140590,1642,-2038.2535400391,911.64758300781,5.82877540588,49271
29591,49884,130750,1642,-427.48611450195,1072.4427490234,413.69033813477,49271
29592,49884,130750,1642,-3681.9113769531,1080.6735839844,91.04927825928,49271
29593,49884,130833,1642,-2944.8889160156,817.13195800781,14.67846012115,49271
29594,49377,130796,1642,531.30554199219,1188.0555419922,36.63115692139,42293
29595,49377,149183,1642,-960.48956298828,808.9375,401.04434204102,42293
29596,49377,130796,1642,-510.484375,1108.3524169922,348.80599975586,42293
29597,49377,129165,1642,1681.8160400391,128.61285400391,1.04513895512,42293
29598,49377,130796,1642,-519.69616699219,1112.7622070312,349.39212036133,42293
29599,49377,130796,1642,1815.5764160156,298.84722900391,1.57440841198,42293
29600,49377,130796,1642,759.08856201172,1380.5677490234,19.46430397034,42293
29601,49377,130796,1642,644.75,1380.4114990234,1.30742800236,42293
29602,49377,130796,1642,-448.93576049805,1063.0485839844,413.02261352539,42293
29603,9573,17445,530,-3368.1716308594,-12409.436523438,23.97285842896,44546
29604,9573,17445,530,-1968.9622802734,-11830.71875,54.73402786255,44546
29605,27213,23566,1,-3819.2431640625,-4564.0903320312,8.92675495148,46968
29607,28160,47745,1,-5802.1098632812,-2639.9499511719,89.00430297852,49272
29612,315,1374,0,-5612.1440429688,-516.99481201172,402.63516235352,52221
29613,872,3337,1,301.107421875,-3685.8063964844,27.10886764526,44547
29614,13145,30944,571,6450.9946289062,2048.2622070312,568.03155517578,49274
29615,28160,47745,1,-5802.1098632812,-2639.9499511719,89.00430297852,44548
29623,24798,36642,571,8126.6337890625,767.25347900391,482.49951171875,42294
29624,24798,36642,571,5630.3740234375,2087.8801269531,798.05419921875,42294
29625,24796,36624,571,5652.7333984375,2106.2082519531,798.05419921875,42294
29626,24795,36624,571,5652.7333984375,2106.2082519531,798.05419921875,42294
29627,24800,36642,571,5630.3740234375,2087.8801269531,798.05419921875,42294
29628,24795,36624,571,8117.6865234375,795.52258300781,481.18023681641,42294
29629,24799,36642,571,8126.6337890625,767.25347900391,482.49951171875,42294
29630,24796,36624,571,8117.6865234375,795.52258300781,481.18023681641,42294
29631,24801,36642,571,8126.6337890625,767.25347900391,482.49951171875,42294
29632,24801,36642,571,5630.3740234375,2087.8801269531,798.05419921875,42294
29633,24800,36642,571,8126.6337890625,767.25347900391,482.49951171875,42294
29634,24799,36642,571,5630.3740234375,2087.8801269531,798.05419921875,42294
29635,12255,27391,571,3418.7175292969,-2812.3586425781,200.49961853027,44549
29636,12259,27388,571,3274.9401855469,-2213.2512207031,117.0290222168,44549
29637,40228,94409,1220,4500.40625,4858.703125,661.88958740234,44550
29638,9148,16183,530,8119.7143554688,-6899.6235351562,70.75959777832,49276
29639,39800,96663,1518,-66.76598358154,0.06947020441,23.49067115784,42295
29640,39800,96663,1518,-66.70140838623,0.06912627816,23.49066352844,42295
29641,47322,137631,1642,2407.8176269531,2963.4279785156,18.43459701538,42296
29642,25932,41578,0,-5538.5922851562,-1311.1041259766,398.79339599609,52223
29644,10332,20463,530,2290.1245117188,2266.0402832031,93.63613891602,42298
29646,27880,1068,0,-6753.5600585938,-2444.8898925781,272.77600097656,52226
29647,27880,1068,0,-6645.8500976562,-2151.669921875,245.35099792481,52226
29648,27085,44462,0,1590.2700195312,-1628.9300537109,64.82749938965,52227
29649,27085,44462,0,1520.25,-1617.8599853516,65.06279754639,52227
29650,27085,44462,0,1546.5200195312,-1597.7199707031,64.75260162354,52227
29653,218,786,0,-6363.001953125,567.08465576172,385.76736450195,52229
29654,31360,64432,994,-3964.3681640625,-2539.9914550781,27.80290794373,42300
29655,31360,64432,994,-4684.3837890625,-2600.2326660156,28.39984130859,42300
29656,14368,36291,654,-1876.6999511719,2529.580078125,-6.49092006683,44551
29678,9456,17116,530,-4167.4584960938,-12417.881835938,41.82931137085,42301
29679,9456,17116,530,-1958.4826660156,-11822.32421875,58.55020523071,42301
29680,12669,28518,571,5211.8383789062,-1302.0726318359,242.40254211426,49278
29681,47696,120551,1655,-7454.220703125,2975.0078125,5,46975
29682,47696,120551,1642,1537.5278320312,-519.14410400391,3.48982071877,46975
29683,25262,3208,1,1102.0867919922,-4945.3637695312,15.60239887238,44553
29684,29635,54922,870,2579.0434570312,-1527.3454589844,406.29440307617,44552
29685,29635,54922,870,2499.9270019531,-1567.2465820312,400.86828613281,44552
29686,9176,16239,530,7192.3623046875,-7100.5712890625,57.06123733521,46976
29687,29600,56802,870,364.69445800781,331.18228149414,189.53271484375,49279
29688,51752,138735,1643,3358.3984375,682.171875,57.94157791138,42302
29689,51752,138735,1643,3358.3984375,682.171875,57.94157791138,42302
29690,51752,138735,1643,3764.2082519531,431.84896850586,133.330078125,42302
29691,51752,138735,1643,3763.2604980469,709.47222900391,150.62094116211,42302
29692,35128,80856,1116,6606.0859375,1301.8697509766,64.63403320313,46977
29693,35128,84131,1116,6926.4418945312,1473.6892089844,33.2635383606,46977
29696,28161,47745,1,-5802.1098632812,-2639.9499511719,89.00430297852,44554
29697,59716,166081,2222,-2949.4670410156,6030.8505859375,4006.7326660156,52232
29698,26732,739,0,-11320.170898438,-193.33735656738,76.14432525635,52233
29699,12277,27412,571,3996.6684570312,-945.02288818359,105.80711364746,49281
29700,12140,26379,571,3842.1184082031,1492.0831298828,91.71697998047,49281
29701,29537,54636,542,0.68451100588,-17.69209861755,-42.54417800903,42304
29702,29540,54629,542,-0.32765504718,-12.38678836823,-42.88218307495,42304
29703,26575,42469,646,1631.0100097656,1310.0400390625,4.92641019821,46978
29704,13005,30295,571,7762.3891601562,-2159.5158691406,1233.3253173828,46979
29705,34124,76487,1116,6033.861328125,2718.2316894531,209.70179748535,49282
29706,34124,76487,1203,6019.9272460938,2868.1667480469,199.95758056641,49282
29707,34124,76487,1116,5876.6977539062,3016.4140625,184.9585723877,49282
29708,34124,76487,1203,6005.984375,2916.9938964844,186.64582824707,49282
29709,26775,44017,0,-12841.099609375,-447.9580078125,12.96660041809,52234
29710,24608,37847,1,-4148.8247070312,-1942.7951660156,92.94876861572,46980
29711,26106,41666,0,-6886.751953125,5971.5571289062,-764.85571289063,52235
29712,13796,33777,1,1795.8250732422,-2673.2512207031,109.67389678955,46981
29713,11984,26424,571,3850.4921875,-1960.4821777344,208.4273223877,49284
29714,26668,43611,0,-9636.3701171875,-3474.7099609375,121.95600128174,52236
29715,26668,43611,0,-9138.5302734375,-3034.9899902344,108.68299865723,52236
29719,30000,56784,870,905.53991699219,-2600.3715820312,185.12013244629,49285
29723,11639,25374,571,4514.4658203125,5714.2993164062,81.58507537842,42306
29724,11730,25477,571,4179.0991210938,5251.5102539062,26.37672233582,42306
29725,26248,42684,747,48.71556472778,11.32661628723,40.42341995239,46984
29726,12575,28114,571,6165.00390625,5092.9750976562,-97.37689208984,42308
29727,10457,21066,530,1980.6197509766,6881.1884765625,161.29002380371,46985
29728,27659,46242,0,-5271.669921875,-4413.1801757812,402.72198486328,52240
29729,38246,93581,1220,1859.1944580078,7057.3793945312,39.70584869385,44557
29730,38246,93581,1220,1856.0035400391,6942.3579101562,42.15041351318,44557
29731,10350,17480,530,-4165.0454101562,-12536.358398438,44.8327293396,44558
29732,193,718,0,-11625.486328125,-48.63888931274,16.23856544495,52241
29733,29599,17876,560,2231.5212402344,119.13487243652,82.29929351807,44560
29734,29599,17876,560,2062.9340820312,229.14508056641,64.48779296875,44560
29735,29599,17876,560,2486.5637207031,624.09796142578,57.86754608154,44560
29736,29599,17876,560,2660.0847167969,659.54815673828,61.93698501587,44560
29739,26760,43730,0,-10754.700195312,338.82299804688,37.25820159912,52244
29740,28213,47696,1,5220.6000976562,-704.36297607422,344.00201416016,46986
29741,30942,62707,870,4393.1171875,904.95660400391,105.34607696533,49288
29742,30942,62366,870,4407.3740234375,808.5625,89.92314147949,49288
29743,30942,61503,870,4337.1215820312,850.92706298828,107.45384979248,49288
29747,27601,45617,0,-153.32499694824,1270.2700195312,51.46360015869,52247
29748,27601,45525,0,-182.65800476074,1275.4200439453,46.45380020142,52247
29749,25627,40885,1,-6270.7797851562,-4464.75,88.260597229,49289
