Name_lang,Pos_0,Pos_1,Pos_2,Rot_0,Rot_1,Rot_2,Rot_3,ID,OwnerID,DisplayID,Scale,TypeID,PhaseUseFlags,PhaseID,PhaseGroupID,Field_11_0_0_54210_011,PropValue_0,PropValue_1,PropValue_2,PropValue_3,PropValue_4,PropValue_5,PropValue_6,PropValue_7
"Mage Quarter",-8829.8544921875,615.60070800781,93.84223175049,0,0,0.17364817858,0.98480772972,250726,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8829.7275390625,615.55731201172,94.22397613525,0,0,-0.57714521885,0.81664156914,250727,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8829.89453125,615.50518798828,93.36270904541,0,0,0.82164716721,0.56999641657,250728,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8538.1611328125,678.30731201172,98.80661773682,0,0,0.89100623131,0.45399105549,250729,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Old Town",-8750.3232421875,549.09375,97.40668487549,0,0,0.90445494652,-0.4265692234,250730,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8750.4267578125,549.19445800781,97.64186096191,0,0,0.43444475532,0.90069848299,250731,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Champions' Hall",-8724.6611328125,518.30554199219,95.85650634766,0,0,0.95371699333,-0.30070579052,250732,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
SI:7,-8724.6669921875,518.31597900391,96.35343170166,0,0,0.95371699333,-0.30070579052,250733,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Command Center",-8724.6181640625,518.33160400391,96.81186676025,0,0,0.95371699333,-0.30070579052,250734,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8724.7119140625,518.49133300781,96.44104003906,0,0,0.30901700258,0.95105648041,250735,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Old Town",-8829.830078125,615.45141601563,93.83437347412,0,0,0.98555594683,-0.16935011744,250736,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Old Town",-8724.6181640625,518.34375,97.30033111572,0,0,0.95371699333,-0.30070579052,250739,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8538.1162109375,678.4375,98.40000152588,0,0,0.30486428738,0.95239579678,250751,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8750.3505859375,549.22570800781,98.06880950928,0,0,-0.33380699158,0.94264143705,250758,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8538.015625,678.29864501953,98.35037994385,0,0,0.94969910383,-0.31316381693,250759,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8841.11328125,731.81768798828,96.32816314697,0,0,0.97134208679,-0.23768588901,250761,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8508.0869140625,663.76214599609,100.70046234131,0,0,0.91531169415,-0.40274623036,250762,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8714.482421875,723.921875,97.97012329102,0,0,0.94832372665,-0.31730443239,250763,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8706.2763671875,869.27777099609,97.35127258301,0,0,0.89100623131,0.45399105549,250766,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8538.189453125,678.34893798828,97.85373687744,0,0,0.89100623131,0.45399105549,250767,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8508.2158203125,663.87677001953,100.65663146973,0,0,0.41071897745,0.91176199913,250768,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Old Town",-8733.6474609375,707.875,98.53830718994,0,0,0.94408905506,-0.3296905756,250769,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8714.546875,724.09204101563,98.45310974121,0,0,-0.43837109208,0.89879405499,250770,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Lion's Rest",-8714.5830078125,724.06079101563,98.02280426025,0,0,0.30901700258,0.95105648041,250771,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8714.626953125,723.92883300781,98.42986297607,0,0,0.89297914505,0.45009794831,250772,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Lion's Rest",-8706.205078125,869.36633300781,97.90305328369,0,0,0.30486428738,0.95239579678,250773,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8733.7919921875,707.87847900391,98.99936676025,0,0,0.8987942338,0.43837082386,250774,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8714.654296875,723.97052001953,97.47434234619,0,0,0.89297914505,0.45009794831,250775,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8841.06640625,731.83856201172,97.28102111816,0,0,0.97134208679,-0.23768588901,250776,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Mage Quarter",-8874.28515625,751.13891601563,96.29343414307,0,0,0.35020700097,0.9366723299,250780,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Mage Quarter",-8841.138671875,732.00866699219,96.9105682373,0,0,0.24615314603,0.96923094988,250781,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8724.6923828125,518.46875,97.31131744385,0,0,0.30901700258,0.95105648041,250782,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Keep",-8614.4580078125,523.39929199219,103.2779006958,0,0,0.93819117546,-0.3461176157,250783,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8614.42578125,523.53302001953,103.68196105957,0,0,-0.4146926403,0.90996152163,250784,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8614.5693359375,523.52954101563,103.22074890137,0,0,0.35429105163,0.93513518572,250785,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Scribe of Stormwind",-8849.44140625,847.73089599609,101.58799743652,0,0,-0.41865980625,0.90814316273,250787,1620,10165,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8641.267578125,935.40625,99.98909759521,0,0,0.96814769506,-0.2503798008,250790,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Keep",-8579.4375,531.55731201172,101.97627258301,0,0,0.95630472898,-0.29237174988,250791,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Cemetary",-8641.3125,935.38366699219,99.02813720703,0,0,0.96814769506,-0.2503798008,250792,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Harbor",-8641.2412109375,935.54864501953,100.55593109131,0,0,-0.50377398729,0.86383551359,250793,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Old Town",-8614.4912109375,523.36456298828,103.70572662354,0,0,0.9153111577,0.40274736285,250794,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stonehand Mining",-8417.732421875,675.984375,97.49590301514,0,0,-0.43051108718,0.90258526802,250796,1620,10163,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Lord Underfoot",-9172.982421875,12.43229198456,79.16550445557,0,0,0.9271838069,0.37460675836,250797,1620,2452,0.72934001684,5,0,0,0,0,1,1,0,1,0,0,0,0
"Old Town",-8579.58203125,531.57293701172,102.43551635742,0,0,0.88089084625,0.47331950068,250798,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cordell's Enchanting",-8842.01953125,787.40625,99.62799835205,0,0,-0.47715958953,0.87881666422,250799,1620,10164,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Cathedral Square",-8841.0380859375,731.98089599609,97.82871246338,0,0,-0.51503825188,0.85716718435,250801,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Stormwind Gate",-8733.8212890625,707.92016601563,98.04331207275,0,0,0.8987942338,0.43837082386,250807,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8579.4931640625,531.73266601563,102.45937347412,0,0,-0.46174910665,0.88701057434,250808,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Trade District",-8841.6533203125,923.5,101.61083221436,0,0,0.94832372665,-0.31730443239,250809,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Mage Quarter",-8733.75390625,708.01214599609,98.59238433838,0,0,0.32143896818,0.94693028927,250811,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Redridge,-9500.544921875,66.06944274902,56.00724411011,0,0,0.99144482613,0.13052636385,250812,1620,26,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Royal Bank of Stormwind",-8346.361328125,621.75518798828,102.95099639893,0,0,0.90445512533,0.42656880617,250814,1620,7719,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Dwarven District",-8724.609375,518.47741699219,97.36013031006,0,0,-0.45787402987,0.8890171051,250815,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Goldshire,-8829.8662109375,615.51739501953,94.2328338623,0,0,0.82164716721,0.56999641657,250816,1620,195,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Denman Family Jewelers",-8705.3798828125,621.36114501953,105.10500335693,0,0,0,1,250817,1620,10166,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Free Advice",1944.1267089844,6066.6040039062,80.95043182373,0,0,0.09150161594,0.99580490589,251010,1220,34540,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Moonclaw Vale",1910.4305419922,6094.6235351562,71.19596862793,0,0,0.56280457973,0.82659000158,251011,1220,34540,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",571.47052001953,1835.3298339844,13.91234302521,0,0,-0.75470978022,0.6560587883,251130,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Valaar's Berth",759.38891601563,1408.8177490234,2.58749318123,0,0,0.90258532763,0.43051099777,251133,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Boat to Rut'Theran Village",542.93402099609,1995.1110839844,6.47355985641,0,0,0.88294780254,-0.4694711566,251134,1624,5452,1.89999902248,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Exodar",571.77429199219,1835.5278320312,13.90968036652,0,0,-0.07845903933,0.99691730738,251135,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Blood Watch",776.31768798828,1398.0451660156,2.66695404053,0,0,-0.35836791992,0.93358045816,251136,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Boat to Auberdine",571.5625,1835.7708740234,13.85156536102,0,0,0.65276020765,0.75756460428,251138,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",775.953125,1398.0451660156,2.64514183998,0,0,0.90996134281,-0.41469305754,251140,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",759.34204101563,1408.4653320312,2.58186388016,0,0,0.93969273567,-0.34201988578,251141,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",-4228.5297851562,-11498.00390625,13.91234302521,0,0,-0.75470972061,0.6560588479,251156,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Valaar's Berth",-4040.6110839844,-11924.515625,2.58749318123,0,0,0.90258532763,0.43051096797,251159,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Boat to Rut'Theran Village",-4257.0659179688,-11338.22265625,6.47355985641,0,0,0.88294786215,-0.46947106719,251160,1624,5452,1.89999902248,5,0,0,0,0,1,1,0,0,0,0,0,0
"The Exodar",-4228.2255859375,-11497.805664062,13.90968036652,0,0,-0.07845909894,0.99691730738,251161,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Blood Watch",-4023.6823730469,-11935.288085938,2.66695404053,0,0,-0.35836797953,0.93358039856,251162,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Boat to Auberdine",-4228.4375,-11497.563476562,13.85156536102,0,0,0.65276020765,0.75756460428,251164,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",-4024.046875,-11935.288085938,2.64514183998,0,0,0.90996152163,-0.41469269991,251166,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
"Azure Watch",-4040.6579589844,-11924.868164062,2.58186388016,0,0,0.93969267607,-0.34201994538,251167,1624,6824,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Campfire,2269.2761230469,5856.8735351562,154.78315734863,0,0,0.03053842671,0.99953359365,251420,1626,23396,1,5,0,0,0,0,0,1,0,0,0,0,0,0
Morheim,2806.6379394531,1051.7586669922,103.85955047607,-0.62251508236,0.78260779381,0,0,251531,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Skold-Ashil,2806.6848144531,1052.2951660156,102.04100799561,0,0,0.64944845438,0.76040560007,251532,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
"Tideskorn Harbor",3071.2448730469,2422.9860839844,244.97816467285,0,0,-0.63943898678,0.76884180307,251576,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Hrydshal,3070.8820800781,2423.1633300781,244.53144836426,0,0,0.99904817343,-0.04361945763,251577,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
"Maw of Nashal",3071.6120605469,2423.0451660156,244.31748962402,0,0,0.01745253801,0.99984771013,251578,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Hrydshal,2979.9826660156,2440.15625,250.59936523438,0,0,0.99254614115,-0.12186933309,251588,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Suramar,2980.2004394531,2440.4636230469,249.59497070313,0,0,0.88089060783,0.47331985831,251589,1220,26101,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Plank,455.83334350586,2030.0954589844,2.5285141468,-0.18457965553,0.95219123363,-0.04449984804,-0.23933659494,251601,1460,31583,3.24999904633,5,0,6902,0,0,0,0,0,1,0,0,0,0
Plank,453.62152099609,2035.4254150391,2.62647414207,-0.16362324357,0.95534092188,-0.05495110527,-0.23985727131,251602,1460,31583,3.24999904633,5,0,6902,0,0,0,0,0,1,0,0,0,0
Plank,457.97396850586,2024.7934570312,2.54987001419,-0.22087287903,0.94825673103,-0.04246189818,-0.22410131991,251603,1460,31583,3.24999904633,5,0,6902,0,0,0,0,0,1,0,0,0,0
Thundertotem,4965.9287109375,4965.3369140625,788.42364501953,0,0,0.87035566568,0.492423594,251689,1220,30436,1,5,2,169,0,0,1,1,0,0,0,0,0,0
Bloodtotem,4967.5493164062,4965.4897460938,788.49938964844,0,0,-0.81664133072,0.57714545727,251690,1220,30436,1,5,2,169,0,0,1,1,0,0,0,0,0,0
Rivermane,4965.9731445312,4965.3110351562,786.59906005859,0,0,0.83388584852,0.55193698406,251691,1220,30436,1,5,2,169,0,0,1,1,0,0,0,0,0,0
Skyhorn,4967.4619140625,4965.5346679688,786.66448974609,0,0,-0.80385690928,0.5948227644,251692,1220,30436,1,5,2,169,0,0,1,1,0,0,0,0,0,0
"Fargo's Camp Doodads",713.76391601563,5530.3559570312,82.76499176025,-0.03349394351,0.02048056386,0.88017106056,0.47303017974,251796,1498,11606,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",714.46008300781,5531.111328125,82.74466705322,-0.01911231317,0.01138585154,0.87013459206,0.49231180549,251797,1498,8360,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",715.49652099609,5531.4116210938,82.79798126221,-0.03285286948,0.02149388008,0.86531484127,0.49968886375,251798,1498,11606,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",715.02777099609,5530.2197265625,82.82189941406,0,0,0.96592575312,-0.25881931186,251799,1498,17937,0.58999997377,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",714.90972900391,5530.2319335938,83.33138275146,0,0,0.96004986763,0.27982899547,251800,1498,19309,0.62000000477,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",716.72393798828,5531.9541015625,82.77909088135,0.01060576178,0.03878713772,0.98747038841,-0.15259511769,251801,1498,19305,0.62999999523,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",705.74481201172,5532.9443359375,82.54811096191,0.00118076464,-0.00864622835,0.80120050907,0.59833234549,251802,1498,13608,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",717.27954101563,5531.4184570312,82.80820465088,-0.00120603549,0.04136230052,0.96612137556,-0.25474923849,251803,1498,17115,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",705.48266601563,5533.1474609375,83.28224945068,0,0,0.8681987524,0.49621662498,251807,1498,16091,0.66000002623,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",706.32293701172,5532.9912109375,83.27530670166,-0.28907033801,-0.04652713612,0.90404981375,-0.31139600277,251808,1498,31510,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",706.25347900391,5532.6440429688,83.35108184814,0,0,0.94551861286,-0.32556813955,251809,1498,31510,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",705.86456298828,5532.0834960938,83.29661560059,0.01039979886,-0.00288130902,0.88290774822,0.46942251921,251810,1498,8108,0.88999998569,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",705.75695800781,5532.3100585938,83.26190948486,0.0258096084,0.03924906626,0.92301547527,0.38188460469,251811,1498,8108,0.88999998569,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",708.86114501953,5535.3637695312,82.61978912354,0.01802597567,0.01228431612,0.99280923605,-0.11770311743,251812,1498,24381,1,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",717.80383300781,5532.009765625,82.83301544189,-0.01112714782,0.03738847747,0.72736293077,0.68514335155,251813,1498,25445,0.54000002146,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",717.26910400391,5532.220703125,82.77041625977,-0.00882650726,0.03702332452,0.98886287212,0.1438806057,251815,1498,19305,0.62999999523,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",716.83160400391,5532.4575195312,82.79340362549,0,0,0.96478742361,0.26303085685,251816,1498,25445,0.46000000834,5,0,5741,0,0,0,0,0,0,0,0,0,0
"Fargo's Camp Doodads",705.44445800781,5533.9575195312,83.2084197998,0.00781846698,0.00583632663,-0.61220729351,0.79063713551,251817,1498,13470,0.77999997139,5,0,5741,0,0,0,0,0,0,0,0,0,0
"T'rel Moonblade",2986.4306640625,7502.3837890625,47.70454788208,0.02593959682,0.02154020034,-0.71291124821,0.70044320822,251978,1220,35680,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Mandrel Nightsbane",2950.4758300781,7429.4462890625,51.55404281616,-0.02801621892,0.00161400321,0.99959647655,0.00440357998,252007,1220,35679,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Cesta Stargazer",3081.5305175781,7540.546875,48.47385406494,-0.03249137849,0.0021299161,0.94080793858,-0.33737242222,252008,1220,35679,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Shadow Fen",3351.5461425781,5998.2509765625,246.07818603516,0,0,-0.32143944502,0.94693011045,252531,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Andu'talah,3351.5200195312,5998.2163085938,245.48399353027,0,0,-0.32143944502,0.94693011045,252532,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Shala'nir,3351.7360839844,5998.4829101562,246.08338928223,0,0,0.94264155626,0.33380675316,252533,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Ash'theran,3351.7041015625,5998.220703125,246.08338928223,0,0,0.49621665478,0.8681987524,252534,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Black Rook",3351.4992675781,5998.3637695312,245.48747253418,0,0,0.92387956381,-0.38268342614,252535,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Temple of Elune",3351.5295410156,5998.3349609375,246.07991027832,0,0,0.92387956381,-0.38268342614,252536,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Sylvan Vale",3247.0634765625,5737.9506835938,324.15716552734,-0.04213178903,0.0585421212,0.86711043119,0.4928663969,252542,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Highmountain,3247.078125,5737.9350585938,323.57168579102,-0.04320394993,0.01368184295,-0.30871397257,0.9500747323,252543,1220,36294,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Sundersong Glade",3246.8542480469,5737.7646484375,324.17587280273,-0.01958785951,0.08221791685,0.87396663427,0.47858005762,252546,1220,36294,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Ashmane's Gate",3247.1311035156,5737.7485351562,324.08081054688,0,0,0.34202063084,0.93969243765,252547,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Highmountain,3247.0139160156,5737.736328125,323.62365722656,0.01963633299,-0.15493990481,-0.40499326587,0.9008820653,252548,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Shala'nir,3271.1901855469,6439.103515625,218.12055969238,-0.02966443077,-0.05285936594,0.21958743036,0.97370797396,252972,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
"Temple of Elune",3271.1901855469,6439.330078125,217.4995880127,0.0102048954,0.03007463366,0.97481006384,-0.22076399624,252973,1220,34540,1.00999999046,5,1,0,0,0,1,1,0,0,0,0,0,0
Ash'theran,3271.0791015625,6439.2290039062,217.38442993164,0,0,-0.46174874902,0.88701075315,252974,1220,34540,1.00999999046,5,1,0,0,0,1,1,0,0,0,0,0,0
Andu'talah,3271.0122070312,6439.2368164062,218.07135009766,-0.01074211858,-0.05140104517,-0.44108006358,0.89593017101,252975,1220,34540,0.99000000954,5,1,0,0,0,1,1,0,0,0,0,0,0
"Black Rook",3271.1103515625,6439.4555664062,218.14776611328,0,0,0.99953359365,-0.03053853288,252976,1220,34540,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Azsuna,1886.1129150391,4937.4946289062,128.00132751465,0,0,-0.62592327595,0.7798846364,252983,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
"Suramar City",1886.4235839844,4937.5288085938,127.41152954102,0,0,0.70090907812,0.71325063705,252984,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Falanaar,1886.3298339844,4937.6953125,127.85745239258,0,0,0.97814756632,0.20791187882,252985,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Meredil,1794.2360839844,4933.4096679688,128.12522888184,0,0,-0.19509033859,0.98078525066,252986,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
"Suramar City",1794.4079589844,4933.5927734375,127.64050292969,0,0,0.80644464493,0.59130960703,252987,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Azsuna,1794.1597900391,4933.6953125,127.8621673584,0,0,0.92554050684,-0.37864863873,252988,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Falanaar,2066.0920410156,4986.6362304688,162.64741516113,0,0,0.28401520848,0.95881980658,252989,1220,36147,1.00999999046,5,1,0,0,0,0,1,0,0,0,0,0,0
"Suramar City",2065.8940429688,4986.5727539062,162.14588928223,0,0,-0.24192203581,0.97029566765,252990,1220,36147,1,5,1,0,0,0,0,1,0,0,0,0,0,0
Val'sharah,2066.0852050781,4986.908203125,162.35775756836,0,0,0.99254608154,0.12187003344,252991,1220,36147,1.00999999046,5,1,0,0,0,0,1,0,0,0,0,0,0
"Memorial Offering",3850.6320800781,4360.9462890625,887.02478027344,0,0,-0.8549118638,0.51877325773,252999,1220,16114,0.64999997616,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3850.4035644531,4361.939453125,885.32769775391,0,0,0.99725025892,-0.07410775125,253000,1220,36158,0.76999998093,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3853.1232910156,4363.8266601562,887.45788574219,0,0,0.76884168386,0.63943910599,253006,1220,34269,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3860.0373535156,4349.720703125,887.52227783203,0,0,1,0,253007,1220,34270,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3854.8273925781,4345.7485351562,887.67224121094,0.49357703328,-0.50138580799,0.49834775925,0.50659990311,253008,1220,34271,0.46000000834,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3857.6372070312,4347.556640625,887.46905517578,0,0,1,0,253009,1220,36160,1.26999998093,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3856.6032714844,4346.4487304688,887.49035644531,0,0,0.98325490952,-0.18223559856,253010,1220,36161,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3850.5815429688,4361.759765625,887.42620849609,0,0,1,0,253011,1220,34270,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3857.0322265625,4347.9877929688,887.46563720703,0,0,0.94969916344,0.31316366792,253012,1220,34273,1.11000001431,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3853.2197265625,4362.9506835938,887.71954345703,0.61506748199,0.34164562821,0.62133663893,-0.34483450651,253013,1220,34271,0.37000000477,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3858.0876464844,4347.1943359375,887.57470703125,0.43605047464,-0.5521491766,0.44022291899,0.55784839392,253014,1220,34271,0.46000003815,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3855.53125,4346.626953125,887.46740722656,0,0,0.95881962776,0.28401571512,253015,1220,36162,1.25999999046,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3859.4948730469,4348.6040039062,887.52008056641,0,0,0.95502001047,0.29654142261,253016,1220,32402,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3858.1657714844,4345.7065429688,887.5166015625,0,0,0.78260815144,0.62251466513,253017,1220,34083,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3854.8403320312,4363.0571289062,887.47271728516,0,0,0.99405634403,0.1088668108,253018,1220,36160,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3857.5512695312,4358.4990234375,887.47064208984,0,0,0.50753849745,0.86162906885,253019,1220,34273,1.11000001431,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3857.6477050781,4359.6362304688,887.47247314453,0,0,0.88089084625,0.47331956029,253020,1220,34270,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3799.3369140625,4467.2509765625,887.46881103516,0,0,0.9271838665,0.37460663915,253024,1220,34269,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
"Tauren Memorial Offering",3801.1813964844,4467.6225585938,887.48370361328,0,0,0.9799246788,-0.19936792552,253025,1220,36160,1,5,0,7292,0,0,1,1,0,0,0,0,0,0
