ID,OverrideCelestialSphere_0,OverrideCelestialSphere_1,OverrideCelestialSphere_2,OverrideSunPosition_0,OverrideSunPosition_1,OverrideSunPosition_2,HighlightSky,LightSkyboxID,CloudTypeID,Glow,WaterShallowAlpha,WaterDeepAlpha,OceanShallowAlpha,OceanDeepAlpha,Flags,SsaoSettingsID,SunPolar,SunAzimuth,SunAttenuationStart,SunAttenuationEnd,Field_12_0_0_63534_016,Field_12_0_0_63534_017,Field_12_0_0_63534_018,Field_12_0_0_63534_019,Field_12_0_0_63534_020,Field_12_0_0_63534_021,Field_12_0_0_63534_022,Field_12_0_0_63534_023,Field_12_0_0_63534_024,Field_12_0_0_63534_025,Field_12_0_0_63534_026,Field_12_0_0_63534_027,Field_12_0_0_63534_028,Field_12_0_0_63534_029,Field_12_0_1_65617_030,Field_12_0_1_65617_031
4161,0,0,0,0,0,0,0,322,0,0,0.20000000298,0.5,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4167,0,0,0,0,0,0,0,563,0,0.75,0.5,0.5,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4171,0,0,0,0,0,0,0,569,0,0.34999999404,0.5,1,0.75,1,134,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4172,0,0,0,0,0,0,0,0,0,0,0.5,1,0.75,1,132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4174,0,0,0,0,0,0,0,0,0,0.60000002384,0.5,1,0.75,1,134,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4175,0,0,0,0,0,0,1,0,0,0,0.5,1,0.64999997616,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4181,0,0,0,0,0,0,0,0,0,0.10000000149,0.20000000298,0.5,0.0700000003,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4182,0,0,0,0,0,0,0,282,0,0,0.10000000149,0.40000000596,0.25,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4184,0,0,0,0,0,0,0,89,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4186,0,0,0,0,0,0,0,0,0,0.80000001192,0.10000000149,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4187,0,0,0,0,0,0,0,0,0,0,0.00999999978,0.00999999978,0.25,1,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4188,0,0,0,0,0,0,0,0,0,0.60000002384,0.5,1,0.64999997616,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4190,0,0,0,0,0,0,0,0,0,1,0.10000000149,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4197,0,0,0,0,0,0,0,89,0,0.10000000149,0.30000001192,0.5,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4200,0,0,0,0,0,0,0,0,0,0.20000000298,0.40000000596,0.20000000298,0.5,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4202,0,0,0,0,0,0,1,331,0,0.20000000298,0.75,0.5,0.64999997616,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4203,0,0,0,0,0,0,0,272,0,0.5,0.20000000298,0.5,0.20000000298,1,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4204,0,0,0,0,0,0,1,416,0,0,0.10000000149,0.69999998808,0.20000000298,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4215,0,0,0,0,0,0,0,0,0,0.80000001192,0.30000001192,0.5,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4229,0,0,0,0,0,0,0,89,0,0.10000000149,0.30000001192,0.69999998808,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4233,0,0,0,0,0,0,1,322,0,0,0.10000000149,0.69999998808,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4236,0,0,0,0,0,0,1,404,0,0.10000000149,0.10000000149,0.60000002384,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4242,0,0,0,0,0,0,0,566,0,0.30000001192,0.10000000149,0.30000001192,0.64999997616,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4267,0,0,0,0,0,0,0,564,0,0.25,0.20000000298,0.5,0.20000000298,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4268,0,0,0,0,0,0,0,0,0,0,0.20000000298,0.40000000596,0.25,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4273,0,0,0,0,0,0,1,322,0,0.20000000298,0.10000000149,0.69999998808,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4286,0,0,0,0,0,0,0,565,0,0,0.10000000149,0.40000000596,0.25,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4293,0,0,0,0,0,0,1,211,0,0.20000000298,0.10000000149,0.20000000298,0.20000000298,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4294,0,0,0,0,0,0,0,0,0,0,0.20000000298,0.60000002384,0.30000001192,0.89999997616,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4298,0,0,0,0,0,0,0,580,0,0.40000000596,0.30000001192,0.80000001192,0.5,1,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4299,0,0,0,0,0,0,0,570,0,0.10000000149,0.5,1,0.75,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4303,0,0,0,0,0,0,0,147,0,0,0.20000000298,0.40000000596,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4304,0,0,1,0,0,0,0,0,0,0,0.20000000298,0.40000000596,0.25,1,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4305,0,0,0,0,0,0,1,81,0,0.75,0.5,1,0.64999997616,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4307,0,0,0,0,0,0,0,569,0,0,0.5,1,0.75,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4310,0,0,0,0,0,0,0,589,0,0.80000001192,0.30000001192,0.5,0.30000001192,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4316,0,0,0,0,0,0,0,576,0,0.40000000596,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4318,0.10000000149,1,0.21999999881,0,0,0,1,0,0,0.30000001192,0.05000000075,0.30000001192,0.20000000298,1,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4319,0,0,0,0,0,0,0,574,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4320,0,0,0,0,0,0,0,0,0,0,0.10000000149,0.10000000149,0.10000000149,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4321,0,0,0,0,0,0,0,571,0,0.30000001192,0.10000000149,0,0.10000000149,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4322,0,0,0,0,0,0,1,180,0,0.40000000596,0.5,1,0.75,1,140,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4326,0,0,0,0,0,0,0,0,0,0.30000001192,0.89999997616,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4327,0,0,0,0,0,0,0,575,0,0.5,0.5,1,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4328,0,0,0,0,0,0,0,0,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,28,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4329,0,0,0,0,0,0,0,592,0,0.12999999523,0.30000001192,0.69999998808,0.30000001192,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4330,0,0,0,0,0,0,1,540,0,0.30000001192,0.5,1,0.80000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4332,0,0,0,0,0,0,1,564,0,0.5,0.5,1,0.80000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4333,0,0,0,0,0,0,1,540,0,0.20000000298,0.5,1,0.80000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4335,0,0,0,0,0,0,0,0,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4339,0,0,0,0,0,0,0,582,0,0.10000000149,0.30000001192,0.5,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4340,0,0,0,0,0,0,0,582,0,0.10000000149,0.30000001192,0.5,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4344,0,0,0,0,0,0,1,0,0,0.80000001192,0.20000000298,0.10000000149,0.10000000149,1,0,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4345,0,0,0,0,0,0,0,0,0,0.30000001192,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4348,0,0,0,0,0,0,0,0,0,0.30000001192,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4351,0,0,0,0,0,0,0,329,0,0,0.5,1,0.80000001192,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4355,0,0,0,0,0,0,0,0,0,0.30000001192,1,1,0,0,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4357,0,0,0,0,0,0,0,599,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4365,0,0,0,0,0,0,0,571,0,0.30000001192,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4385,0,0,0,0,0,0,0,576,0,0.30000001192,0.89999997616,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4387,0,0,0,0,0,0,0,317,0,0,0.10000000149,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4390,0,0,0,0,0,0,0,587,0,0.5,0.5,1,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4394,0,0,0,0,0,0,0,579,0,0,0.5,1,0.75,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4395,0,0,0,0,0,0,0,592,0,0.12999999523,0.30000001192,0.69999998808,0.30000001192,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4396,0,0,0,0,0,0,0,571,0,0.10000000149,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4397,0,0,0,0,0,0,0,572,0,0.20000000298,0.10000000149,0,0.10000000149,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4399,0,0,0,0,0,0,1,588,0,0.30000001192,0.5,1,0.75,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4400,0,0,0,0,0,0,1,584,0,0,0.5,1,0.75,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4401,0,0,0,0,0,0,1,584,0,0.30000001192,0.5,1,0.75,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4403,0,0,0,0,0,0,1,0,0,0,0.5,1,0.75,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4405,0,0,0,0,0,0,0,374,0,0.30000001192,0.10000000149,0.30000001192,0.64999997616,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4407,0,0,0,0,0,0,0,0,0,1,0.10000000149,0.30000001192,0.5,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4408,0,0,0,0,0,0,0,280,0,0,0.10000000149,0.30000001192,0.64999997616,1,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4410,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4413,0,0,0,0,0,0,0,577,0,0.20000000298,0.5,1,0.75,1,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4416,0,0,0,0,0,0,1,579,0,0,0.5,1,0.75,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4419,0,0,0,0,0,0,0,580,0,0.30000001192,0.30000001192,0.80000001192,0.5,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4421,0,0,0,0,0,0,1,579,0,0,0.5,1,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4423,0,0,0,0,0,0,0,297,0,0.30000001192,0.20000000298,0.5,0.69999998808,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4424,0,0,0,0,0,0,0,297,0,0.40000000596,0.20000000298,0.5,0.69999998808,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4431,0,0,0,0,0,0,0,574,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4438,0,0,0,0,0,0,0,403,0,0.30000001192,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4439,0,0,0,0,0,0,0,329,0,0,0,0.10000000149,0,0.10000000149,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4440,0,0,0,0,0,0,0,571,0,0.20000000298,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4450,0,0,0,0,0,0,0,585,0,0.20000000298,0,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4454,0,0,0,0,0,0,0,580,0,0.30000001192,0.30000001192,0.80000001192,0.5,1,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4480,0,0,0,0,0,0,0,585,0,0.30000001192,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4489,0,0,0,0,0,0,1,579,0,0.25,0.5,1,0.80000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4490,0,0,0,0,0,0,1,579,0,0.80000001192,0.30000001192,0.5,0.30000001192,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4491,0,0,0,0,0,0,1,579,0,0.5,0.30000001192,0.5,0.30000001192,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4496,0,0,0,0,0,0,0,0,0,0.30000001192,1,1,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4497,0,0,0,0,0,0,0,576,0,0.60000002384,1,1,0,0,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4590,0,0,0,0,0,0,0,422,0,0.02999999933,0.60000002384,0.89999997616,0.80000001192,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4650,0,0,0,0,0,0,0,571,0,0.20000000298,0.10000000149,0.30000001192,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4652,0,0,0,0,0,0,0,0,0,0.69999998808,0.10000000149,0.30000001192,0,1,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4708,0,0,0,0,0,0,0,324,0,0.34999999404,0.30000001192,0.80000001192,0.5,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4714,0,0,0,0,0,0,0,408,0,0.34999999404,0.30000001192,0.80000001192,0.5,1,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4716,0,0,0,0,0,0,0,571,0,0.34999999404,0.30000001192,0.80000001192,0.5,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4717,0,0,0,0,0,0,0,571,0,0.5,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4718,0,0,0,0,0,0,1,579,0,0.80000001192,0.30000001192,0.5,0.30000001192,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4730,0,0,0,0,0,0,0,590,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4731,0,0,0,0,0,0,0,0,0,0.30000001192,0.10000000149,0.30000001192,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4732,0,0,0,0,0,0,0,591,0,0.30000001192,1,1,1,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4734,0,0,0,0,0,0,0,576,0,0.40000000596,1,1,0,0,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4739,0,0,0,0,0,0,1,423,0,0.10000000149,0.5,0.89999997616,0.60000002384,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4740,0,0,0,0,0,0,0,576,0,0.30000001192,1,1,0,0,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4746,0,0,0,0,0,0,0,576,0,0.30000001192,0.89999997616,1,1,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4749,0,0,0,0,0,0,0,576,0,0.30000001192,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4750,0,0,0,0,0,0,0,597,0,0.10000000149,0.30000001192,0.5,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4751,0,0,0,0,0,0,0,576,0,0.85000002384,0.5,1,0.5,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4757,0,0,0,0,0,0,0,595,0,0.30000001192,1,1,0.75,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4772,0,0,0,0,0,0,1,404,0,0,0.10000000149,0.30000001192,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4775,0,0,0,0,0,0,1,0,0,0.20000000298,0.80000001192,1,0.80000001192,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4776,0,0,0,0,0,0,0,593,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4781,0,0,0,0,0,0,0,589,0,0.30000001192,0.30000001192,0.5,0.30000001192,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4782,0,0,0,0,0,0,0,594,0,0.05000000075,0.30000001192,0.69999998808,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4785,0,0,0,0,0,0,0,592,0,0.80000001192,0.30000001192,0.5,0.30000001192,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4787,0,0,0,0,0,0,0,591,0,0.40000000596,1,1,1,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4802,0,0,0,0,0,0,0,576,0,0.5,1,1,0.5,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4807,0,0,0,0,0,0,1,576,0,0.05000000075,0.30000001192,1,0.69999998808,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4816,0,0,0,0,0,0,0,592,0,0,0.30000001192,0.69999998808,0.30000001192,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4824,0,0,0,0,0,0,0,576,0,0.40000000596,1,1,1,1,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4826,0,0,0,0,0,0,0,0,0,0.07999999821,0.30000001192,0.69999998808,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4829,0,0,0,0,0,0,0,0,0,0,0.10000000149,0.30000001192,0.30000001192,1,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4836,0,0,0,0,0,0,0,596,0,0.10000000149,0.30000001192,0.5,0.30000001192,1,30,104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4840,0,0,0,0,0,0,0,0,0,0,0.10000000149,0,0,0,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4845,0,0,0,0,0,0,0,0,0,0.80000001192,0.20000000298,0.25,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4846,0,0,0,0,0,0,0,0,0,0.40000000596,0.20000000298,0.25,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4848,0,0,0,0,0,0,0,0,0,0.20000000298,0.20000000298,0.25,0.30000001192,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4874,0,0,0,0,0,0,0,583,0,0,0.5,1,0.75,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4881,0,0,0,0,0,0,0,583,0,0,0.5,1,0.75,1,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4882,0,0,0,0,0,0,0,0,0,0.60000002384,0.10000000149,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4908,0,0,0,0,0,0,0,571,0,0.34999999404,0.30000001192,0.69999998808,0.30000001192,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4909,0,0,0,0,0,0,0,592,0,0.30000001192,0.30000001192,0.69999998808,0.30000001192,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4938,0,0,0,0,0,0,0,0,0,0.20000000298,0.10000000149,0,0,0,156,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4939,0,0,0,0,0,0,0,0,0,0.25,0.30000001192,0.5,0,1,158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4958,0,0,0,0,0,0,0,598,0,0,0.20000000298,0.40000000596,0.25,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
4963,0,0,0,0,0,0,0,571,0,0.5,0.10000000149,0,0.10000000149,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.34999999404,1,0.69999998808
