ScriptTag,Position_0,Position_1,Position_2,ID,UiModelSceneID,Flags,UiModelSceneActorDisplayID,OrientationYaw,OrientationPitch,OrientationRoll,NormalizedScale
lightforgeddraenei-male,0.20000000298,0,0.12999999523,570,296,1,170,3.83972430229,0,0,0.49000000954
lightforgeddraenei-female,0.20000000298,0,0.03999999911,571,296,1,170,3.83972430229,0,0,1.00999999046
highmountaintauren-male,0,0,0.10000000149,572,296,1,170,3.83972430229,0,0,0.28999999166
highmountaintauren-female,0.30000001192,0,0.10000000149,573,296,1,170,4.18879032135,0,0,0.41999998689
zandalaritroll-male,0,0,0.05000000075,574,296,1,170,3.83972430229,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,575,296,1,170,3.83972430229,0,0,0.49000000954
magharorc-male,-0.20000000298,0,0.1099999994,576,296,1,170,3.83972430229,0,0,0.52999997139
kultiran-female,0,0,0,577,296,1,170,3.83972430229,0,0,1.12000000477
magharorc-female,0.20000000298,0,0.05000000075,578,296,1,170,3.83972430229,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,579,296,1,174,3.83972430229,0,0,4.94999980927
worgen-female,0,0,0,580,296,1,170,3.83972430229,0,0,1.20000004768
draenei-female,0,0,0.05000000075,581,296,1,170,3.83972430229,0,0,1.00999999046
tauren-male,0.05000000075,0,0.10000000149,582,292,1,170,4.97418832779,0,0,0.49000000954
gnome-male,0.12999999523,0,0.02999999933,583,292,1,170,4.97418832779,0,0,1.95000004768
dwarf-male,0.1400000006,0,0.03999999911,584,292,1,174,4.97418832779,0,0,6.80000019073
undead-male,0.12999999523,0,0,585,292,1,174,4.97418832779,0,0,19
pandaren-male,0.20999999344,0,0.0700000003,586,292,1,170,4.97418832779,0,0,0.37000000477
worgen-male,-0.10000000149,0,-0.03999999911,587,292,1,170,4.97418832779,0,0,0.5
draenei-male,-0.20000000298,0,0.1400000006,588,292,1,170,4.97418832779,0,0,0.49000000954
goblin-male,0.0700000003,0,0.01999999955,589,292,1,170,4.97418832779,0,0,5.30000019073
goblin-female,0.23000000417,0,0.03999999911,590,292,1,170,4.62512254715,0,0,4.5
orc-male,0,0,0.05999999866,591,292,1,170,4.97418832779,0,0,0.62999999523
tauren-female,0.20000000298,0,0.10000000149,592,292,1,170,4.62512254715,0,0,0.41999998689
troll-male,-0.25,0,-0.05999999866,593,292,1,170,4.97418832779,0,0,0.18000000715
troll-female,0,0,0,594,292,1,170,4.27605676651,0,0,0.25
undead-female,-0.15000000596,0,-0.00999999978,595,292,1,170,4.62512254715,0,0,7.30000019073
lightforgeddraenei-male,-0.20000000298,0,0.12999999523,596,292,1,170,4.97418832779,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,597,292,1,170,4.62512254715,0,0,0.20000000298
highmountaintauren-male,0,0,0.10000000149,598,292,1,170,4.97418832779,0,0,0.49000000954
highmountaintauren-female,0.20000000298,0,0.10000000149,599,292,1,170,4.62512254715,0,0,0.41999998689
zandalaritroll-male,0,0,0.05000000075,600,292,1,170,4.97418832779,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,601,292,1,170,4.97418832779,0,0,0.68999999762
magharorc-male,0,0,0.05999999866,602,292,1,170,4.97418832779,0,0,0.62999999523
kultiran-female,0,0,0,603,292,1,170,4.62512254715,0,0,1.12000000477
magharorc-female,0.10000000149,0,0.05000000075,604,292,1,170,4.62512254715,0,0,0.18000000715
darkirondwarf-male,0.1400000006,0,0.0700000003,605,292,1,174,4.97418832779,0,0,6.80000019073
worgen-female,0,0,0,606,292,1,170,4.97418832779,0,0,1.20000004768
draenei-female,0,0,0.05000000075,607,292,1,170,4.62512254715,0,0,0.20000000298
item,0,0,0,608,300,15,15,-2.61799383163,0,0,0.69999998808
item,-0.69999998808,0,3,609,301,15,175,3.83972430229,0,0,0.37000000477
player,0,0,0,610,301,1,170,3.83972430229,0,0,1
tauren-male,-0.00999999978,0,0.10000000149,611,301,1,170,3.83972430229,0,0,0.38999998569
gnome-male,0,0,0,612,301,1,170,3.83972430229,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,613,301,1,174,3.83972430229,0,0,4.80000019073
undead-male,0,0,0,614,301,1,174,3.83972430229,0,0,19
pandaren-male,0,0,0.0700000003,615,301,1,170,3.83972430229,0,0,0.37000000477
worgen-male,-0.20000000298,0,-0.03999999911,616,301,1,170,3.83972430229,0,0,0.30000001192
draenei-male,0,0,0.1400000006,617,301,1,170,3.83972430229,0,0,0.49000000954
goblin-male,-0.10000000149,0,0.01999999955,618,301,1,170,3.83972430229,0,0,5
goblin-female,0.10000000149,0,0.03999999911,619,301,1,170,3.83972430229,0,0,4
orc-male,-0.20000000298,0,0.05999999866,620,301,1,170,3.49065852165,0,0,0.43000000715
tauren-female,0.40000000596,0,0.10000000149,621,301,1,170,3.83972430229,0,0,0.41999998689
troll-male,-0.20000000298,0,0,622,301,1,170,3.83972430229,0,0,0.28000000119
troll-female,0.20000000298,0,0,623,301,1,170,3.83972430229,0,0,0.64999997616
undead-female,0,0,-0.00999999978,624,301,1,170,3.83972430229,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,625,301,1,170,3.83972430229,0,0,0.49000000954
lightforgeddraenei-female,0.30000001192,0,0.03999999911,626,301,1,170,3.83972430229,0,0,0.80000001192
highmountaintauren-male,0,0,0,627,301,1,170,3.83972430229,0,0,0.38999998569
highmountaintauren-female,0.40000000596,0,0.10000000149,628,301,1,170,3.83972430229,0,0,0.41999998689
zandalaritroll-male,0,0,0.05000000075,629,301,1,170,3.83972430229,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,630,301,1,170,3.83972430229,0,0,0.49000000954
magharorc-male,-0.20000000298,0,0.05999999866,631,301,1,170,3.49065852165,0,0,0.43000000715
kultiran-female,0,0,0,632,301,1,170,3.83972430229,0,0,1.12000000477
magharorc-female,0.15000000596,0,0.05000000075,633,301,1,170,3.83972430229,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,634,301,1,174,3.83972430229,0,0,4.94999980927
worgen-female,0,0,0,635,301,1,170,3.83972430229,0,0,1.20000004768
draenei-female,0.30000001192,0,0.05000000075,636,301,1,170,3.83972430229,0,0,1.00999999046
item,-1.79999995232,0,3.5,666,303,15,175,-1.39626336098,0,0,0.40000000596
player,0,0,0,668,303,1,170,4.97418832779,0,0,1
tauren-male,0.20000000298,0,0.10000000149,669,303,1,170,4.97418832779,0,0,0.49000000954
gnome-male,0.10000000149,0,0.02999999933,670,303,1,170,4.97418832779,0,0,2.04999995232
dwarf-male,0.12999999523,0,0.03999999911,671,303,1,174,4.97418832779,0,0,6.80000019073
undead-male,0.12999999523,0,0,672,303,1,174,4.97418832779,0,0,19
pandaren-male,0.28000000119,0,0,673,303,1,170,4.97418832779,0,0,0.56999999285
worgen-male,0.10000000149,0,-0.03999999911,674,303,1,170,4.97418832779,0,0,0.40000000596
draenei-male,0,0,0.1400000006,675,303,1,170,4.97418832779,0,0,0.49000000954
goblin-male,0.1400000006,0,0.01999999955,676,303,1,170,4.97418832779,0,0,5.30000019073
goblin-female,0.23999999464,0,0.03999999911,677,303,1,170,4.97418832779,0,0,4
orc-male,0.23000000417,0,0.05999999866,678,303,1,170,4.97418832779,0,0,0.33000001311
tauren-female,0.20000000298,0,0.10000000149,679,303,1,170,4.97418832779,0,0,0.31999999285
troll-male,-0.10000000149,0,-0.05999999866,680,303,1,170,4.97418832779,0,0,0.07999999821
troll-female,0,0,0,681,303,1,170,4.62512254715,0,0,0.25
undead-female,-0.15000000596,0,-0.00999999978,682,303,1,170,4.97418832779,0,0,7.30000019073
lightforgeddraenei-male,0,0,0.12999999523,683,303,1,170,4.97418832779,0,0,0.49000000954
lightforgeddraenei-female,0,0,0,684,303,1,170,4.62512254715,0,0,0.30000001192
highmountaintauren-male,0,0,0,685,303,1,170,4.97418832779,0,0,0.49000000954
highmountaintauren-female,0.20000000298,0,0,686,303,1,170,4.97418832779,0,0,0.31999999285
zandalaritroll,0,0,0.05000000075,687,303,1,170,4.97418832779,0,0,0.86000001431
kultiran-male,0.20000000298,0,0.01999999955,688,303,1,170,4.97418832779,0,0,0.49000000954
magharorc-male,0.23000000417,0,0.05999999866,689,303,1,170,4.97418832779,0,0,0.33000001311
kultiran-female,0,0,0,690,303,1,170,4.97418832779,0,0,1.12000000477
magharorc-female,0,0,0,691,303,1,170,4.97418832779,0,0,0.07999999821
darkirondwarf-male,0.25,0,0.0700000003,692,303,1,174,4.97418832779,0,0,6.80000019073
worgen-female,0,0,0,693,303,1,170,4.97418832779,0,0,1.20000004768
draenei-female,0,0,0,694,303,1,170,4.62512254715,0,0,0.30000001192
item1,-1,-4,1.75,695,304,15,175,3.66519141197,0,0,0.44999998808
item2,3,-5,1.5,696,304,15,177,4.97418832779,0,0,2.29999995232
player,0,0,0,697,304,1,170,4.97418832779,0,0,1
tauren-male,0,0,0.10000000149,698,304,1,170,4.97418832779,0,0,0.28999999166
gnome,0,0,0.02999999933,699,304,1,170,4.97418832779,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,700,304,1,174,4.97418832779,0,0,4.80000019073
undead-male,0,0,0,701,304,1,174,4.97418832779,0,0,19
pandaren,0,0,0.0700000003,702,304,1,170,4.97418832779,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,703,304,1,170,4.97418832779,0,0,0.20000000298
draenei-male,0,0,0.1400000006,704,304,1,170,4.97418832779,0,0,0.49000000954
goblin-male,0,0,0.01999999955,705,304,1,170,4.97418832779,0,0,6.30000019073
goblin-female,0,0,0.03999999911,706,304,1,170,4.97418832779,0,0,4
orc,0,0,0.05999999866,707,304,1,170,4.97418832779,0,0,0.33000001311
tauren-female,0,0,0.10000000149,708,304,1,170,4.97418832779,0,0,0.41999998689
troll-male,0,0,-0.05999999866,709,304,1,170,4.97418832779,0,0,0.07999999821
troll-female,0,0,0,710,304,1,170,4.97418832779,0,0,0.64999997616
undead-female,0,0,-0.00999999978,711,304,1,170,4.97418832779,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,712,304,1,170,4.97418832779,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,713,304,1,170,4.97418832779,0,0,0.80000001192
highmountaintauren-male,0,0,0.10000000149,714,304,1,170,4.97418832779,0,0,0.28999999166
highmountaintauren-female,0,0,0.10000000149,715,304,1,170,4.97418832779,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,716,304,1,170,4.97418832779,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,717,304,1,170,4.97418832779,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,718,304,1,170,4.97418832779,0,0,0.33000001311
kultiran-female,0,0,0,719,304,1,170,4.97418832779,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,720,304,1,170,4.97418832779,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,721,304,1,174,4.97418832779,0,0,4.94999980927
worgen-female,0,0,0,722,304,1,170,4.97418832779,0,0,1.20000004768
draenei-female,0,0,0.05000000075,723,304,1,170,4.97418832779,0,0,1.00999999046
player,0,0,0,726,305,3,170,-0.95993107557,0,0,1
tauren-male,0,0,1.89999997616,727,305,3,170,-0.95993107557,0,0,0.68999999762
gnome,0,0,0.02999999933,728,305,3,170,-0.95993107557,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,729,305,3,174,-0.95993107557,0,0,4.80000019073
scourge-male,0,0,0.10000000149,730,305,3,174,-0.95993107557,0,0,19
pandaren,0,0,0.0700000003,731,305,3,170,-0.95993107557,0,0,0.37000000477
worgen-male,0,0,0.5,732,305,3,170,-0.95993107557,0,0,0.60000002384
draenei-male,0,0,0.1400000006,733,305,3,170,-0.95993107557,0,0,0.49000000954
goblin-male,0,0,0.01999999955,734,305,3,170,-0.95993107557,0,0,6.30000019073
goblin-female,0,0,0.23999999464,735,305,3,170,-0.95993107557,0,0,4
orc,0,0,0.1099999994,736,305,3,170,-0.95993107557,0,0,0.33000001311
tauren-female,0,0,0.10000000149,737,305,3,170,-0.95993107557,0,0,0.41999998689
troll-male,0,0,-0.05999999866,738,305,3,170,-0.95993107557,0,0,0.07999999821
troll-female,0,0,0,739,305,3,170,-0.95993107557,0,0,0.64999997616
scourge-female,0,0,0.1099999994,740,305,3,170,-0.95993107557,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,741,305,3,170,-0.95993107557,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,742,305,3,170,-0.95993107557,0,0,0.80000001192
highmountaintauren-male,0,0,1.10000002384,743,305,3,170,-0.95993107557,0,0,0.49000000954
highmountaintauren-female,0,0,0.10000000149,744,305,3,170,-0.95993107557,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,745,305,3,170,-0.95993107557,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,746,305,3,170,-0.95993107557,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,747,305,3,170,-0.95993107557,0,0,0.33000001311
kultiran-female,0,0,0,748,305,3,170,-0.95993107557,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,749,305,3,170,-0.95993107557,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,750,305,3,174,-0.95993107557,0,0,4.94999980927
worgen-female,0,0,0,751,305,3,170,-0.95993107557,0,0,1.20000004768
draenei-female,0,0,0.05000000075,752,305,3,170,-0.95993107557,0,0,1.00999999046
item,0,0,0,753,306,15,15,-0.95993107557,0,0,1
item,0,0,2,754,307,15,177,3.49065852165,0,0,0.55000001192
player,0,0,0,755,307,1,170,4.71238899231,0,0,1
tauren-male,0,0,0.10000000149,756,307,1,170,4.71238899231,0,0,0.49000000954
gnome,0.10000000149,0,0,757,307,1,170,4.71238899231,0,0,2.04999995232
dwarf-male,0.10000000149,0,0.03999999911,758,307,1,174,4.71238899231,0,0,4.80000019073
undead-male,0,0,0,759,307,1,174,4.71238899231,0,0,19
pandaren,0.21999999881,0,0.0700000003,760,307,1,170,4.71238899231,0,0,0.37000000477
worgen-male,-0.10000000149,0,-0.03999999911,761,307,1,170,4.71238899231,0,0,0.20000000298
draenei-male,0,0,0.1400000006,762,307,1,170,4.71238899231,0,0,0.49000000954
goblin-male,0,0,0.01999999955,763,307,1,170,4.71238899231,0,0,5.69999980927
goblin-female,0.28000000119,0,0.03999999911,764,307,1,170,4.71238899231,0,0,4
orc-male,-0.10000000149,0,0.05999999866,765,307,1,170,4.71238899231,0,0,0.33000001311
tauren-female,0.40000000596,0,0.10000000149,766,307,1,170,4.36332321167,0,0,0.41999998689
troll-male,0,0,-0.05999999866,767,307,1,170,4.71238899231,0,0,0.07999999821
troll-female,0.40000000596,0,0,768,307,1,170,4.18879032135,0,0,0.44999998808
undead-female,0.10000000149,0,-0.00999999978,769,307,1,170,4.53785610199,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,770,307,1,170,4.71238899231,0,0,0.49000000954
lightforgeddraenei-female,0.30000001192,0,0.03999999911,771,307,1,170,4.27605676651,0,0,0.60000002384
highmountaintauren-male,0,0,0.10000000149,772,307,1,170,4.71238899231,0,0,0.49000000954
highmountaintauren-female,0.40000000596,0,0.10000000149,773,307,1,170,4.36332321167,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,774,307,1,170,4.71238899231,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,775,307,1,170,4.71238899231,0,0,0.49000000954
magharorc-male,-0.10000000149,0,0.05999999866,776,307,1,170,4.71238899231,0,0,0.33000001311
kultiran-female,0,0,0,777,307,1,170,4.71238899231,0,0,1.12000000477
magharorc-female,0.30000001192,0,0.05000000075,778,307,1,170,4.27605676651,0,0,0.18000000715
darkirondwarf-male,0.10000000149,0,0.03999999911,779,307,1,174,4.71238899231,0,0,4.80000019073
worgen-female,0.20000000298,0,0,780,307,1,170,4.71238899231,0,0,1.20000004768
draenei-female,0.30000001192,0,0.05000000075,781,307,1,170,4.27605676651,0,0,0.60000002384
item1,3.20000004768,5,0.5,782,308,15,177,3.66519141197,0,0,0.25999999046
item2,-11.19999980927,-5,3.20000004768,783,308,15,177,3.75245785713,0,0,2.5
player,0,0,0,784,308,1,170,3.66519141197,0,0,1
tauren-male,0.40000000596,0,0.10000000149,785,308,1,170,3.66519141197,0,0,0.38999998569
gnome-male,0.10000000149,0,0.02999999933,786,308,1,170,3.66519141197,0,0,2.04999995232
dwarf-male,0.12999999523,0,0.03999999911,787,308,1,174,3.66519141197,0,0,4.80000019073
undead-male,0,0,0,788,308,1,174,3.66519141197,0,0,19
pandaren-male,0.28000000119,0,0.0700000003,789,308,1,170,3.66519141197,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,790,308,1,170,3.66519141197,0,0,0.30000001192
draenei-male,0.30000001192,0,0.1400000006,791,308,1,170,3.66519141197,0,0,0.63999998569
goblin-male,0,0,0.01999999955,792,308,1,170,3.66519141197,0,0,6.30000019073
goblin-female,0.28000000119,0,0.03999999911,793,308,1,170,3.66519141197,0,0,4
orc,0,0,0.05999999866,794,308,1,170,3.66519141197,0,0,0.62999999523
tauren-female,0.30000001192,0,0.10000000149,795,308,1,170,4.18879032135,0,0,0.41999998689
troll-male,-0.25,0,-0.05999999866,796,308,1,170,3.66519141197,0,0,0.18000000715
troll-female,0,0,0,797,308,1,170,4.18879032135,0,0,0.44999998808
undead-female,-0.10000000149,0,-0.00999999978,798,308,1,170,3.66519141197,0,0,5.30000019073
lightforgeddraenei-male,0.30000001192,0,0.12999999523,799,308,1,170,3.66519141197,0,0,0.63999998569
lightforgeddraenei-female,0.10000000149,0,0.03999999911,800,308,1,170,4.01425743103,0,0,0.20000000298
highmountaintauren-male,0.40000000596,0,0,801,308,1,170,3.66519141197,0,0,0.49000000954
highmountaintauren-female,0.30000001192,0,0.10000000149,802,308,1,170,4.18879032135,0,0,0.41999998689
zandalaritroll-male,0,0,0.05000000075,803,308,1,170,3.66519141197,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,804,308,1,170,3.66519141197,0,0,0.49000000954
magharorc-male,0,0,0.05999999866,805,308,1,170,3.66519141197,0,0,0.62999999523
kultiran-female,0,0,0,806,308,1,170,3.66519141197,0,0,1.12000000477
magharorc-female,0.10000000149,0,0.05000000075,807,308,1,170,4.01425743103,0,0,0.18000000715
darkirondwarf-male,0.12999999523,0,0.03999999911,808,308,1,174,3.66519141197,0,0,4.80000019073
worgen-female,0,0,0,809,308,1,170,3.66519141197,0,0,1.20000004768
draenei-female,0,0,0.05000000075,810,308,1,170,4.01425743103,0,0,0.60000002384
bloodelf-female,-0.10000000149,0,0,811,292,1,170,4.27605676651,0,0,4
bloodelf-female,0,0,0,812,307,1,170,4.27605676651,0,0,2
bloodelf-female,0,0,0,813,308,1,170,4.18879032135,0,0,4
bloodelf-female,0,0,0,814,303,1,170,4.27605676651,0,0,3.5
pandaren-female,0.12999999523,0,0.0700000003,815,292,1,170,4.97418832779,0,0,0.37000000477
pandaren-female,0.25999999046,0,0.0700000003,816,296,1,170,3.83972430229,0,0,0.37000000477
pandaren-female,0.40000000596,0,0.0700000003,817,308,1,170,3.66519141197,0,0,0.17000000179
pandaren-female,0.15999999642,0,0,818,303,1,170,4.97418832779,0,0,0.56999999285
nightelf-female,0,0,0,819,292,1,170,4.62512254715,0,0,0.10000000149
nightelf-female,0,0,0,820,308,1,170,4.01425743103,0,0,0.10000000149
nightelf-female,0,0,0,821,307,1,170,4.27605676651,0,0,1
nightelf-female,0,0,0,822,303,1,170,4.62512254715,0,0,1
gnome-female,0.25,0,0,823,296,1,170,3.83972430229,0,0,2.04999995232
mount,0,0,0,824,309,9,6,0,0,0,0.20000000298
rider,0,0,0,826,309,0,170,0,0,0,0
gnome-female,0.20000000298,0,0.02999999933,827,292,1,170,4.97418832779,0,0,1.95000004768
gnome-female,0.28000000119,0,0.02999999933,828,308,1,170,3.66519141197,0,0,2.04999995232
gnome-female,0.25,0,0,829,303,1,170,4.97418832779,0,0,2.04999995232
bloodelf-male,0,0,0,830,292,1,170,4.62512254715,0,0,1
orc-female,0.07999999821,0,0.05999999866,831,292,1,170,4.62512254715,0,0,0.00999999978
orc-female,0.10000000149,0,0.05999999866,832,296,1,170,3.83972430229,0,0,0.52999997139
orc-female,0.30000001192,0,0.05999999866,833,307,1,170,4.27605676651,0,0,0.33000001311
orc-female,0,0,0.05999999866,834,303,1,170,4.62512254715,0,0,0.33000001311
nightborne-male,-0.05000000075,0,0,835,292,1,170,4.62512254715,0,0,0.80000001192
nightborne-male,-0.10000000149,0,0,837,303,1,170,4.62512254715,0,0,1
voidelf-female,-0.10000000149,0,0,838,292,1,170,4.27605676651,0,0,3
voidelf-female,0.25,0,0,839,307,1,170,3.92699074745,0,0,1.5
voidelf-female,0,0,0,840,308,1,170,4.18879032135,0,0,3
voidelf-female,-0.10000000149,0,0,841,303,1,170,4.27605676651,0,0,2.5
nightborne-female,-0.15000000596,0,0,842,292,1,170,4.62512254715,0,0,0.10000000149
nightborne-female,-0.15000000596,0,0,843,308,1,170,4.01425743103,0,0,0.10000000149
nightborne-female,0,0,0,844,307,1,170,4.62512254715,0,0,1
nightborne-female,-0.15000000596,0,0,845,303,1,170,4.62512254715,0,0,1
voidelf-male,0,0,0,846,292,1,170,4.62512254715,0,0,1
zandalaritroll-female,0.20000000298,0,0.05000000075,848,296,1,170,4.18879032135,0,0,0.86000001431
zandalaritroll-female,0.11999999732,0,0.05000000075,849,292,1,170,4.62512254715,0,0,0.66000002623
zandalaritroll-female,0.15000000596,0,0.05000000075,850,308,1,170,4.18879032135,0,0,0.66000002623
item1,-0.20000000298,0,2.40000009537,853,310,15,177,3.83972430229,-0.08726646006,0,0.60000002384
item2,3.40000009537,-4,1,854,310,15,177,4.97418832779,0,0,2.20000004768
player,0,0,0,855,310,1,170,4.97418832779,0,0,1
tauren-male,0.05000000075,0,0.10000000149,856,310,1,170,4.97418832779,0,0,0.49000000954
gnome-male,0.12999999523,0,0.02999999933,857,310,1,170,4.97418832779,0,0,1.95000004768
dwarf-male,0.15000000596,0,0.03999999911,858,310,1,174,4.97418832779,0,0,6.80000019073
undead-male,0.12999999523,0,0,859,310,1,174,4.97418832779,0,0,19
pandaren-male,0.21999999881,0,0.0700000003,860,310,1,170,4.97418832779,0,0,0.46999999881
worgen-male,-0.10000000149,0,-0.03999999911,861,310,1,170,4.97418832779,0,0,0.5
draenei-male,-0.1099999994,0,0.1400000006,862,310,1,170,4.97418832779,0,0,0.49000000954
goblin-male,0.0700000003,0,0.01999999955,863,310,1,170,4.97418832779,0,0,5.30000019073
goblin-female,0.23000000417,0,0.03999999911,864,310,1,170,4.62512254715,0,0,4.5
orc-male,0,0,0.05999999866,865,310,1,170,4.97418832779,0,0,0.62999999523
tauren-female,0.20000000298,0,0.10000000149,866,310,1,170,4.62512254715,0,0,0.41999998689
troll-male,-0.25,0,-0.05999999866,867,310,1,170,4.97418832779,0,0,0.18000000715
troll-female,0,0,0,868,310,1,170,4.27605676651,0,0,0.25
undead-female,-0.12999999523,0,-0.00999999978,869,310,1,170,4.62512254715,0,0,7.30000019073
lightforgeddraenei-male,-0.1099999994,0,0.12999999523,870,310,1,170,4.97418832779,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,871,310,1,170,4.62512254715,0,0,0.20000000298
highmountaintauren-male,-0.10000000149,0,0.10000000149,872,310,1,170,4.97418832779,0,0,0.58999997377
highmountaintauren-female,0.20000000298,0,0.10000000149,873,310,1,170,4.62512254715,0,0,0.41999998689
zandalaritroll-male,0,0,0.05000000075,874,310,1,170,4.97418832779,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,875,310,1,170,4.97418832779,0,0,0.68999999762
magharorc-male,0,0,0.05999999866,876,310,1,170,4.97418832779,0,0,0.62999999523
kultiran-female,0,0,0,877,310,1,170,4.62512254715,0,0,1.12000000477
magharorc-female,0.10000000149,0,0.05000000075,878,310,1,170,4.62512254715,0,0,0.18000000715
darkirondwarf-male,0.1400000006,0,0.0700000003,879,310,1,174,4.97418832779,0,0,6.80000019073
worgen-female,0,0,0,880,310,1,170,4.97418832779,0,0,1.20000004768
draenei-female,0,0,0.05000000075,881,310,1,170,4.62512254715,0,0,0.20000000298
bloodelf-female,-0.10000000149,0,0,882,310,1,170,4.27605676651,0,0,4
pandaren-female,0.12999999523,0,0.0700000003,883,310,1,170,4.97418832779,0,0,0.37000000477
"night elf-female",0,0,0,884,310,1,170,4.62512254715,0,0,0.10000000149
gnome-female,0.18000000715,0,0.02999999933,885,310,1,170,4.97418832779,0,0,1.95000004768
bloodelf-male,0,0,0,886,310,1,170,4.62512254715,0,0,1
orc-female,0.07999999821,0,0.05999999866,887,310,1,170,4.62512254715,0,0,0.00999999978
nightborne-male,-0.05000000075,0,0,888,310,1,170,4.62512254715,0,0,0.80000001192
voidelf-female,-0.10000000149,0,0,889,310,1,170,4.27605676651,0,0,3
nightborne-female,-0.15000000596,0,0,890,310,1,170,4.62512254715,0,0,0.10000000149
voidelf-male,0,0,0,891,310,1,170,4.62512254715,0,0,1
zandalaritroll-female,0.11999999732,0,0.05000000075,892,310,1,170,4.62512254715,0,0,0.66000002623
pandaren-female,0.40000000596,0,0.0700000003,893,301,1,170,3.83972430229,0,0,0.37000000477
gnome-female,0.20000000298,0,0,894,301,1,170,3.83972430229,0,0,2.04999995232
dwarf-female,0.05000000075,0,0,895,310,1,170,4.97418832779,0,0,1
nightelf-male,0.09000000358,0,0,896,310,1,170,4.97418832779,0,0,1
orc-female,0.20000000298,0,0.05999999866,897,301,1,170,3.83972430229,0,0,0.43000000715
voidelf-female,0.15000000596,0,0,898,301,1,170,3.83972430229,0,0,1
zandalaritroll-female,0.40000000596,0,0.05000000075,899,301,1,170,4.18879032135,0,0,0.86000001431
unwrapped,0,0.25,-2,900,311,9,6,0,0,0,0.34999999404
wrapped,0,0,-0.5,901,311,0,1,0,0,0,0
player-rider,0,0,0,902,311,0,170,0,0,0,0
effect,0,0,0,903,312,0,0,0,0,0,0.5
effect,0,0,0,905,313,0,0,0,0,0,1
effect,0,0,0,906,314,0,0,0,0,0,0
effect2,0,1,0,907,314,0,0,0,0,0,0
unwrapped,0,0,0,908,315,9,9,0,0,0,3
wrapped,0,0,-0.5,909,315,0,10,0,0,0,0
effect,0,0,0,910,316,0,178,0,0,0,0
item,2,7,3,911,317,15,165,3.92699074745,0,0,0.75
item1,-3.25,1.5,2.09999990463,912,318,15,169,4.36332321167,0,0,0.75
item2,3.09999990463,1.5,2.09999990463,913,318,15,173,-1.04719758034,0,0,0.75
item3,0,0,1.75,914,318,15,169,-1.57079637051,0,0,0.75
item4,-2.70000004768,1,0.60000002384,915,318,15,5,4.36332321167,0,0,0.5
item5,-1.20000004768,1,0.60000002384,916,318,15,5,-1.74532926083,0,0,0.5
item6,0.80000001192,1,0.30000001192,917,318,15,5,-1.39626336098,0,0,0.5
item7,2.5,1,0.5,918,318,15,5,-1.04719758034,0,0,0.5
unwrapped,0,0,0.30000001192,919,319,9,9,0,0,0,1
wrapped,0,0,0.30000001192,920,319,0,10,0,0,0,0
item,1.29999995232,0.5,0.10000000149,921,320,15,169,-2.61799383163,0,0,0.44999998808
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,923,290,2,174,-0.95993107557,0,0,8
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,924,290,2,174,-0.95993107557,0,0,5
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,925,293,2,174,-0.95993107557,0,0,10
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,926,293,2,174,-0.95993107557,0,0,9
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,927,305,3,174,-0.95993107557,0,0,5
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,928,305,3,174,-0.95993107557,0,0,5
