Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
582	16.44259229	16.44259229	16.44259229	16.44259229
583	16.44259229	16.44259229	16.44259229	16.44259229
584	16.44259229	16.44259229	16.44259229	16.44259229
585	16.44259229	16.44259229	16.44259229	16.44259229
586	16.44259229	16.44259229	16.44259229	16.44259229
587	16.44259229	16.44259229	16.44259229	16.44259229
588	16.44259229	16.44259229	16.44259229	16.44259229
589	16.44259229	16.44259229	16.44259229	16.44259229
590	16.44259229	16.44259229	16.44259229	16.44259229
591	16.44259229	16.44259229	16.44259229	16.44259229
592	16.44259229	16.44259229	16.44259229	16.44259229
593	16.44259229	16.44259229	16.44259229	16.44259229
594	16.44259229	16.44259229	16.44259229	16.44259229
595	16.44259229	16.44259229	16.44259229	16.44259229
596	16.44259229	16.44259229	16.44259229	16.44259229
597	16.44259229	16.44259229	16.44259229	16.44259229
598	16.44259229	16.44259229	16.44259229	16.44259229
599	16.44259229	16.44259229	16.44259229	16.44259229
600	16.44259229	16.44259229	16.44259229	16.44259229
601	16.44259229	16.44259229	16.44259229	16.44259229
602	16.44259229	16.44259229	16.44259229	16.44259229
603	16.44259229	16.44259229	16.44259229	16.44259229
604	16.44259229	16.44259229	16.44259229	16.44259229
605	16.44259229	16.44259229	16.44259229	16.44259229
606	16.44259229	16.44259229	16.44259229	16.44259229
607	16.44259229	16.44259229	16.44259229	16.44259229
608	16.44259229	16.44259229	16.44259229	16.44259229
609	16.44259229	16.44259229	16.44259229	16.44259229
610	16.44259229	16.44259229	16.44259229	16.44259229
611	16.44259229	16.44259229	16.44259229	16.44259229
612	16.44259229	16.44259229	16.44259229	16.44259229
613	16.44259229	16.44259229	16.44259229	16.44259229
614	16.44259229	16.44259229	16.44259229	16.44259229
615	16.44259229	16.44259229	16.44259229	16.44259229
616	16.44259229	16.44259229	16.44259229	16.44259229
617	16.44259229	16.44259229	16.44259229	16.44259229
618	16.44259229	16.44259229	16.44259229	16.44259229
619	16.44259229	16.44259229	16.44259229	16.44259229
620	16.44259229	16.44259229	16.44259229	16.44259229
621	16.44259229	16.44259229	16.44259229	16.44259229
622	16.44259229	16.44259229	16.44259229	16.44259229
623	16.44259229	16.44259229	16.44259229	16.44259229
624	16.44259229	16.44259229	16.44259229	16.44259229
625	16.44259229	16.44259229	16.44259229	16.44259229
626	16.44259229	16.44259229	16.44259229	16.44259229
627	16.44259229	16.44259229	16.44259229	16.44259229
628	16.44259229	16.44259229	16.44259229	16.44259229
629	16.44259229	16.44259229	16.44259229	16.44259229
630	16.44259229	16.44259229	16.44259229	16.44259229
631	16.44259229	16.44259229	16.44259229	16.44259229
632	16.44259229	16.44259229	16.44259229	16.44259229
633	16.44259229	16.44259229	16.44259229	16.44259229
634	16.44259229	16.44259229	16.44259229	16.44259229
635	16.44259229	16.44259229	16.44259229	16.44259229
636	16.44259229	16.44259229	16.44259229	16.44259229
637	16.44259229	16.44259229	16.44259229	16.44259229
638	16.44259229	16.44259229	16.44259229	16.44259229
639	16.44259229	16.44259229	16.44259229	16.44259229
640	16.44259229	16.44259229	16.44259229	16.44259229
641	16.44259229	16.44259229	16.44259229	16.44259229
642	16.44259229	16.44259229	16.44259229	16.44259229
643	16.44259229	16.44259229	16.44259229	16.44259229
644	16.44259229	16.44259229	16.44259229	16.44259229
645	16.44259229	16.44259229	16.44259229	16.44259229
646	16.44259229	16.44259229	16.44259229	16.44259229
647	16.44259229	16.44259229	16.44259229	16.44259229
648	16.44259229	16.44259229	16.44259229	16.44259229
649	16.44259229	16.44259229	16.44259229	16.44259229
650	16.44259229	16.44259229	16.44259229	16.44259229
651	16.44259229	16.44259229	16.44259229	16.44259229
652	16.44259229	16.44259229	16.44259229	16.44259229
653	16.44259229	16.44259229	16.44259229	16.44259229
654	16.44259229	16.44259229	16.44259229	16.44259229
655	16.44259229	16.44259229	16.44259229	16.44259229
656	16.44259229	16.44259229	16.44259229	16.44259229
657	16.44259229	16.44259229	16.44259229	16.44259229
658	16.44259229	16.44259229	16.44259229	16.44259229
659	16.44259229	16.44259229	16.44259229	16.44259229
660	16.44259229	16.44259229	16.44259229	16.44259229
661	16.44259229	16.44259229	16.44259229	16.44259229
662	16.44259229	16.44259229	16.44259229	16.44259229
663	16.44259229	16.44259229	16.44259229	16.44259229
664	16.44259229	16.44259229	16.44259229	16.44259229
665	16.44259229	16.44259229	16.44259229	16.44259229
666	16.44259229	16.44259229	16.44259229	16.44259229
667	16.44259229	16.44259229	16.44259229	16.44259229
668	16.44259229	16.44259229	16.44259229	16.44259229
669	16.44259229	16.44259229	16.44259229	16.44259229
670	16.44259229	16.44259229	16.44259229	16.44259229
671	16.44259229	16.44259229	16.44259229	16.44259229
672	16.44259229	16.44259229	16.44259229	16.44259229
673	16.44259229	16.44259229	16.44259229	16.44259229
674	16.44259229	16.44259229	16.44259229	16.44259229
675	16.44259229	16.44259229	16.44259229	16.44259229
676	16.44259229	16.44259229	16.44259229	16.44259229
677	16.44259229	16.44259229	16.44259229	16.44259229
678	16.44259229	16.44259229	16.44259229	16.44259229
679	16.44259229	16.44259229	16.44259229	16.44259229
680	16.44259229	16.44259229	16.44259229	16.44259229
681	16.44259229	16.44259229	16.44259229	16.44259229
682	16.44259229	16.44259229	16.44259229	16.44259229
683	16.44259229	16.44259229	16.44259229	16.44259229
684	16.44259229	16.44259229	16.44259229	16.44259229
685	16.44259229	16.44259229	16.44259229	16.44259229
686	16.44259229	16.44259229	16.44259229	16.44259229
687	16.44259229	16.44259229	16.44259229	16.44259229
688	16.44259229	16.44259229	16.44259229	16.44259229
689	16.44259229	16.44259229	16.44259229	16.44259229
690	16.44259229	16.44259229	16.44259229	16.44259229
691	16.44259229	16.44259229	16.44259229	16.44259229
692	16.44259229	16.44259229	16.44259229	16.44259229
693	16.44259229	16.44259229	16.44259229	16.44259229
694	16.44259229	16.44259229	16.44259229	16.44259229
695	16.44259229	16.44259229	16.44259229	16.44259229
696	16.44259229	16.44259229	16.44259229	16.44259229
697	16.44259229	16.44259229	16.44259229	16.44259229
698	16.44259229	16.44259229	16.44259229	16.44259229
699	16.44259229	16.44259229	16.44259229	16.44259229
700	16.44259229	16.44259229	16.44259229	16.44259229
701	16.44259229	16.44259229	16.44259229	16.44259229
702	16.44259229	16.44259229	16.44259229	16.44259229
703	16.44259229	16.44259229	16.44259229	16.44259229
704	16.44259229	16.44259229	16.44259229	16.44259229
705	16.44259229	16.44259229	16.44259229	16.44259229
706	16.44259229	16.44259229	16.44259229	16.44259229
707	16.44259229	16.44259229	16.44259229	16.44259229
708	16.44259229	16.44259229	16.44259229	16.44259229
709	16.44259229	16.44259229	16.44259229	16.44259229
710	16.44259229	16.44259229	16.44259229	16.44259229
711	16.44259229	16.44259229	16.44259229	16.44259229
712	16.44259229	16.44259229	16.44259229	16.44259229
713	16.44259229	16.44259229	16.44259229	16.44259229
714	16.44259229	16.44259229	16.44259229	16.44259229
715	16.44259229	16.44259229	16.44259229	16.44259229
716	16.44259229	16.44259229	16.44259229	16.44259229
717	16.44259229	16.44259229	16.44259229	16.44259229
718	16.44259229	16.44259229	16.44259229	16.44259229
719	16.44259229	16.44259229	16.44259229	16.44259229
720	16.44259229	16.44259229	16.44259229	16.44259229
721	16.44259229	16.44259229	16.44259229	16.44259229
722	16.44259229	16.44259229	16.44259229	16.44259229
723	16.44259229	16.44259229	16.44259229	16.44259229
724	16.44259229	16.44259229	16.44259229	16.44259229
725	16.44259229	16.44259229	16.44259229	16.44259229
726	16.44259229	16.44259229	16.44259229	16.44259229
727	16.44259229	16.44259229	16.44259229	16.44259229
728	16.44259229	16.44259229	16.44259229	16.44259229
729	16.44259229	16.44259229	16.44259229	16.44259229
730	16.44259229	16.44259229	16.44259229	16.44259229
731	16.44259229	16.44259229	16.44259229	16.44259229
732	16.44259229	16.44259229	16.44259229	16.44259229
733	16.44259229	16.44259229	16.44259229	16.44259229
734	16.44259229	16.44259229	16.44259229	16.44259229
735	16.44259229	16.44259229	16.44259229	16.44259229
736	16.44259229	16.44259229	16.44259229	16.44259229
737	16.44259229	16.44259229	16.44259229	16.44259229
738	16.44259229	16.44259229	16.44259229	16.44259229
739	16.44259229	16.44259229	16.44259229	16.44259229
740	16.44259229	16.44259229	16.44259229	16.44259229
741	16.44259229	16.44259229	16.44259229	16.44259229
742	16.44259229	16.44259229	16.44259229	16.44259229
743	16.44259229	16.44259229	16.44259229	16.44259229
744	16.44259229	16.44259229	16.44259229	16.44259229
745	16.44259229	16.44259229	16.44259229	16.44259229
746	16.44259229	16.44259229	16.44259229	16.44259229
747	16.44259229	16.44259229	16.44259229	16.44259229
748	16.44259229	16.44259229	16.44259229	16.44259229
749	16.44259229	16.44259229	16.44259229	16.44259229
750	16.44259229	16.44259229	16.44259229	16.44259229
751	16.44259229	16.44259229	16.44259229	16.44259229
752	16.44259229	16.44259229	16.44259229	16.44259229
753	16.44259229	16.44259229	16.44259229	16.44259229
754	16.44259229	16.44259229	16.44259229	16.44259229
755	16.44259229	16.44259229	16.44259229	16.44259229
756	16.44259229	16.44259229	16.44259229	16.44259229
757	16.44259229	16.44259229	16.44259229	16.44259229
758	16.44259229	16.44259229	16.44259229	16.44259229
759	16.44259229	16.44259229	16.44259229	16.44259229
760	16.44259229	16.44259229	16.44259229	16.44259229
761	16.44259229	16.44259229	16.44259229	16.44259229
762	16.44259229	16.44259229	16.44259229	16.44259229
763	16.44259229	16.44259229	16.44259229	16.44259229
764	16.44259229	16.44259229	16.44259229	16.44259229
765	16.44259229	16.44259229	16.44259229	16.44259229
766	16.44259229	16.44259229	16.44259229	16.44259229
767	16.44259229	16.44259229	16.44259229	16.44259229
768	16.44259229	16.44259229	16.44259229	16.44259229
769	16.44259229	16.44259229	16.44259229	16.44259229
770	16.44259229	16.44259229	16.44259229	16.44259229
771	16.44259229	16.44259229	16.44259229	16.44259229
772	16.44259229	16.44259229	16.44259229	16.44259229
773	16.44259229	16.44259229	16.44259229	16.44259229
774	16.44259229	16.44259229	16.44259229	16.44259229
775	16.44259229	16.44259229	16.44259229	16.44259229
776	16.44259229	16.44259229	16.44259229	16.44259229
777	16.44259229	16.44259229	16.44259229	16.44259229
778	16.44259229	16.44259229	16.44259229	16.44259229
779	16.44259229	16.44259229	16.44259229	16.44259229
780	16.44259229	16.44259229	16.44259229	16.44259229
781	16.44259229	16.44259229	16.44259229	16.44259229
782	16.44259229	16.44259229	16.44259229	16.44259229
783	16.44259229	16.44259229	16.44259229	16.44259229
784	16.44259229	16.44259229	16.44259229	16.44259229
785	16.44259229	16.44259229	16.44259229	16.44259229
786	16.44259229	16.44259229	16.44259229	16.44259229
787	16.44259229	16.44259229	16.44259229	16.44259229
788	16.44259229	16.44259229	16.44259229	16.44259229
789	16.44259229	16.44259229	16.44259229	16.44259229
790	16.44259229	16.44259229	16.44259229	16.44259229
791	16.44259229	16.44259229	16.44259229	16.44259229
792	16.44259229	16.44259229	16.44259229	16.44259229
793	16.44259229	16.44259229	16.44259229	16.44259229
794	16.44259229	16.44259229	16.44259229	16.44259229
795	16.44259229	16.44259229	16.44259229	16.44259229
796	16.44259229	16.44259229	16.44259229	16.44259229
797	16.44259229	16.44259229	16.44259229	16.44259229
798	16.44259229	16.44259229	16.44259229	16.44259229
799	16.44259229	16.44259229	16.44259229	16.44259229
800	16.44259229	16.44259229	16.44259229	16.44259229
801	16.44259229	16.44259229	16.44259229	16.44259229
802	16.44259229	16.44259229	16.44259229	16.44259229
803	16.44259229	16.44259229	16.44259229	16.44259229
804	16.44259229	16.44259229	16.44259229	16.44259229
805	16.44259229	16.44259229	16.44259229	16.44259229
806	16.44259229	16.44259229	16.44259229	16.44259229
807	16.44259229	16.44259229	16.44259229	16.44259229
808	16.44259229	16.44259229	16.44259229	16.44259229
809	16.44259229	16.44259229	16.44259229	16.44259229
810	16.44259229	16.44259229	16.44259229	16.44259229
811	16.44259229	16.44259229	16.44259229	16.44259229
812	16.44259229	16.44259229	16.44259229	16.44259229
813	16.44259229	16.44259229	16.44259229	16.44259229
814	16.44259229	16.44259229	16.44259229	16.44259229
815	16.44259229	16.44259229	16.44259229	16.44259229
816	16.44259229	16.44259229	16.44259229	16.44259229
817	16.44259229	16.44259229	16.44259229	16.44259229
818	16.44259229	16.44259229	16.44259229	16.44259229
819	16.44259229	16.44259229	16.44259229	16.44259229
820	16.44259229	16.44259229	16.44259229	16.44259229
821	16.44259229	16.44259229	16.44259229	16.44259229
822	16.44259229	16.44259229	16.44259229	16.44259229
823	16.44259229	16.44259229	16.44259229	16.44259229
824	16.44259229	16.44259229	16.44259229	16.44259229
825	16.44259229	16.44259229	16.44259229	16.44259229
826	16.44259229	16.44259229	16.44259229	16.44259229
827	16.44259229	16.44259229	16.44259229	16.44259229
828	16.44259229	16.44259229	16.44259229	16.44259229
829	16.44259229	16.44259229	16.44259229	16.44259229
830	16.44259229	16.44259229	16.44259229	16.44259229
831	16.44259229	16.44259229	16.44259229	16.44259229
832	16.44259229	16.44259229	16.44259229	16.44259229
833	16.44259229	16.44259229	16.44259229	16.44259229
834	16.44259229	16.44259229	16.44259229	16.44259229
835	16.44259229	16.44259229	16.44259229	16.44259229
836	16.44259229	16.44259229	16.44259229	16.44259229
837	16.44259229	16.44259229	16.44259229	16.44259229
838	16.44259229	16.44259229	16.44259229	16.44259229
839	16.44259229	16.44259229	16.44259229	16.44259229
840	16.44259229	16.44259229	16.44259229	16.44259229
841	16.44259229	16.44259229	16.44259229	16.44259229
842	16.44259229	16.44259229	16.44259229	16.44259229
843	16.44259229	16.44259229	16.44259229	16.44259229
844	16.44259229	16.44259229	16.44259229	16.44259229
845	16.44259229	16.44259229	16.44259229	16.44259229
846	16.44259229	16.44259229	16.44259229	16.44259229
847	16.44259229	16.44259229	16.44259229	16.44259229
848	16.44259229	16.44259229	16.44259229	16.44259229
849	16.44259229	16.44259229	16.44259229	16.44259229
850	16.44259229	16.44259229	16.44259229	16.44259229
851	16.44259229	16.44259229	16.44259229	16.44259229
852	16.44259229	16.44259229	16.44259229	16.44259229
853	16.44259229	16.44259229	16.44259229	16.44259229
854	16.44259229	16.44259229	16.44259229	16.44259229
855	16.44259229	16.44259229	16.44259229	16.44259229
856	16.44259229	16.44259229	16.44259229	16.44259229
857	16.44259229	16.44259229	16.44259229	16.44259229
858	16.44259229	16.44259229	16.44259229	16.44259229
859	16.44259229	16.44259229	16.44259229	16.44259229
860	16.44259229	16.44259229	16.44259229	16.44259229
861	16.44259229	16.44259229	16.44259229	16.44259229
862	16.44259229	16.44259229	16.44259229	16.44259229
863	16.44259229	16.44259229	16.44259229	16.44259229
864	16.44259229	16.44259229	16.44259229	16.44259229
865	16.44259229	16.44259229	16.44259229	16.44259229
866	16.44259229	16.44259229	16.44259229	16.44259229
867	16.44259229	16.44259229	16.44259229	16.44259229
868	16.44259229	16.44259229	16.44259229	16.44259229
869	16.44259229	16.44259229	16.44259229	16.44259229
870	16.44259229	16.44259229	16.44259229	16.44259229
871	16.44259229	16.44259229	16.44259229	16.44259229
872	16.44259229	16.44259229	16.44259229	16.44259229
873	16.44259229	16.44259229	16.44259229	16.44259229
874	16.44259229	16.44259229	16.44259229	16.44259229
875	16.44259229	16.44259229	16.44259229	16.44259229
876	16.44259229	16.44259229	16.44259229	16.44259229
877	16.44259229	16.44259229	16.44259229	16.44259229
878	16.44259229	16.44259229	16.44259229	16.44259229
879	16.44259229	16.44259229	16.44259229	16.44259229
880	16.44259229	16.44259229	16.44259229	16.44259229
881	16.44259229	16.44259229	16.44259229	16.44259229
882	16.44259229	16.44259229	16.44259229	16.44259229
883	16.44259229	16.44259229	16.44259229	16.44259229
884	16.44259229	16.44259229	16.44259229	16.44259229
885	16.44259229	16.44259229	16.44259229	16.44259229
886	16.44259229	16.44259229	16.44259229	16.44259229
887	16.44259229	16.44259229	16.44259229	16.44259229
888	16.44259229	16.44259229	16.44259229	16.44259229
889	16.44259229	16.44259229	16.44259229	16.44259229
890	16.44259229	16.44259229	16.44259229	16.44259229
891	16.44259229	16.44259229	16.44259229	16.44259229
892	16.44259229	16.44259229	16.44259229	16.44259229
893	16.44259229	16.44259229	16.44259229	16.44259229
894	16.44259229	16.44259229	16.44259229	16.44259229
895	16.44259229	16.44259229	16.44259229	16.44259229
896	16.44259229	16.44259229	16.44259229	16.44259229
897	16.44259229	16.44259229	16.44259229	16.44259229
898	16.44259229	16.44259229	16.44259229	16.44259229
899	16.44259229	16.44259229	16.44259229	16.44259229
900	16.44259229	16.44259229	16.44259229	16.44259229
901	16.44259229	16.44259229	16.44259229	16.44259229
902	16.44259229	16.44259229	16.44259229	16.44259229
903	16.44259229	16.44259229	16.44259229	16.44259229
904	16.44259229	16.44259229	16.44259229	16.44259229
905	16.44259229	16.44259229	16.44259229	16.44259229
906	16.44259229	16.44259229	16.44259229	16.44259229
907	16.44259229	16.44259229	16.44259229	16.44259229
908	16.44259229	16.44259229	16.44259229	16.44259229
909	16.44259229	16.44259229	16.44259229	16.44259229
910	16.44259229	16.44259229	16.44259229	16.44259229
911	16.44259229	16.44259229	16.44259229	16.44259229
912	16.44259229	16.44259229	16.44259229	16.44259229
913	16.44259229	16.44259229	16.44259229	16.44259229
914	16.44259229	16.44259229	16.44259229	16.44259229
915	16.44259229	16.44259229	16.44259229	16.44259229
916	16.44259229	16.44259229	16.44259229	16.44259229
917	16.44259229	16.44259229	16.44259229	16.44259229
918	16.44259229	16.44259229	16.44259229	16.44259229
919	16.44259229	16.44259229	16.44259229	16.44259229
920	16.44259229	16.44259229	16.44259229	16.44259229
921	16.44259229	16.44259229	16.44259229	16.44259229
922	16.44259229	16.44259229	16.44259229	16.44259229
923	16.44259229	16.44259229	16.44259229	16.44259229
924	16.44259229	16.44259229	16.44259229	16.44259229
925	16.44259229	16.44259229	16.44259229	16.44259229
926	16.44259229	16.44259229	16.44259229	16.44259229
927	16.44259229	16.44259229	16.44259229	16.44259229
928	16.44259229	16.44259229	16.44259229	16.44259229
929	16.44259229	16.44259229	16.44259229	16.44259229
930	16.44259229	16.44259229	16.44259229	16.44259229
931	16.44259229	16.44259229	16.44259229	16.44259229
932	16.44259229	16.44259229	16.44259229	16.44259229
933	16.44259229	16.44259229	16.44259229	16.44259229
934	16.44259229	16.44259229	16.44259229	16.44259229
935	16.44259229	16.44259229	16.44259229	16.44259229
936	16.44259229	16.44259229	16.44259229	16.44259229
937	16.44259229	16.44259229	16.44259229	16.44259229
938	16.44259229	16.44259229	16.44259229	16.44259229
939	16.44259229	16.44259229	16.44259229	16.44259229
940	16.44259229	16.44259229	16.44259229	16.44259229
941	16.44259229	16.44259229	16.44259229	16.44259229
942	16.44259229	16.44259229	16.44259229	16.44259229
943	16.44259229	16.44259229	16.44259229	16.44259229
944	16.44259229	16.44259229	16.44259229	16.44259229
945	16.44259229	16.44259229	16.44259229	16.44259229
946	16.44259229	16.44259229	16.44259229	16.44259229
947	16.44259229	16.44259229	16.44259229	16.44259229
948	16.44259229	16.44259229	16.44259229	16.44259229
949	16.44259229	16.44259229	16.44259229	16.44259229
950	16.44259229	16.44259229	16.44259229	16.44259229
951	16.44259229	16.44259229	16.44259229	16.44259229
952	16.44259229	16.44259229	16.44259229	16.44259229
953	16.44259229	16.44259229	16.44259229	16.44259229
954	16.44259229	16.44259229	16.44259229	16.44259229
955	16.44259229	16.44259229	16.44259229	16.44259229
956	16.44259229	16.44259229	16.44259229	16.44259229
957	16.44259229	16.44259229	16.44259229	16.44259229
958	16.44259229	16.44259229	16.44259229	16.44259229
959	16.44259229	16.44259229	16.44259229	16.44259229
960	16.44259229	16.44259229	16.44259229	16.44259229
961	16.44259229	16.44259229	16.44259229	16.44259229
962	16.44259229	16.44259229	16.44259229	16.44259229
963	16.44259229	16.44259229	16.44259229	16.44259229
964	16.44259229	16.44259229	16.44259229	16.44259229
965	16.44259229	16.44259229	16.44259229	16.44259229
966	16.44259229	16.44259229	16.44259229	16.44259229
967	16.44259229	16.44259229	16.44259229	16.44259229
968	16.44259229	16.44259229	16.44259229	16.44259229
969	16.44259229	16.44259229	16.44259229	16.44259229
970	16.44259229	16.44259229	16.44259229	16.44259229
971	16.44259229	16.44259229	16.44259229	16.44259229
972	16.44259229	16.44259229	16.44259229	16.44259229
973	16.44259229	16.44259229	16.44259229	16.44259229
974	16.44259229	16.44259229	16.44259229	16.44259229
975	16.44259229	16.44259229	16.44259229	16.44259229
976	16.44259229	16.44259229	16.44259229	16.44259229
977	16.44259229	16.44259229	16.44259229	16.44259229
978	16.44259229	16.44259229	16.44259229	16.44259229
979	16.44259229	16.44259229	16.44259229	16.44259229
980	16.44259229	16.44259229	16.44259229	16.44259229
981	16.44259229	16.44259229	16.44259229	16.44259229
982	16.44259229	16.44259229	16.44259229	16.44259229
983	16.44259229	16.44259229	16.44259229	16.44259229
984	16.44259229	16.44259229	16.44259229	16.44259229
985	16.44259229	16.44259229	16.44259229	16.44259229
986	16.44259229	16.44259229	16.44259229	16.44259229
987	16.44259229	16.44259229	16.44259229	16.44259229
988	16.44259229	16.44259229	16.44259229	16.44259229
989	16.44259229	16.44259229	16.44259229	16.44259229
990	16.44259229	16.44259229	16.44259229	16.44259229
991	16.44259229	16.44259229	16.44259229	16.44259229
992	16.44259229	16.44259229	16.44259229	16.44259229
993	16.44259229	16.44259229	16.44259229	16.44259229
994	16.44259229	16.44259229	16.44259229	16.44259229
995	16.44259229	16.44259229	16.44259229	16.44259229
996	16.44259229	16.44259229	16.44259229	16.44259229
997	16.44259229	16.44259229	16.44259229	16.44259229
998	16.44259229	16.44259229	16.44259229	16.44259229
999	16.44259229	16.44259229	16.44259229	16.44259229
1000	16.44259229	16.44259229	16.44259229	16.44259229
1001	16.44259229	16.44259229	16.44259229	16.44259229
1002	16.44259229	16.44259229	16.44259229	16.44259229
1003	16.44259229	16.44259229	16.44259229	16.44259229
1004	16.44259229	16.44259229	16.44259229	16.44259229
1005	16.44259229	16.44259229	16.44259229	16.44259229
1006	16.44259229	16.44259229	16.44259229	16.44259229
1007	16.44259229	16.44259229	16.44259229	16.44259229
1008	16.44259229	16.44259229	16.44259229	16.44259229
1009	16.44259229	16.44259229	16.44259229	16.44259229
1010	16.44259229	16.44259229	16.44259229	16.44259229
1011	16.44259229	16.44259229	16.44259229	16.44259229
1012	16.44259229	16.44259229	16.44259229	16.44259229
1013	16.44259229	16.44259229	16.44259229	16.44259229
1014	16.44259229	16.44259229	16.44259229	16.44259229
1015	16.44259229	16.44259229	16.44259229	16.44259229
1016	16.44259229	16.44259229	16.44259229	16.44259229
1017	16.44259229	16.44259229	16.44259229	16.44259229
1018	16.44259229	16.44259229	16.44259229	16.44259229
1019	16.44259229	16.44259229	16.44259229	16.44259229
1020	16.44259229	16.44259229	16.44259229	16.44259229
1021	16.44259229	16.44259229	16.44259229	16.44259229
1022	16.44259229	16.44259229	16.44259229	16.44259229
1023	16.44259229	16.44259229	16.44259229	16.44259229
1024	16.44259229	16.44259229	16.44259229	16.44259229
1025	16.44259229	16.44259229	16.44259229	16.44259229
1026	16.44259229	16.44259229	16.44259229	16.44259229
1027	16.44259229	16.44259229	16.44259229	16.44259229
1028	16.44259229	16.44259229	16.44259229	16.44259229
1029	16.44259229	16.44259229	16.44259229	16.44259229
1030	16.44259229	16.44259229	16.44259229	16.44259229
1031	16.44259229	16.44259229	16.44259229	16.44259229
1032	16.44259229	16.44259229	16.44259229	16.44259229
1033	16.44259229	16.44259229	16.44259229	16.44259229
1034	16.44259229	16.44259229	16.44259229	16.44259229
1035	16.44259229	16.44259229	16.44259229	16.44259229
1036	16.44259229	16.44259229	16.44259229	16.44259229
1037	16.44259229	16.44259229	16.44259229	16.44259229
1038	16.44259229	16.44259229	16.44259229	16.44259229
1039	16.44259229	16.44259229	16.44259229	16.44259229
1040	16.44259229	16.44259229	16.44259229	16.44259229
1041	16.44259229	16.44259229	16.44259229	16.44259229
1042	16.44259229	16.44259229	16.44259229	16.44259229
1043	16.44259229	16.44259229	16.44259229	16.44259229
1044	16.44259229	16.44259229	16.44259229	16.44259229
1045	16.44259229	16.44259229	16.44259229	16.44259229
1046	16.44259229	16.44259229	16.44259229	16.44259229
1047	16.44259229	16.44259229	16.44259229	16.44259229
1048	16.44259229	16.44259229	16.44259229	16.44259229
1049	16.44259229	16.44259229	16.44259229	16.44259229
1050	16.44259229	16.44259229	16.44259229	16.44259229
1051	16.44259229	16.44259229	16.44259229	16.44259229
1052	16.44259229	16.44259229	16.44259229	16.44259229
1053	16.44259229	16.44259229	16.44259229	16.44259229
1054	16.44259229	16.44259229	16.44259229	16.44259229
1055	16.44259229	16.44259229	16.44259229	16.44259229
1056	16.44259229	16.44259229	16.44259229	16.44259229
1057	16.44259229	16.44259229	16.44259229	16.44259229
1058	16.44259229	16.44259229	16.44259229	16.44259229
1059	16.44259229	16.44259229	16.44259229	16.44259229
1060	16.44259229	16.44259229	16.44259229	16.44259229
1061	16.44259229	16.44259229	16.44259229	16.44259229
1062	16.44259229	16.44259229	16.44259229	16.44259229
1063	16.44259229	16.44259229	16.44259229	16.44259229
1064	16.44259229	16.44259229	16.44259229	16.44259229
1065	16.44259229	16.44259229	16.44259229	16.44259229
1066	16.44259229	16.44259229	16.44259229	16.44259229
1067	16.44259229	16.44259229	16.44259229	16.44259229
1068	16.44259229	16.44259229	16.44259229	16.44259229
1069	16.44259229	16.44259229	16.44259229	16.44259229
1070	16.44259229	16.44259229	16.44259229	16.44259229
1071	16.44259229	16.44259229	16.44259229	16.44259229
1072	16.44259229	16.44259229	16.44259229	16.44259229
1073	16.44259229	16.44259229	16.44259229	16.44259229
1074	16.44259229	16.44259229	16.44259229	16.44259229
1075	16.44259229	16.44259229	16.44259229	16.44259229
1076	16.44259229	16.44259229	16.44259229	16.44259229
1077	16.44259229	16.44259229	16.44259229	16.44259229
1078	16.44259229	16.44259229	16.44259229	16.44259229
1079	16.44259229	16.44259229	16.44259229	16.44259229
1080	16.44259229	16.44259229	16.44259229	16.44259229
1081	16.44259229	16.44259229	16.44259229	16.44259229
1082	16.44259229	16.44259229	16.44259229	16.44259229
1083	16.44259229	16.44259229	16.44259229	16.44259229
1084	16.44259229	16.44259229	16.44259229	16.44259229
1085	16.44259229	16.44259229	16.44259229	16.44259229
1086	16.44259229	16.44259229	16.44259229	16.44259229
1087	16.44259229	16.44259229	16.44259229	16.44259229
1088	16.44259229	16.44259229	16.44259229	16.44259229
1089	16.44259229	16.44259229	16.44259229	16.44259229
1090	16.44259229	16.44259229	16.44259229	16.44259229
1091	16.44259229	16.44259229	16.44259229	16.44259229
1092	16.44259229	16.44259229	16.44259229	16.44259229
1093	16.44259229	16.44259229	16.44259229	16.44259229
1094	16.44259229	16.44259229	16.44259229	16.44259229
1095	16.44259229	16.44259229	16.44259229	16.44259229
1096	16.44259229	16.44259229	16.44259229	16.44259229
1097	16.44259229	16.44259229	16.44259229	16.44259229
1098	16.44259229	16.44259229	16.44259229	16.44259229
1099	16.44259229	16.44259229	16.44259229	16.44259229
1100	16.44259229	16.44259229	16.44259229	16.44259229
1101	16.44259229	16.44259229	16.44259229	16.44259229
1102	16.44259229	16.44259229	16.44259229	16.44259229
1103	16.44259229	16.44259229	16.44259229	16.44259229
1104	16.44259229	16.44259229	16.44259229	16.44259229
1105	16.44259229	16.44259229	16.44259229	16.44259229
1106	16.44259229	16.44259229	16.44259229	16.44259229
1107	16.44259229	16.44259229	16.44259229	16.44259229
1108	16.44259229	16.44259229	16.44259229	16.44259229
1109	16.44259229	16.44259229	16.44259229	16.44259229
1110	16.44259229	16.44259229	16.44259229	16.44259229
1111	16.44259229	16.44259229	16.44259229	16.44259229
1112	16.44259229	16.44259229	16.44259229	16.44259229
1113	16.44259229	16.44259229	16.44259229	16.44259229
