ID,Field_12_0_0_63534_000,Field_12_0_0_63534_001,HouseThemeID,TextureAFileDataID,TextureBFileDataID
1142,6308677679426739408,0,12,6986873,0
1143,6308677679426739408,0,28,6986873,7254929
1144,6308677679426739408,0,13,6986873,7254946
1145,6308677679426739408,1,12,6986873,0
1146,6308677679426739408,1,28,6986873,7254929
1147,6308677679426739408,1,13,6986873,7254946
1148,-26198637045718411,0,12,6986845,0
1149,-26198637045718411,0,28,6986845,7254921
1150,-26198637045718411,0,13,6986845,7254937
1151,-26198637045718411,1,12,6986849,0
1152,-26198637045718411,1,28,6986849,6986849
1153,-26198637045718411,1,13,6986849,6986849
1154,-26198637045718411,2,12,6986849,0
1155,-26198637045718411,2,28,6986849,6986849
1156,-26198637045718411,2,13,6986849,6986849
1157,-26198637045718411,3,12,6986845,0
1158,-26198637045718411,3,28,6986845,7254921
1159,-26198637045718411,3,13,6986845,7254937
1160,6820130144046615901,0,12,6986889,0
1161,6820130144046615901,0,28,6986889,6986889
1162,6820130144046615901,0,13,6986889,7254947
1163,6820130144046615901,1,12,6986912,0
1164,6820130144046615901,1,28,6986912,6986912
1165,6820130144046615901,1,13,6986912,7254948
1166,6820130144046615901,2,12,6986915,0
1167,6820130144046615901,2,28,6986915,6986915
1168,6820130144046615901,2,13,6986915,7254949
1169,6820130144046615901,3,12,6986889,0
1170,6820130144046615901,3,28,6986889,6986889
1171,6820130144046615901,3,13,6986889,7254947
1172,1405121374811050776,0,12,6986850,0
1173,1405121374811050776,0,28,6986850,6986850
1174,1405121374811050776,0,13,6986850,7254941
1175,1405121374811050776,1,12,6986866,0
1176,1405121374811050776,1,28,6986866,7254926
1177,1405121374811050776,1,13,6986866,7254942
1178,1405121374811050776,2,12,6986845,0
1179,1405121374811050776,2,28,6986845,7254921
1180,1405121374811050776,2,13,6986845,7254937
1181,1405121374811050776,3,12,6986917,0
1182,1405121374811050776,3,28,6986917,7254930
1183,1405121374811050776,3,13,6986917,7254950
1184,8674001139144463115,0,12,6986918,0
1185,8674001139144463115,0,28,6986918,7254931
1186,8674001139144463115,0,13,6986918,7254951
1187,5708781473189714062,0,12,6986919,0
1188,5708781473189714062,0,28,6986919,6986919
1189,5708781473189714062,0,13,6986919,6986919
1190,-5722915320946541895,0,12,6986818,0
1191,-5722915320946541895,0,28,6986818,7254917
1192,-5722915320946541895,0,13,6986818,7254933
1193,-5722915320946541895,1,12,6986834,0
1194,-5722915320946541895,1,28,6986834,7254918
1195,-5722915320946541895,1,13,6986834,7254934
1196,-5722915320946541895,2,12,6986834,0
1197,-5722915320946541895,2,28,6986834,7254918
1198,-5722915320946541895,2,13,6986834,7254934
1199,-5722915320946541895,3,12,6986815,0
1200,-5722915320946541895,3,28,6986815,7254915
1201,-5722915320946541895,3,13,6986815,6986815
1202,8811134313086672212,0,12,6986845,0
1203,8811134313086672212,0,28,6986845,7254921
1204,8811134313086672212,0,13,6986845,7254937
1205,8811134313086672212,1,12,6986847,0
1206,8811134313086672212,1,28,6986847,7254923
1207,8811134313086672212,1,13,6986847,7254939
1208,2242541222186264663,0,12,6986845,0
1209,2242541222186264663,0,28,6986845,7254921
1210,2242541222186264663,0,13,6986845,7254937
1211,2242541222186264663,2,12,6986845,0
1212,2242541222186264663,2,28,6986845,7254921
1213,2242541222186264663,2,13,6986845,7254937
1214,2242541222186264663,3,12,6986848,0
1215,2242541222186264663,3,28,6986848,7254924
1216,2242541222186264663,3,13,6986848,7254940
1217,8359187016940448506,0,12,6986917,0
1218,8359187016940448506,0,28,6986917,7254930
1219,8359187016940448506,0,13,6986917,7254950
1220,8359187016940448506,1,12,6986845,0
1221,8359187016940448506,1,28,6986845,7254921
1222,8359187016940448506,1,13,6986845,7254937
1223,8359187016940448506,2,12,6986849,0
1224,8359187016940448506,2,28,6986849,6986849
1225,8359187016940448506,2,13,6986849,6986849
1226,8359187016940448506,3,12,6986850,0
1227,8359187016940448506,3,28,6986850,6986850
1228,8359187016940448506,3,13,6986850,7254941
1229,-7130652888432090635,0,12,6986915,0
1230,-7130652888432090635,0,28,6986915,6986915
1231,-7130652888432090635,0,13,6986915,7254949
1232,-7130652888432090635,1,12,6986915,0
1233,-7130652888432090635,1,28,6986915,6986915
1234,-7130652888432090635,1,13,6986915,7254949
1235,-7130652888432090635,2,12,6986915,0
1236,-7130652888432090635,2,28,6986915,6986915
1237,-7130652888432090635,2,13,6986915,7254949
1238,-7130652888432090635,3,12,6986915,0
1239,-7130652888432090635,3,28,6986915,6986915
1240,-7130652888432090635,3,13,6986915,7254949
1241,-795776571959632816,0,12,6986817,0
1242,-795776571959632816,0,28,6986817,7254916
1243,-795776571959632816,0,13,6986817,7254932
1244,-795776571959632816,1,12,6986912,0
1245,-795776571959632816,1,28,6986912,6986912
1246,-795776571959632816,1,13,6986912,7254948
1247,-795776571959632816,2,12,6986912,0
1248,-795776571959632816,2,28,6986912,6986912
1249,-795776571959632816,2,13,6986912,7254948
1250,-795776571959632816,3,12,6986915,0
1251,-795776571959632816,3,28,6986915,6986915
1252,-795776571959632816,3,13,6986915,7254949
1253,5235394728480893495,0,10,7114465,0
1254,5235394728480893495,0,27,7114465,7114465
1255,5235394728480893495,0,11,7114465,7114465
1256,2906876479718359642,0,10,7196783,0
1257,2906876479718359642,0,27,7196783,7196783
1258,2906876479718359642,0,11,7196783,7196783
1259,2202902440920951891,0,10,7114466,0
1260,2202902440920951891,0,27,7114466,7114466
1261,2202902440920951891,0,11,7114466,7114466
1262,-8936035788708226153,0,10,7114451,0
1263,-8936035788708226153,0,27,7114451,7263133
1264,-8936035788708226153,0,11,7114451,7263146
1265,6899263715298993314,0,10,7114453,0
1266,6899263715298993314,0,27,7114453,7263134
1267,6899263715298993314,0,11,7114453,7263147
1268,6899263715298993314,1,10,7114454,0
1269,6899263715298993314,1,27,7114454,7263135
1270,6899263715298993314,1,11,7114454,7263148
1271,6899263715298993314,2,10,7114453,0
1272,6899263715298993314,2,27,7114453,7263134
1273,6899263715298993314,2,11,7114453,7263147
1274,3288883208932529949,0,10,7114455,0
1275,3288883208932529949,0,27,7114455,7263136
1276,3288883208932529949,0,11,7114455,7263149
1277,-7291671014056909760,0,10,7114456,0
1278,-7291671014056909760,0,27,7114456,7263137
1279,-7291671014056909760,0,11,7114456,7263150
1280,-7291671014056909760,1,10,7114456,0
1281,-7291671014056909760,1,27,7114456,7263137
1282,-7291671014056909760,1,11,7114456,7263150
1283,-7291671014056909760,2,10,7114457,0
1284,-7291671014056909760,2,27,7114457,7263138
1285,-7291671014056909760,2,11,7114457,7263151
1286,-7291671014056909760,3,10,7114454,0
1287,-7291671014056909760,3,27,7114454,7263135
1288,-7291671014056909760,3,11,7114454,7263148
1289,2514247734275749091,0,10,7114458,0
1290,2514247734275749091,0,27,7114458,7263139
1291,2514247734275749091,0,11,7114458,7263152
1292,2514247734275749091,1,10,7114458,0
1293,2514247734275749091,1,27,7114458,7263139
1294,2514247734275749091,1,11,7114458,7263152
1295,4911778182653607726,0,10,7114454,0
1296,4911778182653607726,0,27,7114454,7263135
1297,4911778182653607726,0,11,7114454,7263148
1298,2237915982332205214,0,10,7114457,0
1299,2237915982332205214,0,27,7114457,7263138
1300,2237915982332205214,0,11,7114457,7263151
1301,2237915982332205214,1,10,7114457,0
1302,2237915982332205214,1,27,7114457,7263138
1303,2237915982332205214,1,11,7114457,7263151
1304,2237915982332205214,2,10,7114454,0
1305,2237915982332205214,2,27,7114454,7263135
1306,2237915982332205214,2,11,7114454,7263148
1307,2237915982332205214,3,10,7114459,0
1308,2237915982332205214,3,27,7114459,7263140
1309,2237915982332205214,3,11,7114459,7263153
1310,1945096372241005651,0,10,7114460,0
1311,1945096372241005651,0,27,7114460,7263141
1312,1945096372241005651,0,11,7114460,7263154
1313,-3984527050309205092,0,10,7114461,0
1314,-3984527050309205092,0,27,7114461,7263142
1315,-3984527050309205092,0,11,7114461,7263155
1316,-3984527050309205092,1,10,7114457,0
1317,-3984527050309205092,1,27,7114457,7263138
1318,-3984527050309205092,1,11,7114457,7263151
1319,-7141611484910864295,0,10,7114462,0
1320,-7141611484910864295,0,27,7114462,7263143
1321,-7141611484910864295,0,11,7114462,7263156
1322,-7141611484910864295,1,10,7114463,0
1323,-7141611484910864295,1,27,7114463,7114463
1324,-7141611484910864295,1,11,7114463,7114463
1325,-7141611484910864295,2,10,7114459,0
1326,-7141611484910864295,2,27,7114459,7263140
1327,-7141611484910864295,2,11,7114459,7263153
1328,462179330438623274,0,10,7114464,0
1329,462179330438623274,0,27,7114464,7263144
1330,462179330438623274,0,11,7114464,7263157
1331,-5128133281978734593,0,10,7114465,0
1332,-5128133281978734593,0,27,7114465,7300321
1333,-5128133281978734593,0,11,7114465,7300323
1334,-5547585751104066616,0,10,7114466,0
1335,-5547585751104066616,0,27,7114466,7263145
1336,-5547585751104066616,0,11,7114466,7263158
1337,-5547585751104066616,1,10,7114459,0
1338,-5547585751104066616,1,27,7114459,7263140
1339,-5547585751104066616,1,11,7114459,7263153
1340,-5547585751104066616,2,10,7114466,0
1341,-5547585751104066616,2,27,7114466,7263145
1342,-5547585751104066616,2,11,7114466,7263158
1343,-5547585751104066616,3,10,7114467,0
1344,-5547585751104066616,3,27,7114467,7300322
1345,-5547585751104066616,3,11,7114467,7300324
1346,1561777776862168005,0,10,7114467,0
1347,1561777776862168005,0,27,7114467,7300322
1348,1561777776862168005,0,11,7114467,7300324
1349,1561777776862168005,1,10,7114459,0
1350,1561777776862168005,1,27,7114459,7263140
1351,1561777776862168005,1,11,7114459,7263153
1352,5235394728480893495,0,26,5658169,7481870
1353,5235394728480893495,0,9,5658169,7481904
1354,2906876479718359642,0,26,5658170,7481871
1355,2906876479718359642,0,9,5658170,7481905
1356,2202902440920951891,0,26,6856594,7481872
1357,2202902440920951891,0,9,6856594,7481906
1358,-3671700449574273296,0,26,6217486,6217486
1359,-3671700449574273296,0,9,6217486,6217486
1360,5776747085936181833,0,26,7481873,7481873
1361,5776747085936181833,0,9,7481873,7481907
1362,5776747085936181833,1,26,7481874,7481874
1363,5776747085936181833,1,9,7481874,7481908
1364,5776747085936181833,2,26,7481875,7481875
1365,5776747085936181833,2,9,7481875,7481909
1366,5776747085936181833,3,26,7481876,7481876
1367,5776747085936181833,3,9,7481876,7481910
1368,2836200446420699802,0,26,7481873,7481873
1369,2836200446420699802,0,9,7481873,7481907
1370,2836200446420699802,1,26,7481874,7481874
1371,2836200446420699802,1,9,7481874,7481908
1372,2836200446420699802,2,26,7481877,7481877
1373,2836200446420699802,2,9,7481877,7481911
1374,2836200446420699802,3,26,7481876,7481876
1375,2836200446420699802,3,9,7481876,7481910
1376,218305749846164747,0,26,7481878,7481878
1377,218305749846164747,0,9,7481878,7481912
1378,218305749846164747,1,26,7481879,7481879
1379,218305749846164747,1,9,7481879,7481913
1380,218305749846164747,2,26,7481875,7481875
1381,218305749846164747,2,9,7481875,7481909
1382,218305749846164747,3,26,7481880,7481880
1383,218305749846164747,3,9,7481880,7481914
1384,6137356794505582516,0,26,7481881,7481881
1385,6137356794505582516,0,9,7481881,7481915
1386,6137356794505582516,1,26,7481882,7481882
1387,6137356794505582516,1,9,7481882,7481916
1388,6137356794505582516,2,26,7481875,7481875
1389,6137356794505582516,2,9,7481875,7481909
1390,6871782926012524989,0,26,7481883,7481883
1391,6871782926012524989,0,9,7481883,7481917
1392,6871782926012524989,1,26,7481884,7481884
1393,6871782926012524989,1,9,7481884,7481918
1394,637213248262567565,0,26,7481877,7481877
1395,637213248262567565,0,9,7481877,7481911
1396,637213248262567565,1,26,7481885,7481885
1397,637213248262567565,1,9,7481885,7481919
1398,637213248262567565,2,26,7481886,7481886
1399,637213248262567565,2,9,7481886,7481920
1400,637213248262567565,3,26,7481886,7481886
1401,637213248262567565,3,9,7481886,7481920
1402,7369102740760368516,0,26,7481877,7481877
1403,7369102740760368516,0,9,7481877,7481911
1404,7369102740760368516,1,26,7481887,7481887
1405,7369102740760368516,1,9,7481887,7481921
1406,7369102740760368516,2,26,7481875,7481875
1407,7369102740760368516,2,9,7481875,7481909
1408,7369102740760368516,3,26,7481877,7481877
1409,7369102740760368516,3,9,7481877,7481911
1410,1880936779610732063,0,26,6217502,6217502
1411,1880936779610732063,0,9,6217502,6217502
1412,2765300404950186494,0,26,6217503,6217503
1413,2765300404950186494,0,9,6217503,6217503
1414,7844684435437506888,0,26,7481888,7481888
1415,7844684435437506888,0,9,7481888,7481922
1416,8307304423867301123,0,26,7481873,7481873
1417,8307304423867301123,0,9,7481873,7481907
1418,8307304423867301123,1,26,7481889,7481889
1419,8307304423867301123,1,9,7481889,7481923
1420,8307304423867301123,3,26,7481890,7481890
1421,8307304423867301123,3,9,7481890,7481924
1422,5096204752297315730,0,26,7481888,7481888
1423,5096204752297315730,0,9,7481888,7481922
1424,-1350702144594761947,0,26,7481891,7481891
1425,-1350702144594761947,0,9,7481891,7481925
1426,-1350702144594761947,1,26,7481892,7481892
1427,-1350702144594761947,1,9,7481892,7481926
1428,-1350702144594761947,2,26,7481875,7481875
1429,-1350702144594761947,2,9,7481875,7481909
1430,-1350702144594761947,3,26,7481893,7481893
1431,-1350702144594761947,3,9,7481893,7481927
1432,9166781415549125340,0,26,7481873,7481873
1433,9166781415549125340,0,9,7481873,7481907
1434,9166781415549125340,1,26,7481889,7481889
1435,9166781415549125340,1,9,7481889,7481923
1436,9166781415549125340,2,26,7481876,7481876
1437,9166781415549125340,2,9,7481876,7481910
1438,5476334423518069692,0,26,7481873,7481873
1439,5476334423518069692,0,9,7481873,7481907
1440,5476334423518069692,1,26,7481889,7481889
1441,5476334423518069692,1,9,7481889,7481923
1442,5476334423518069692,2,26,7481874,7481874
1443,5476334423518069692,2,9,7481874,7481908
1444,6983574322268100997,0,26,7481877,7481877
1445,6983574322268100997,0,9,7481877,7481911
1446,6983574322268100997,1,26,7481885,7481885
1447,6983574322268100997,1,9,7481885,7481919
1448,6983574322268100997,2,26,7481877,7481877
1449,6983574322268100997,2,9,7481877,7481911
1450,6983574322268100997,3,26,7481885,7481885
1451,6983574322268100997,3,9,7481885,7481919
1452,-5299302150687386154,0,26,7481894,7481894
1453,-5299302150687386154,0,9,7481894,7481928
1454,-5299302150687386154,1,26,7481895,7481895
1455,-5299302150687386154,1,9,7481895,7481929
1456,-5299302150687386154,2,26,7481875,7481875
1457,-5299302150687386154,2,9,7481875,7481909
1458,-5299302150687386154,3,26,7481896,7481896
1459,-5299302150687386154,3,9,7481896,7481930
1460,7996479924220772599,0,26,7481897,7481897
1461,7996479924220772599,0,9,7481897,7481931
1462,7996479924220772599,1,26,7481898,7481898
1463,7996479924220772599,1,9,7481898,7481932
1464,7996479924220772599,2,26,7481875,7481875
1465,7996479924220772599,2,9,7481875,7481909
1466,7996479924220772599,3,26,7481899,7481899
1467,7996479924220772599,3,9,7481899,7481933
1468,-6624053708406383520,0,26,7481900,7481900
1469,-6624053708406383520,0,9,7481900,7481934
1470,-6624053708406383520,1,26,7481901,7481901
1471,-6624053708406383520,1,9,7481901,7481935
1472,-6624053708406383520,2,26,7481902,7481902
1473,-6624053708406383520,2,9,7481902,7481936
1474,8722799569454561721,0,26,7481871,7481871
1475,8722799569454561721,0,9,7481871,7481905
1476,-4579751627668075894,0,26,7481872,7481872
1477,-4579751627668075894,0,9,7481872,7481906
1478,-4579751627668075894,1,26,7481872,7481872
1479,-4579751627668075894,1,9,7481872,7481906
1480,-4579751627668075894,2,26,7481903,7481903
1481,-4579751627668075894,2,9,7481903,7481937
1482,9185597533366094587,0,26,7481895,7481895
1483,9185597533366094587,0,9,7481895,7481929
1484,9185597533366094587,1,26,7481894,7481894
1485,9185597533366094587,1,9,7481894,7481928
1486,9185597533366094587,2,26,7481875,7481875
1487,9185597533366094587,2,9,7481875,7481909
