Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
560	0.495879298	0.495879298	0.495879298	0.781009895
561	0.495879298	0.495879298	0.495879298	0.781009895
562	0.495879298	0.495879298	0.495879298	0.781009895
563	0.495879298	0.495879298	0.495879298	0.781009895
564	0.495879298	0.495879298	0.495879298	0.781009895
565	0.495879298	0.495879298	0.495879298	0.781009895
566	0.495879298	0.495879298	0.495879298	0.781009895
567	0.495879298	0.495879298	0.495879298	0.781009895
568	0.495879298	0.495879298	0.495879298	0.781009895
569	0.495879298	0.495879298	0.495879298	0.781009895
570	0.495879298	0.495879298	0.495879298	0.781009895
571	0.495879298	0.495879298	0.495879298	0.781009895
572	0.495879298	0.495879298	0.495879298	0.781009895
573	0.495879298	0.495879298	0.495879298	0.781009895
574	0.495879298	0.495879298	0.495879298	0.781009895
575	0.495879298	0.495879298	0.495879298	0.781009895
576	0.495879298	0.495879298	0.495879298	0.781009895
577	0.495879298	0.495879298	0.495879298	0.781009895
578	0.495879298	0.495879298	0.495879298	0.781009895
579	0.495879298	0.495879298	0.495879298	0.781009895
580	0.495879298	0.495879298	0.495879298	0.781009895
581	0.495879298	0.495879298	0.495879298	0.781009895
582	0.495879298	0.495879298	0.495879298	0.781009895
583	0.495879298	0.495879298	0.495879298	0.781009895
584	0.495879298	0.495879298	0.495879298	0.781009895
585	0.495879298	0.495879298	0.495879298	0.781009895
586	0.495879298	0.495879298	0.495879298	0.781009895
587	0.495879298	0.495879298	0.495879298	0.781009895
588	0.495879298	0.495879298	0.495879298	0.781009895
589	0.495879298	0.495879298	0.495879298	0.781009895
590	0.495879298	0.495879298	0.495879298	0.781009895
591	0.495879298	0.495879298	0.495879298	0.781009895
592	0.495879298	0.495879298	0.495879298	0.781009895
593	0.495879298	0.495879298	0.495879298	0.781009895
594	0.495879298	0.495879298	0.495879298	0.781009895
595	0.495879298	0.495879298	0.495879298	0.781009895
596	0.495879298	0.495879298	0.495879298	0.781009895
597	0.495879298	0.495879298	0.495879298	0.781009895
598	0.495879298	0.495879298	0.495879298	0.781009895
599	0.495879298	0.495879298	0.495879298	0.781009895
600	0.495879298	0.495879298	0.495879298	0.781009895
601	0.495879298	0.495879298	0.495879298	0.781009895
602	0.495879298	0.495879298	0.495879298	0.781009895
603	0.495879298	0.495879298	0.495879298	0.781009895
604	0.495879298	0.495879298	0.495879298	0.781009895
605	0.495879298	0.495879298	0.495879298	0.781009895
606	0.495879298	0.495879298	0.495879298	0.781009895
607	0.495879298	0.495879298	0.495879298	0.781009895
608	0.495879298	0.495879298	0.495879298	0.781009895
609	0.495879298	0.495879298	0.495879298	0.781009895
610	0.495879298	0.495879298	0.495879298	0.781009895
611	0.495879298	0.495879298	0.495879298	0.781009895
612	0.495879298	0.495879298	0.495879298	0.781009895
613	0.495879298	0.495879298	0.495879298	0.781009895
614	0.495879298	0.495879298	0.495879298	0.781009895
615	0.495879298	0.495879298	0.495879298	0.781009895
616	0.495879298	0.495879298	0.495879298	0.781009895
617	0.495879298	0.495879298	0.495879298	0.781009895
618	0.495879298	0.495879298	0.495879298	0.781009895
619	0.495879298	0.495879298	0.495879298	0.781009895
620	0.495879298	0.495879298	0.495879298	0.781009895
621	0.495879298	0.495879298	0.495879298	0.781009895
622	0.495879298	0.495879298	0.495879298	0.781009895
623	0.495879298	0.495879298	0.495879298	0.781009895
624	0.495879298	0.495879298	0.495879298	0.781009895
625	0.495879298	0.495879298	0.495879298	0.781009895
626	0.495879298	0.495879298	0.495879298	0.781009895
627	0.495879298	0.495879298	0.495879298	0.781009895
628	0.495879298	0.495879298	0.495879298	0.781009895
629	0.495879298	0.495879298	0.495879298	0.781009895
630	0.495879298	0.495879298	0.495879298	0.781009895
631	0.495879298	0.495879298	0.495879298	0.781009895
632	0.495879298	0.495879298	0.495879298	0.781009895
633	0.495879298	0.495879298	0.495879298	0.781009895
634	0.495879298	0.495879298	0.495879298	0.781009895
635	0.495879298	0.495879298	0.495879298	0.781009895
636	0.495879298	0.495879298	0.495879298	0.781009895
637	0.495879298	0.495879298	0.495879298	0.781009895
638	0.495879298	0.495879298	0.495879298	0.781009895
639	0.495879298	0.495879298	0.495879298	0.781009895
640	0.495879298	0.495879298	0.495879298	0.781009895
641	0.495879298	0.495879298	0.495879298	0.781009895
642	0.495879298	0.495879298	0.495879298	0.781009895
643	0.495879298	0.495879298	0.495879298	0.781009895
644	0.495879298	0.495879298	0.495879298	0.781009895
645	0.495879298	0.495879298	0.495879298	0.781009895
646	0.495879298	0.495879298	0.495879298	0.781009895
647	0.495879298	0.495879298	0.495879298	0.781009895
648	0.495879298	0.495879298	0.495879298	0.781009895
649	0.495879298	0.495879298	0.495879298	0.781009895
650	0.495879298	0.495879298	0.495879298	0.781009895
651	0.495879298	0.495879298	0.495879298	0.781009895
652	0.495879298	0.495879298	0.495879298	0.781009895
653	0.495879298	0.495879298	0.495879298	0.781009895
654	0.495879298	0.495879298	0.495879298	0.781009895
655	0.495879298	0.495879298	0.495879298	0.781009895
656	0.495879298	0.495879298	0.495879298	0.781009895
657	0.495879298	0.495879298	0.495879298	0.781009895
658	0.495879298	0.495879298	0.495879298	0.781009895
659	0.495879298	0.495879298	0.495879298	0.781009895
660	0.495879298	0.495879298	0.495879298	0.781009895
661	0.495879298	0.495879298	0.495879298	0.781009895
662	0.495879298	0.495879298	0.495879298	0.781009895
663	0.495879298	0.495879298	0.495879298	0.781009895
664	0.495879298	0.495879298	0.495879298	0.781009895
665	0.495879298	0.495879298	0.495879298	0.781009895
666	0.495879298	0.495879298	0.495879298	0.781009895
667	0.495879298	0.495879298	0.495879298	0.781009895
668	0.495879298	0.495879298	0.495879298	0.781009895
669	0.495879298	0.495879298	0.495879298	0.781009895
670	0.495879298	0.495879298	0.495879298	0.781009895
671	0.495879298	0.495879298	0.495879298	0.781009895
672	0.495879298	0.495879298	0.495879298	0.781009895
673	0.495879298	0.495879298	0.495879298	0.781009895
674	0.495879298	0.495879298	0.495879298	0.781009895
675	0.495879298	0.495879298	0.495879298	0.781009895
676	0.495879298	0.495879298	0.495879298	0.781009895
677	0.495879298	0.495879298	0.495879298	0.781009895
678	0.495879298	0.495879298	0.495879298	0.781009895
679	0.495879298	0.495879298	0.495879298	0.781009895
680	0.495879298	0.495879298	0.495879298	0.781009895
681	0.495879298	0.495879298	0.495879298	0.781009895
682	0.495879298	0.495879298	0.495879298	0.781009895
683	0.495879298	0.495879298	0.495879298	0.781009895
684	0.495879298	0.495879298	0.495879298	0.781009895
685	0.495879298	0.495879298	0.495879298	0.781009895
686	0.495879298	0.495879298	0.495879298	0.781009895
687	0.495879298	0.495879298	0.495879298	0.781009895
688	0.495879298	0.495879298	0.495879298	0.781009895
689	0.495879298	0.495879298	0.495879298	0.781009895
690	0.495879298	0.495879298	0.495879298	0.781009895
691	0.495879298	0.495879298	0.495879298	0.781009895
692	0.495879298	0.495879298	0.495879298	0.781009895
693	0.495879298	0.495879298	0.495879298	0.781009895
694	0.495879298	0.495879298	0.495879298	0.781009895
695	0.495879298	0.495879298	0.495879298	0.781009895
696	0.495879298	0.495879298	0.495879298	0.781009895
697	0.495879298	0.495879298	0.495879298	0.781009895
698	0.495879298	0.495879298	0.495879298	0.781009895
699	0.495879298	0.495879298	0.495879298	0.781009895
700	0.495879298	0.495879298	0.495879298	0.781009895
701	0.495879298	0.495879298	0.495879298	0.781009895
702	0.495879298	0.495879298	0.495879298	0.781009895
703	0.495879298	0.495879298	0.495879298	0.781009895
704	0.495879298	0.495879298	0.495879298	0.781009895
705	0.495879298	0.495879298	0.495879298	0.781009895
706	0.495879298	0.495879298	0.495879298	0.781009895
707	0.495879298	0.495879298	0.495879298	0.781009895
708	0.495879298	0.495879298	0.495879298	0.781009895
709	0.495879298	0.495879298	0.495879298	0.781009895
710	0.495879298	0.495879298	0.495879298	0.781009895
711	0.495879298	0.495879298	0.495879298	0.781009895
712	0.495879298	0.495879298	0.495879298	0.781009895
713	0.495879298	0.495879298	0.495879298	0.781009895
714	0.495879298	0.495879298	0.495879298	0.781009895
715	0.495879298	0.495879298	0.495879298	0.781009895
716	0.495879298	0.495879298	0.495879298	0.781009895
717	0.495879298	0.495879298	0.495879298	0.781009895
718	0.495879298	0.495879298	0.495879298	0.781009895
719	0.495879298	0.495879298	0.495879298	0.781009895
720	0.495879298	0.495879298	0.495879298	0.781009895
721	0.495879298	0.495879298	0.495879298	0.781009895
722	0.495879298	0.495879298	0.495879298	0.781009895
723	0.495879298	0.495879298	0.495879298	0.781009895
724	0.495879298	0.495879298	0.495879298	0.781009895
725	0.495879298	0.495879298	0.495879298	0.781009895
726	0.495879298	0.495879298	0.495879298	0.781009895
727	0.495879298	0.495879298	0.495879298	0.781009895
728	0.495879298	0.495879298	0.495879298	0.781009895
729	0.495879298	0.495879298	0.495879298	0.781009895
730	0.495879298	0.495879298	0.495879298	0.781009895
731	0.495879298	0.495879298	0.495879298	0.781009895
732	0.495879298	0.495879298	0.495879298	0.781009895
733	0.495879298	0.495879298	0.495879298	0.781009895
734	0.495879298	0.495879298	0.495879298	0.781009895
735	0.495879298	0.495879298	0.495879298	0.781009895
736	0.495879298	0.495879298	0.495879298	0.781009895
737	0.495879298	0.495879298	0.495879298	0.781009895
738	0.495879298	0.495879298	0.495879298	0.781009895
739	0.495879298	0.495879298	0.495879298	0.781009895
740	0.495879298	0.495879298	0.495879298	0.781009895
741	0.495879298	0.495879298	0.495879298	0.781009895
742	0.495879298	0.495879298	0.495879298	0.781009895
743	0.495879298	0.495879298	0.495879298	0.781009895
744	0.495879298	0.495879298	0.495879298	0.781009895
745	0.495879298	0.495879298	0.495879298	0.781009895
746	0.495879298	0.495879298	0.495879298	0.781009895
747	0.495879298	0.495879298	0.495879298	0.781009895
748	0.495879298	0.495879298	0.495879298	0.781009895
749	0.495879298	0.495879298	0.495879298	0.781009895
750	0.495879298	0.495879298	0.495879298	0.781009895
751	0.495879298	0.495879298	0.495879298	0.781009895
752	0.495879298	0.495879298	0.495879298	0.781009895
753	0.495879298	0.495879298	0.495879298	0.781009895
754	0.495879298	0.495879298	0.495879298	0.781009895
755	0.495879298	0.495879298	0.495879298	0.781009895
756	0.495879298	0.495879298	0.495879298	0.781009895
757	0.495879298	0.495879298	0.495879298	0.781009895
758	0.495879298	0.495879298	0.495879298	0.781009895
759	0.495879298	0.495879298	0.495879298	0.781009895
760	0.495879298	0.495879298	0.495879298	0.781009895
761	0.495879298	0.495879298	0.495879298	0.781009895
762	0.495879298	0.495879298	0.495879298	0.781009895
763	0.495879298	0.495879298	0.495879298	0.781009895
764	0.495879298	0.495879298	0.495879298	0.781009895
765	0.495879298	0.495879298	0.495879298	0.781009895
766	0.495879298	0.495879298	0.495879298	0.781009895
767	0.495879298	0.495879298	0.495879298	0.781009895
768	0.495879298	0.495879298	0.495879298	0.781009895
769	0.495879298	0.495879298	0.495879298	0.781009895
770	0.495879298	0.495879298	0.495879298	0.781009895
771	0.495879298	0.495879298	0.495879298	0.781009895
772	0.495879298	0.495879298	0.495879298	0.781009895
773	0.495879298	0.495879298	0.495879298	0.781009895
774	0.495879298	0.495879298	0.495879298	0.781009895
775	0.495879298	0.495879298	0.495879298	0.781009895
776	0.495879298	0.495879298	0.495879298	0.781009895
777	0.495879298	0.495879298	0.495879298	0.781009895
778	0.495879298	0.495879298	0.495879298	0.781009895
779	0.495879298	0.495879298	0.495879298	0.781009895
780	0.495879298	0.495879298	0.495879298	0.781009895
781	0.495879298	0.495879298	0.495879298	0.781009895
782	0.495879298	0.495879298	0.495879298	0.781009895
783	0.495879298	0.495879298	0.495879298	0.781009895
784	0.495879298	0.495879298	0.495879298	0.781009895
785	0.495879298	0.495879298	0.495879298	0.781009895
786	0.495879298	0.495879298	0.495879298	0.781009895
787	0.495879298	0.495879298	0.495879298	0.781009895
788	0.495879298	0.495879298	0.495879298	0.781009895
789	0.495879298	0.495879298	0.495879298	0.781009895
790	0.495879298	0.495879298	0.495879298	0.781009895
791	0.495879298	0.495879298	0.495879298	0.781009895
792	0.495879298	0.495879298	0.495879298	0.781009895
793	0.495879298	0.495879298	0.495879298	0.781009895
794	0.495879298	0.495879298	0.495879298	0.781009895
795	0.495879298	0.495879298	0.495879298	0.781009895
796	0.495879298	0.495879298	0.495879298	0.781009895
797	0.495879298	0.495879298	0.495879298	0.781009895
798	0.495879298	0.495879298	0.495879298	0.781009895
799	0.495879298	0.495879298	0.495879298	0.781009895
800	0.495879298	0.495879298	0.495879298	0.781009895
801	0.495879298	0.495879298	0.495879298	0.781009895
802	0.495879298	0.495879298	0.495879298	0.781009895
803	0.495879298	0.495879298	0.495879298	0.781009895
804	0.495879298	0.495879298	0.495879298	0.781009895
805	0.495879298	0.495879298	0.495879298	0.781009895
806	0.495879298	0.495879298	0.495879298	0.781009895
807	0.495879298	0.495879298	0.495879298	0.781009895
808	0.495879298	0.495879298	0.495879298	0.781009895
809	0.495879298	0.495879298	0.495879298	0.781009895
810	0.495879298	0.495879298	0.495879298	0.781009895
811	0.495879298	0.495879298	0.495879298	0.781009895
812	0.495879298	0.495879298	0.495879298	0.781009895
813	0.495879298	0.495879298	0.495879298	0.781009895
814	0.495879298	0.495879298	0.495879298	0.781009895
815	0.495879298	0.495879298	0.495879298	0.781009895
816	0.495879298	0.495879298	0.495879298	0.781009895
817	0.495879298	0.495879298	0.495879298	0.781009895
818	0.495879298	0.495879298	0.495879298	0.781009895
819	0.495879298	0.495879298	0.495879298	0.781009895
820	0.495879298	0.495879298	0.495879298	0.781009895
821	0.495879298	0.495879298	0.495879298	0.781009895
822	0.495879298	0.495879298	0.495879298	0.781009895
823	0.495879298	0.495879298	0.495879298	0.781009895
824	0.495879298	0.495879298	0.495879298	0.781009895
825	0.495879298	0.495879298	0.495879298	0.781009895
826	0.495879298	0.495879298	0.495879298	0.781009895
827	0.495879298	0.495879298	0.495879298	0.781009895
828	0.495879298	0.495879298	0.495879298	0.781009895
829	0.495879298	0.495879298	0.495879298	0.781009895
830	0.495879298	0.495879298	0.495879298	0.781009895
831	0.495879298	0.495879298	0.495879298	0.781009895
832	0.495879298	0.495879298	0.495879298	0.781009895
833	0.495879298	0.495879298	0.495879298	0.781009895
834	0.495879298	0.495879298	0.495879298	0.781009895
835	0.495879298	0.495879298	0.495879298	0.781009895
836	0.495879298	0.495879298	0.495879298	0.781009895
837	0.495879298	0.495879298	0.495879298	0.781009895
838	0.495879298	0.495879298	0.495879298	0.781009895
839	0.495879298	0.495879298	0.495879298	0.781009895
840	0.495879298	0.495879298	0.495879298	0.781009895
841	0.495879298	0.495879298	0.495879298	0.781009895
842	0.495879298	0.495879298	0.495879298	0.781009895
843	0.495879298	0.495879298	0.495879298	0.781009895
844	0.495879298	0.495879298	0.495879298	0.781009895
845	0.495879298	0.495879298	0.495879298	0.781009895
846	0.495879298	0.495879298	0.495879298	0.781009895
847	0.495879298	0.495879298	0.495879298	0.781009895
848	0.495879298	0.495879298	0.495879298	0.781009895
849	0.495879298	0.495879298	0.495879298	0.781009895
850	0.495879298	0.495879298	0.495879298	0.781009895
851	0.495879298	0.495879298	0.495879298	0.781009895
852	0.495879298	0.495879298	0.495879298	0.781009895
853	0.495879298	0.495879298	0.495879298	0.781009895
854	0.495879298	0.495879298	0.495879298	0.781009895
855	0.495879298	0.495879298	0.495879298	0.781009895
856	0.495879298	0.495879298	0.495879298	0.781009895
857	0.495879298	0.495879298	0.495879298	0.781009895
858	0.495879298	0.495879298	0.495879298	0.781009895
859	0.495879298	0.495879298	0.495879298	0.781009895
860	0.495879298	0.495879298	0.495879298	0.781009895
861	0.495879298	0.495879298	0.495879298	0.781009895
862	0.495879298	0.495879298	0.495879298	0.781009895
863	0.495879298	0.495879298	0.495879298	0.781009895
864	0.495879298	0.495879298	0.495879298	0.781009895
865	0.495879298	0.495879298	0.495879298	0.781009895
866	0.495879298	0.495879298	0.495879298	0.781009895
867	0.495879298	0.495879298	0.495879298	0.781009895
868	0.495879298	0.495879298	0.495879298	0.781009895
869	0.495879298	0.495879298	0.495879298	0.781009895
870	0.495879298	0.495879298	0.495879298	0.781009895
871	0.495879298	0.495879298	0.495879298	0.781009895
872	0.495879298	0.495879298	0.495879298	0.781009895
873	0.495879298	0.495879298	0.495879298	0.781009895
874	0.495879298	0.495879298	0.495879298	0.781009895
875	0.495879298	0.495879298	0.495879298	0.781009895
876	0.495879298	0.495879298	0.495879298	0.781009895
877	0.495879298	0.495879298	0.495879298	0.781009895
878	0.495879298	0.495879298	0.495879298	0.781009895
879	0.495879298	0.495879298	0.495879298	0.781009895
880	0.495879298	0.495879298	0.495879298	0.781009895
881	0.495879298	0.495879298	0.495879298	0.781009895
882	0.495879298	0.495879298	0.495879298	0.781009895
883	0.495879298	0.495879298	0.495879298	0.781009895
884	0.495879298	0.495879298	0.495879298	0.781009895
885	0.495879298	0.495879298	0.495879298	0.781009895
886	0.495879298	0.495879298	0.495879298	0.781009895
887	0.495879298	0.495879298	0.495879298	0.781009895
888	0.495879298	0.495879298	0.495879298	0.781009895
889	0.495879298	0.495879298	0.495879298	0.781009895
890	0.495879298	0.495879298	0.495879298	0.781009895
891	0.495879298	0.495879298	0.495879298	0.781009895
892	0.495879298	0.495879298	0.495879298	0.781009895
893	0.495879298	0.495879298	0.495879298	0.781009895
894	0.495879298	0.495879298	0.495879298	0.781009895
895	0.495879298	0.495879298	0.495879298	0.781009895
896	0.495879298	0.495879298	0.495879298	0.781009895
897	0.495879298	0.495879298	0.495879298	0.781009895
898	0.495879298	0.495879298	0.495879298	0.781009895
899	0.495879298	0.495879298	0.495879298	0.781009895
900	0.495879298	0.495879298	0.495879298	0.781009895
901	0.495879298	0.495879298	0.495879298	0.781009895
902	0.495879298	0.495879298	0.495879298	0.781009895
903	0.495879298	0.495879298	0.495879298	0.781009895
904	0.495879298	0.495879298	0.495879298	0.781009895
905	0.495879298	0.495879298	0.495879298	0.781009895
906	0.495879298	0.495879298	0.495879298	0.781009895
907	0.495879298	0.495879298	0.495879298	0.781009895
908	0.495879298	0.495879298	0.495879298	0.781009895
909	0.495879298	0.495879298	0.495879298	0.781009895
910	0.495879298	0.495879298	0.495879298	0.781009895
911	0.495879298	0.495879298	0.495879298	0.781009895
912	0.495879298	0.495879298	0.495879298	0.781009895
913	0.495879298	0.495879298	0.495879298	0.781009895
914	0.495879298	0.495879298	0.495879298	0.781009895
915	0.495879298	0.495879298	0.495879298	0.781009895
916	0.495879298	0.495879298	0.495879298	0.781009895
917	0.495879298	0.495879298	0.495879298	0.781009895
918	0.495879298	0.495879298	0.495879298	0.781009895
919	0.495879298	0.495879298	0.495879298	0.781009895
920	0.495879298	0.495879298	0.495879298	0.781009895
921	0.495879298	0.495879298	0.495879298	0.781009895
922	0.495879298	0.495879298	0.495879298	0.781009895
923	0.495879298	0.495879298	0.495879298	0.781009895
924	0.495879298	0.495879298	0.495879298	0.781009895
925	0.495879298	0.495879298	0.495879298	0.781009895
926	0.495879298	0.495879298	0.495879298	0.781009895
927	0.495879298	0.495879298	0.495879298	0.781009895
928	0.495879298	0.495879298	0.495879298	0.781009895
929	0.495879298	0.495879298	0.495879298	0.781009895
930	0.495879298	0.495879298	0.495879298	0.781009895
931	0.495879298	0.495879298	0.495879298	0.781009895
932	0.495879298	0.495879298	0.495879298	0.781009895
933	0.495879298	0.495879298	0.495879298	0.781009895
934	0.495879298	0.495879298	0.495879298	0.781009895
935	0.495879298	0.495879298	0.495879298	0.781009895
936	0.495879298	0.495879298	0.495879298	0.781009895
937	0.495879298	0.495879298	0.495879298	0.781009895
938	0.495879298	0.495879298	0.495879298	0.781009895
939	0.495879298	0.495879298	0.495879298	0.781009895
940	0.495879298	0.495879298	0.495879298	0.781009895
941	0.495879298	0.495879298	0.495879298	0.781009895
942	0.495879298	0.495879298	0.495879298	0.781009895
943	0.495879298	0.495879298	0.495879298	0.781009895
944	0.495879298	0.495879298	0.495879298	0.781009895
945	0.495879298	0.495879298	0.495879298	0.781009895
946	0.495879298	0.495879298	0.495879298	0.781009895
947	0.495879298	0.495879298	0.495879298	0.781009895
948	0.495879298	0.495879298	0.495879298	0.781009895
949	0.495879298	0.495879298	0.495879298	0.781009895
950	0.495879298	0.495879298	0.495879298	0.781009895
951	0.495879298	0.495879298	0.495879298	0.781009895
952	0.495879298	0.495879298	0.495879298	0.781009895
953	0.495879298	0.495879298	0.495879298	0.781009895
954	0.495879298	0.495879298	0.495879298	0.781009895
955	0.495879298	0.495879298	0.495879298	0.781009895
956	0.495879298	0.495879298	0.495879298	0.781009895
957	0.495879298	0.495879298	0.495879298	0.781009895
958	0.495879298	0.495879298	0.495879298	0.781009895
959	0.495879298	0.495879298	0.495879298	0.781009895
960	0.495879298	0.495879298	0.495879298	0.781009895
961	0.495879298	0.495879298	0.495879298	0.781009895
962	0.495879298	0.495879298	0.495879298	0.781009895
963	0.495879298	0.495879298	0.495879298	0.781009895
964	0.495879298	0.495879298	0.495879298	0.781009895
965	0.495879298	0.495879298	0.495879298	0.781009895
966	0.495879298	0.495879298	0.495879298	0.781009895
967	0.495879298	0.495879298	0.495879298	0.781009895
968	0.495879298	0.495879298	0.495879298	0.781009895
969	0.495879298	0.495879298	0.495879298	0.781009895
970	0.495879298	0.495879298	0.495879298	0.781009895
971	0.495879298	0.495879298	0.495879298	0.781009895
972	0.495879298	0.495879298	0.495879298	0.781009895
973	0.495879298	0.495879298	0.495879298	0.781009895
974	0.495879298	0.495879298	0.495879298	0.781009895
975	0.495879298	0.495879298	0.495879298	0.781009895
976	0.495879298	0.495879298	0.495879298	0.781009895
977	0.495879298	0.495879298	0.495879298	0.781009895
978	0.495879298	0.495879298	0.495879298	0.781009895
979	0.495879298	0.495879298	0.495879298	0.781009895
980	0.495879298	0.495879298	0.495879298	0.781009895
981	0.495879298	0.495879298	0.495879298	0.781009895
982	0.495879298	0.495879298	0.495879298	0.781009895
983	0.495879298	0.495879298	0.495879298	0.781009895
984	0.495879298	0.495879298	0.495879298	0.781009895
985	0.495879298	0.495879298	0.495879298	0.781009895
986	0.495879298	0.495879298	0.495879298	0.781009895
987	0.495879298	0.495879298	0.495879298	0.781009895
988	0.495879298	0.495879298	0.495879298	0.781009895
989	0.495879298	0.495879298	0.495879298	0.781009895
990	0.495879298	0.495879298	0.495879298	0.781009895
991	0.495879298	0.495879298	0.495879298	0.781009895
992	0.495879298	0.495879298	0.495879298	0.781009895
993	0.495879298	0.495879298	0.495879298	0.781009895
994	0.495879298	0.495879298	0.495879298	0.781009895
995	0.495879298	0.495879298	0.495879298	0.781009895
996	0.495879298	0.495879298	0.495879298	0.781009895
997	0.495879298	0.495879298	0.495879298	0.781009895
998	0.495879298	0.495879298	0.495879298	0.781009895
999	0.495879298	0.495879298	0.495879298	0.781009895
1000	0.495879298	0.495879298	0.495879298	0.781009895
1001	0.495879298	0.495879298	0.495879298	0.781009895
1002	0.495879298	0.495879298	0.495879298	0.781009895
1003	0.495879298	0.495879298	0.495879298	0.781009895
1004	0.495879298	0.495879298	0.495879298	0.781009895
1005	0.495879298	0.495879298	0.495879298	0.781009895
1006	0.495879298	0.495879298	0.495879298	0.781009895
1007	0.495879298	0.495879298	0.495879298	0.781009895
1008	0.495879298	0.495879298	0.495879298	0.781009895
1009	0.495879298	0.495879298	0.495879298	0.781009895
1010	0.495879298	0.495879298	0.495879298	0.781009895
1011	0.495879298	0.495879298	0.495879298	0.781009895
1012	0.495879298	0.495879298	0.495879298	0.781009895
1013	0.495879298	0.495879298	0.495879298	0.781009895
1014	0.495879298	0.495879298	0.495879298	0.781009895
1015	0.495879298	0.495879298	0.495879298	0.781009895
1016	0.495879298	0.495879298	0.495879298	0.781009895
1017	0.495879298	0.495879298	0.495879298	0.781009895
1018	0.495879298	0.495879298	0.495879298	0.781009895
1019	0.495879298	0.495879298	0.495879298	0.781009895
1020	0.495879298	0.495879298	0.495879298	0.781009895
1021	0.495879298	0.495879298	0.495879298	0.781009895
1022	0.495879298	0.495879298	0.495879298	0.781009895
1023	0.495879298	0.495879298	0.495879298	0.781009895
1024	0.495879298	0.495879298	0.495879298	0.781009895
1025	0.495879298	0.495879298	0.495879298	0.781009895
1026	0.495879298	0.495879298	0.495879298	0.781009895
1027	0.495879298	0.495879298	0.495879298	0.781009895
1028	0.495879298	0.495879298	0.495879298	0.781009895
1029	0.495879298	0.495879298	0.495879298	0.781009895
1030	0.495879298	0.495879298	0.495879298	0.781009895
1031	0.495879298	0.495879298	0.495879298	0.781009895
1032	0.495879298	0.495879298	0.495879298	0.781009895
1033	0.495879298	0.495879298	0.495879298	0.781009895
1034	0.495879298	0.495879298	0.495879298	0.781009895
1035	0.495879298	0.495879298	0.495879298	0.781009895
1036	0.495879298	0.495879298	0.495879298	0.781009895
1037	0.495879298	0.495879298	0.495879298	0.781009895
1038	0.495879298	0.495879298	0.495879298	0.781009895
1039	0.495879298	0.495879298	0.495879298	0.781009895
1040	0.495879298	0.495879298	0.495879298	0.781009895
1041	0.495879298	0.495879298	0.495879298	0.781009895
1042	0.495879298	0.495879298	0.495879298	0.781009895
1043	0.495879298	0.495879298	0.495879298	0.781009895
1044	0.495879298	0.495879298	0.495879298	0.781009895
1045	0.495879298	0.495879298	0.495879298	0.781009895
1046	0.495879298	0.495879298	0.495879298	0.781009895
1047	0.495879298	0.495879298	0.495879298	0.781009895
1048	0.495879298	0.495879298	0.495879298	0.781009895
1049	0.495879298	0.495879298	0.495879298	0.781009895
1050	0.495879298	0.495879298	0.495879298	0.781009895
1051	0.495879298	0.495879298	0.495879298	0.781009895
1052	0.495879298	0.495879298	0.495879298	0.781009895
1053	0.495879298	0.495879298	0.495879298	0.781009895
1054	0.495879298	0.495879298	0.495879298	0.781009895
1055	0.495879298	0.495879298	0.495879298	0.781009895
1056	0.495879298	0.495879298	0.495879298	0.781009895
1057	0.495879298	0.495879298	0.495879298	0.781009895
1058	0.495879298	0.495879298	0.495879298	0.781009895
1059	0.495879298	0.495879298	0.495879298	0.781009895
1060	0.495879298	0.495879298	0.495879298	0.781009895
1061	0.495879298	0.495879298	0.495879298	0.781009895
1062	0.495879298	0.495879298	0.495879298	0.781009895
1063	0.495879298	0.495879298	0.495879298	0.781009895
1064	0.495879298	0.495879298	0.495879298	0.781009895
1065	0.495879298	0.495879298	0.495879298	0.781009895
1066	0.495879298	0.495879298	0.495879298	0.781009895
1067	0.495879298	0.495879298	0.495879298	0.781009895
1068	0.495879298	0.495879298	0.495879298	0.781009895
1069	0.495879298	0.495879298	0.495879298	0.781009895
1070	0.495879298	0.495879298	0.495879298	0.781009895
1071	0.495879298	0.495879298	0.495879298	0.781009895
1072	0.495879298	0.495879298	0.495879298	0.781009895
1073	0.495879298	0.495879298	0.495879298	0.781009895
1074	0.495879298	0.495879298	0.495879298	0.781009895
1075	0.495879298	0.495879298	0.495879298	0.781009895
1076	0.495879298	0.495879298	0.495879298	0.781009895
1077	0.495879298	0.495879298	0.495879298	0.781009895
1078	0.495879298	0.495879298	0.495879298	0.781009895
1079	0.495879298	0.495879298	0.495879298	0.781009895
1080	0.495879298	0.495879298	0.495879298	0.781009895
1081	0.495879298	0.495879298	0.495879298	0.781009895
1082	0.495879298	0.495879298	0.495879298	0.781009895
1083	0.495879298	0.495879298	0.495879298	0.781009895
1084	0.495879298	0.495879298	0.495879298	0.781009895
1085	0.495879298	0.495879298	0.495879298	0.781009895
1086	0.495879298	0.495879298	0.495879298	0.781009895
1087	0.495879298	0.495879298	0.495879298	0.781009895
1088	0.495879298	0.495879298	0.495879298	0.781009895
1089	0.495879298	0.495879298	0.495879298	0.781009895
1090	0.495879298	0.495879298	0.495879298	0.781009895
1091	0.495879298	0.495879298	0.495879298	0.781009895
1092	0.495879298	0.495879298	0.495879298	0.781009895
