ID,PositionOffset_0,PositionOffset_1,PositionOffset_2,TargetOffset_0,TargetOffset_1,TargetOffset_2,Type,Flags,PositionSmoothing,RotationSmoothing,FieldOfView,LockedPositionOffsetBase,LockedPositionOffsetDirection,LockedTargetOffsetBase,LockedTargetOffsetDirection,Field_10_1_5_50232_011
358,5180.66015625,83.01999664307,33.18000030518,5200.2797851562,74.9700012207,35.86000061035,2,256,0,0,90,2,0,2,0,1
359,4599.419921875,141.78999328613,21.71999931335,4605.9799804688,141.80999755859,17.46999931335,2,256,0,0,90,2,0,2,0,1
360,14,-7,8,0,1,1,2,1036,0,0,90,0,0,1,0,0
361,10,-3.5,6,0,0.5,0.5,2,1036,0,0,90,0,0,1,0,0
362,0,0,0,0,0,0,2,1036,2,2,100,0,2,1,2,0
363,2369.1999511719,-2111.5,271.11401367188,2431.8701171875,-2123.5,268.30200195313,2,256,0,0,120,2,0,2,0,1
364,2377.5900878906,-2118.0700683594,237.94000244141,2390.5500488281,-2104.6398925781,230.6309967041,2,256,0,0,90,2,0,2,0,1
365,3322.5700683594,-238.7559967041,270.63101196289,3434.1999511719,-265.69198608398,285.89999389648,2,768,0,0,55,2,0,2,0,1
366,3320,-260,275,3426.3999023438,-281,285,2,768,0,0,55,2,0,2,0,1
367,3451.0600585938,-311.29800415039,271.50399780273,3444.7189941406,-293.19900512695,270.85900878906,2,768,0,0,45,2,0,2,0,1
368,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,90,0,2,1,2,1
369,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,60,0,2,1,2,1
370,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,45,0,2,1,2,1
371,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,30,0,2,1,2,1
372,3448.9499511719,-294.66101074219,270,0,0,0,2,1792,0.10000000149,0.10000000149,45,2,2,1,2,1
373,3445.7800292969,-289.68701171875,272.29998779297,3655,-706,10,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
374,3440.8999023438,-291.5,270,3454.6499023438,-283.24600219727,266.21398925781,2,768,0,0,90,2,0,2,0,1
375,3447,-286,270,3454.6499023438,-283.24600219727,269,2,768,0,0,45,2,0,2,0,1
376,-8316.73046875,282.30700683594,160,-8323.259765625,286.78500366211,156.83299255371,2,256,0,0,90,2,0,2,0,1
377,-8327.099609375,296.60501098633,159,-8326.5,299.61199951172,158.60000610352,2,256,0,0,45,2,0,2,0,1
378,-8318.6298828125,283,159.39999389648,-8314.7001953125,281.57299804688,159,2,256,0,0,45,2,0,2,0,1
379,3715.5200195312,-663.76898193359,10,3612.2600097656,-568.31402587891,53,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
380,3727.8200683594,-654.64898681641,10,3612.2600097656,-562.05700683594,57.14609909058,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
381,3272,-351.23901367188,257,3278.8898925781,-352.27099609375,255,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
382,3445,-282.98199462891,270,3446.8200683594,-288.98199462891,269,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
383,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,90,0,2,1,2,1
384,3126.2900390625,-451,241,3208.8798828125,-398.0299987793,244.92500305176,2,768,0,0,120,2,0,2,0,1
386,3443.419921875,-283.89099121094,270,3446.8200683594,-288.98199462891,269,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
387,0,0,0,0,0,2,2,68,0,0,90,0,2,1,2,0
388,0,60,60,0,0,0,2,368,0,0,120,0,0,0,0,1
389,7,-60,0,0,0,0,2,368,0,0,120,0,0,0,0,1
390,0,0,0,1832.4300537109,-4429.4501953125,135.96099853516,2,768,0,0,90,0,0,2,0,1
391,1817.5400390625,-4434.6801757812,139.61999511719,1832.4300537109,-4429.4501953125,135.96099853516,2,768,0,0,90,2,0,2,0,1
392,2324.5600585938,4990.7202148438,81.7266998291,2349.8100585938,5011.91015625,72,2,0,0,0,15,2,0,2,0,0
393,0,0,0.5,0,10,0.5,2,48,0,0,90,0,0,0,0,0
394,2338.5900878906,4975.5400390625,77.93170166016,2349.8100585938,5011.91015625,72,2,0,0,0,15,2,0,2,0,0
395,2360.9899902344,4973.6401367188,81.21250152588,2349.8100585938,5011.91015625,72,2,0,0,0,15,2,0,2,0,0
396,2383.9099121094,4986.9599609375,78.81079864502,2349.8100585938,5011.91015625,72,2,0,0,0,15,2,0,2,0,0
397,2382.6799316406,5005.2998046875,73.42929840088,2349.8100585938,5011.91015625,72,2,0,0,0,15,2,0,2,0,0
398,0,0,0,2349.9399414062,5010.5,71.88729858398,2,1792,0.10000000149,0.10000000149,60,0,2,2,2,1
399,0,0,0,0,0,0,2,1792,0,0,90,0,0,1,0,1
400,1271.6999511719,2805.9799804688,291.13598632813,1209.3399658203,2818.6101074219,264.5530090332,2,256,0,0,90,2,0,2,0,1
401,20,20,30,0,0,0,2,48,0,0,120,0,0,0,0,0
402,3179.5700683594,-600.45697021484,244.7799987793,3169.0900878906,-614.20300292969,240.3630065918,2,768,0,0,90,2,0,2,0,1
403,1594.2099609375,4008.830078125,225.28199768066,1535.7399902344,4347.4799804688,121.952003479,2,256,0,0,90,2,0,2,0,1
404,1594.2099609375,4008.830078125,225.28199768066,1377.9200439453,4393.58984375,216.40299987793,2,256,0,0,90,2,0,2,0,1
405,1425.7700195312,4317.1801757812,222.23199462891,1377.9200439453,4393.58984375,216.40299987793,2,256,0,0,90,2,0,2,0,1
406,1604.5999755859,4420.8598632812,160.1909942627,1593.3599853516,4489.330078125,152.17700195313,2,256,0,0,90,2,0,2,0,1
407,1641.9399414062,4736.7202148438,159.47700500488,1658.1199951172,4784.6499023438,155.09199523926,2,256,0,0,90,2,0,2,0,1
408,1594.2099609375,4008.830078125,225.28199768066,1658.1199951172,4784.6499023438,155.09199523926,2,256,0,0,90,2,0,2,0,1
409,9,-5,3.5,0,0,0.83333301544,2,1036,0,0,90,0,2,1,2,0
410,12,-7,6,0,0,0.83333301544,2,1036,0,0,90,0,2,1,2,0
411,0,-12,5,0,0,0,2,60,2,1,100,0,0,0,0,0
412,1227.3000488281,443.94400024414,12.55029964447,0,0,0,2,12,5,2,100,2,0,0,0,0
413,0,-12,5,0,0,0,2,12,2,1,100,0,0,0,0,0
414,-385.16000366211,1931.2399902344,135.3809967041,-392.34201049805,1911.9399414062,137,2,256,0,0,90,2,0,2,0,1
415,3074.5100097656,2845.3999023438,490,2968.4099121094,2958.1398925781,413.97100830078,2,512,5,5,90,2,0,2,0,0
416,7,-3.5,3.5,0,0,0.83333301544,2,1292,0,0,120,0,2,1,2,1
421,0,0,0,0,0,0,2,620,0.89999997616,0.89999997616,90,1,0,0,0,0
427,0,-5,8,1,0,0,2,768,0,0,0,0,0,0,0,1
431,-599.59899902344,-2302.580078125,22.8050994873,-608.16998291016,-2299.2199707031,21.71949958801,2,256,0,0,90,2,0,2,0,1
432,-602.79797363281,-2302.1499023438,22.77700042725,-603.65197753906,-2299.7199707031,21.70980072021,2,256,0,0,90,2,0,2,0,1
433,-604.82598876953,-2312.1101074219,22.44890022278,-604.06799316406,-2299.9899902344,22.44890022278,2,256,0,0,90,2,0,2,0,1
434,-604.27197265625,-2305.919921875,22.44890022278,-580.88000488281,-2318.8898925781,18.46019935608,2,256,0,0,90,2,0,2,0,1
435,-604.27197265625,-2305.919921875,22.44890022278,-565.08197021484,-2333.4299316406,39.78549957275,2,256,0,0,90,2,0,2,0,1
436,-3999.1298828125,-4040.7700195312,329.89401245117,-3781.6999511719,-4405.6201171875,56,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
437,-3489.6999511719,-4267.25,202,0,0,0,2,1792,0.10000000149,0.10000000149,90,2,2,1,2,1
438,-3489.6999511719,-4267.25,202,-3720.080078125,-4414.2700195312,45,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
439,-298,2271,217,0,0,20,2,256,0,0,90,2,0,0,0,1
440,3632.1101074219,1787.25,749,3640.0700683594,1786.5300292969,748.20001220703,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
441,3616.8400878906,1788.5600585938,748.41198730469,3629.6398925781,1787.5400390625,745.96398925781,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
442,0,0,0,3757.4799804688,1655.9899902344,748.96301269531,2,1792,0.10000000149,0.10000000149,90,0,2,2,2,1
443,0,5,20,0,-20,0,2,48,0,0,120,0,0,0,0,0
444,3740.5300292969,1657.6300048828,766.54901123047,3773.5200195312,1654.25,765.02502441406,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
445,0,3,8,1206.0500488281,2812.6201171875,275,2,48,0,0,120,0,0,2,0,0
446,1556,4233.490234375,152.52499389648,1535.7399902344,4347.4799804688,121.952003479,2,256,0,0,90,2,0,2,0,1
447,3089.419921875,2854.4899902344,478,2984.8100585938,2940.2099609375,421,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
448,3090.2099609375,2902.8500976562,472.56900024414,2977.4099121094,2928.2900390625,425.44400024414,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
449,150.97200012207,3185.9599609375,220.98399353027,206.44200134277,3205.7800292969,232.53999328613,2,256,0,0,90,2,0,2,0,1
450,166.59800720215,3167.2900390625,227.04499816895,199.77799987793,3206.0600585938,257.24499511719,2,256,0,0,90,2,0,2,0,1
451,255.91200256348,3176.330078125,224.00500488281,206.44200134277,3205.7800292969,232.53999328613,2,256,0,0,90,2,0,2,0,1
452,239.64599609375,3247.3898925781,222.01100158691,204.87300109863,3217.1398925781,220.32099914551,2,256,0,0,90,2,0,2,0,1
453,206.04100036621,3204.6398925781,230.35200500488,185.46699523926,3210.6398925781,224.68899536133,2,256,0,0,90,2,0,2,0,1
454,4400.2099609375,936.81597900391,118.27899932861,4408.2998046875,941.26702880859,118.27899932861,2,256,0,0,90,2,0,2,0,1
455,3027.25,2903.3500976562,435.98001098633,3034.2900390625,2894.7399902344,438.29998779297,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
456,3019.3000488281,2912.830078125,434.80499267578,3034.2900390625,2894.7399902344,438.29998779297,2,1792,0.10000000149,0.10000000149,60,2,2,2,2,1
457,3036.5500488281,2909.7900390625,466,2940.169921875,2987.5900878906,503,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
458,3051.6899414062,2882.0400390625,447,2941.7700195312,2984,411.65200805664,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
459,2120.4099121094,1360.4699707031,560,1847.5600585938,1364.5500488281,517,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
460,1847.5100097656,1342.7199707031,495.27600097656,1764.4399414062,1363.5699462891,481.68899536133,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
461,1838.7399902344,1391.5500488281,495.27600097656,1764.4399414062,1363.5699462891,481.68899536133,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
462,1598.2800292969,-2619.3701171875,155.16600036621,1622.3100585938,-2634.3400878906,150.36000061035,2,256,0,0,90,2,0,2,0,1
463,5235.1899414062,87.03279876709,49.61800003052,5228.0600585938,61.06999969482,36.18000030518,2,256,0,0,90,2,0,2,0,1
465,2147.8400878906,1359.9000244141,566,1847.5600585938,1364.5500488281,517,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
466,243.37199401856,3209.3000488281,247.25500488281,297.10598754883,3209.0200195312,246.82899475098,2,768,0,0,90,2,0,2,0,1
467,4323.7797851562,947.82299804688,157.38299560547,4816.66015625,54.02959823608,8.30008983612,2,256,0,0,90,2,0,2,0,1
468,4816.66015625,54.02959823608,8.30008983612,5235.6000976562,57.77600097656,33.64540100098,2,256,0,0,90,2,0,2,0,1
469,5246.7700195312,73.29769897461,34.96319961548,5236.1298828125,57.83489990234,37,2,256,0,0,90,2,0,2,0,1
470,3476.830078125,-295.46701049805,272,3469.4399414062,-292.37600708008,268,2,768,0,0,90,2,0,2,0,1
471,3476.830078125,-295.46701049805,275,3449.5900878906,-291.56399536133,268,2,768,0,0,90,2,0,2,0,1
472,3468.7199707031,-290.95599365234,270,3449.5900878906,-291.56399536133,268,2,768,0,0,45,2,0,2,0,1
473,3491.5500488281,-338.88000488281,282.89401245117,3469.4399414062,-292.37600708008,268,2,768,0,0,90,2,0,2,0,1
474,-2979.8500976562,875.04901123047,25.07999992371,0,0,0,2,0,0,0,90,2,0,0,0,0
475,-2992.5200195312,934.21301269531,34.11059951782,0,0,0,2,0,0,0,90,2,0,0,0,0
476,3468.7700195312,-305.14898681641,270,0,0,0,2,1792,0.10000000149,0.10000000149,45,2,2,1,2,1
477,3466.169921875,-297.21200561523,274,3655,-706,10,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
478,3465.3701171875,-297.77499389648,270,3467.6599121094,-302.20199584961,270,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
479,3466.8500976562,-296.8219909668,270,3467.6599121094,-302.20199584961,270,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
480,3753.7299804688,-688.42401123047,3,3612.2600097656,-562.05700683594,57.14609909058,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
481,3715.6799316406,-726.15002441406,3,3612.2600097656,-568.31402587891,53,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
482,3231.6899414062,-402.5299987793,316.23300170898,0,0,0,2,1792,0.10000000149,0.10000000149,90,2,2,1,2,1
483,0,0,0,3291.1000976562,-345.43701171875,299.91598510742,2,1792,0.10000000149,0.10000000149,90,0,2,2,2,1
484,305.91598510742,-4123.7700195312,232.02699279785,298.20999145508,-4138.9399414062,229,2,768,0,0,90,2,0,2,0,1
485,2977.9799804688,-715.61499023438,336.39401245117,2824.2600097656,-576.64300537109,285.02398681641,2,256,0,0,90,2,0,2,0,1
486,3158.669921875,-775.22698974609,336.15798950195,3157.9899902344,-905.29602050781,324.6960144043,2,256,0,0,90,2,0,2,0,1
487,3156.5500488281,-903.85101318359,327.18499755859,3160.9799804688,-893.51300048828,324.6960144043,2,256,0,0,90,2,0,2,0,1
488,277,-4108,220,0,0,0,2,1792,0.10000000149,0.10000000149,45,2,2,1,2,1
489,277,-4108,228,211,-3957,141,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
490,0,0,0,0,0,0,2,256,0,0,0,0,0,0,0,1
491,0,0,30,0,0,0,2,2048,0,0,90,0,2,1,1,0
493,3611.5100097656,1692.0300292969,753.66998291016,3607.3400878906,1641.9899902344,742.69396972656,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
494,1227,-470,381,0,0,1.75,2,16,0.20000000298,0.20000000298,45,2,2,0,0,0
495,-186,-2766,57,0,0,1.75,2,16,0.20000000298,0.20000000298,45,2,2,0,0,0
496,-4036.9599609375,-4763.990234375,10.12569999695,-4022.6899414062,-4748.740234375,5,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
497,-605.37799072266,-2342.6499023438,32,-624.42102050781,-2359.2800292969,23,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
498,-153.20100402832,-3109.6101074219,43,-176.77799987793,-3083.669921875,34.97949981689,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
499,-60,-3148,93,-43,-3151,86,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
500,-27,-3138,90,-47,-3152,86,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
501,720,320,365.99600219727,685,303,353.29800415039,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
502,4571.490234375,2496.8500976562,152.01100158691,4677.6000976562,2843.5700683594,129.18899536133,2,768,0,0,90,2,0,2,0,1
503,4330.0400390625,1283.9399414062,474.74099731445,4265.0200195312,1354.1199951172,461.60400390625,2,768,0,0,90,2,0,2,0,1
504,4268.41015625,1338.6800537109,464.06799316406,4275.490234375,1338.3199462891,463.84600830078,2,768,0,0,90,2,0,2,0,1
505,4284.9501953125,1338.1800537109,460.34799194336,4287.6201171875,1338.0100097656,460.96701049805,2,768,0,0,90,2,0,2,0,1
506,4289.4799804688,1333.1899414062,458,4283.1401367188,1341.6500244141,459.95001220703,2,768,0,0,90,2,0,2,0,1
507,-1656.1500244141,1052.9100341797,35,-1719.4000244141,1052.8900146484,30,2,1792,0.10000000149,0.10000000149,45,2,2,2,2,1
508,-1656.1500244141,1052.9100341797,35,-1719.4000244141,1052.8900146484,30,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
509,-1087.8000488281,1163.5400390625,18,-1078.9899902344,1156.6500244141,19,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
510,-1086.1600341797,1170.8900146484,19,-1082.1700439453,1158.9399414062,17,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
511,0,0,0,6516,5763,144,2,2048,0,0,90,0,0,2,2,0
512,6571.5400390625,5362.8999023438,57,6606.6201171875,5326.1801757812,53.59999847412,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
513,6881.2900390625,5364.7202148438,55.34999847412,6863.0400390625,5415.3198242188,48.15990066528,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
514,0,10,10,0,0,0,2,2048,0,0,90,0,1,0,2,0
515,0,-15,5,0,0,5,2,1792,0.10000000149,0.10000000149,90,0,2,1,2,1
516,922.4580078125,-2582.7099609375,195.47599792481,920.33197021484,-2589.9299316406,195.78300476074,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
517,0,-1,0.30000001192,0,1,0,2,520,0,0,130,0,0,0,0,0
518,0,0,0,0,0,0,2,1292,0.10000000149,0.10000000149,90,0,2,1,2,1
519,5,-15,5,-5,0,2,2,1792,0.10000000149,0.10000000149,90,0,2,1,2,1
520,2,-5,3,-2,0,1,2,1792,0.10000000149,0.10000000149,90,0,2,1,2,1
521,0,5,1,0,-5,1,2,1792,0.10000000149,0.10000000149,90,0,2,1,2,1
522,0,0,0,0,0,0,2,1536,0.10000000149,0.10000000149,90,0,2,1,2,0
523,0,-15,5,0,0,0,2,1024,0,0,90,0,0,1,2,0
525,0,45,10,0,-15,40,2,2064,0,0,90,0,0,1,2,0
528,-8,-3,8,-2,10,0,2,2061,0,0,110,0,0,0,0,0
529,1144.3299560547,-704.46502685547,87.03450012207,1275.0999755859,-598.22900390625,78.41829681396,2,768,0,0,90,2,0,2,0,1
530,978.79602050781,-693.32800292969,28.09320068359,1008.3400268555,-639.21997070313,17.4141998291,2,768,0,0,90,2,0,2,0,1
531,585.35998535156,-964.63702392578,111.53299713135,497.82699584961,-933.81500244141,97.22679901123,2,768,0,0,90,2,0,2,0,1
532,632.11901855469,-1162.1700439453,-9.91837978363,616.30902099609,-1164.7900390625,-13.01150035858,2,768,0,0,90,2,0,2,0,1
533,499.33700561523,-1407.2199707031,85.24700164795,464.77499389648,-1444.0100097656,80.63300323486,2,768,0,0,90,2,0,2,0,1
534,1276.3599853516,-1515.4399414062,141.65299987793,1303.3399658203,-1557.6600341797,131.68699645996,2,768,0,0,90,2,0,2,0,1
535,1186.3699951172,793.76898193359,793.38800048828,1196.8699951172,773.28497314453,391.89898681641,2,1280,0,0,90,2,1,2,0,1
536,813.82299804688,-1043.6999511719,121.00099945068,820.53497314453,-1045.7299804688,122.43699645996,2,768,0,0,90,2,0,2,0,1
537,1331.6500244141,505.20001220703,597.74298095703,1393.3699951172,435.27600097656,624.7490234375,2,256,0,0,90,2,0,2,0,1
539,211.54299926758,-495.92300415039,-2.5,212.36599731445,-498.9049987793,-2.83258008957,2,0,0,0,90,2,0,2,0,0
542,0,15,0,0,0,0,2,2076,0.10000000149,0.10000000149,90,0,1,0,1,0
543,6818.6000976562,5788.259765625,329.57501220703,6827.2299804688,5798.6201171875,329,2,2816,0.10000000149,0.10000000149,90,2,2,2,2,1
544,6814.6899414062,5809.5498046875,424.92001342773,6814,5777,413,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
545,6816.240234375,5783.8798828125,418.45999145508,6816.8100585938,5760.1098632812,412,2,1792,0.10000000149,0.10000000149,90,2,2,2,2,1
546,6804.080078125,5802.6899414062,340,6825,5805,331,2,2816,0.10000000149,0.10000000149,90,2,2,2,2,1
547,0,50,35,0,0,15,2,2064,0,0,90,0,0,0,0,0
548,805.39398193359,-984.13897705078,139.14100646973,856.13702392578,-997.75897216797,139.98599243164,2,768,0,0,90,2,0,2,0,1
549,587.99798583984,-1654.0400390625,116.69699859619,582.25500488281,-2134.7700195312,107.24199676514,2,768,0,0,90,2,0,2,0,1
550,3909.919921875,2472.330078125,13.30189990997,3913.7299804688,2494.9899902344,2.90227007866,2,768,0,0,90,2,0,2,0,1
551,2915.25,2211.669921875,117.24900054932,2925.3898925781,2183.1298828125,112.95400238037,2,768,0,0,90,2,0,2,0,1
552,0,-30,10,5,10,5,2,1280,0,0,90,0,0,1,2,1
553,0,0,0,0,0,0,2,9984,0.5,0.5,90,0,2,1,2,1
554,937.39898681641,-1044.1600341797,123.06099700928,950.04602050781,-1020.9000244141,116.94200134277,2,2816,0.10000000149,0.10000000149,90,2,2,2,2,1
555,3202.5600585938,2020.6400146484,121.87300109863,3179.3200683594,2026.8599853516,112.1669998169,2,768,0,0,90,2,0,2,0,1
556,3387.9599609375,2073.8000488281,170.89799499512,3179.3200683594,2026.8599853516,112.1669998169,2,768,0,0,90,2,0,2,0,1
557,3167.1298828125,2311.0400390625,171.2740020752,2925.3898925781,2183.1298828125,112.95400238037,2,768,0,0,90,2,0,2,0,1
558,2951.3100585938,2210.8000488281,123.06500244141,2925.3898925781,2183.1298828125,112.95400238037,2,768,0,0,90,2,0,2,0,1
562,0,0,0,0,0,0,2,1792,1,0.10000000149,60,0,2,1,2,1
563,1880.6700439453,-495.75201416016,226.68299865723,0,0,0,2,2064,0,0,90,2,0,0,0,0
564,7334.259765625,5089.41015625,131,7306.8100585938,5095.41015625,135.52499389648,2,768,0,0,90,2,0,2,0,1
565,6606.3701171875,741.90802001953,176.32800292969,6606.0600585938,734.86297607422,175.11999511719,2,768,0,0,90,2,0,2,0,1
566,6606.3701171875,741.90802001953,177.32800292969,6612.3701171875,726.80499267578,178.70500183106,2,768,0,0,90,2,0,2,0,1
567,6617.7299804688,737.69897460938,178.10800170898,6612.16015625,735.95697021484,178.19599914551,2,768,0,0,90,2,0,2,0,1
568,6609.919921875,773.71502685547,185.92999267578,6609.1098632812,768.59497070313,183.71299743652,2,768,0,0,90,2,0,2,0,1
569,6617.7299804688,737.69897460938,178.10800170898,6604.3901367188,738.34899902344,176.73300170898,2,768,0,0,90,2,0,2,0,1
570,6617.7299804688,737.69897460938,178.10800170898,6603.3500976562,744.17797851563,281.20098876953,2,768,0,0,90,2,0,2,0,1
571,7386.58984375,5043,137.69999694824,7306.6000976562,5093.3798828125,134.21200561523,2,768,0,0,90,2,0,2,0,1
572,7328.3901367188,5088.1298828125,129.88200378418,7314.2202148438,5091.3999023438,136.86000061035,2,768,0,0,90,2,0,2,0,1
573,0,20,5,0,0,0,2,2076,0.10000000149,0.10000000149,90,0,0,0,0,0
574,622.03100585938,-3137.0400390625,121.94799804688,608.26898193359,-3100.419921875,105.95700073242,2,768,0,0,90,2,0,2,0,1
575,587.32800292969,-3051.330078125,78.39040374756,579.44598388672,-3042.1999511719,69.38999938965,2,768,0,0,90,2,0,2,0,1
576,0,-5,2,0,10,2,4,2064,0,0,120,0,0,0,0,0
577,0,0,0,1,0,3,2,1280,0.10000000149,0.10000000149,30,0,2,1,2,1
578,-45,0,10,0,0,0,2,2078,0.10000000149,0.10000000149,90,0,0,0,0,0
579,3,-10,3,0,6,0,2,512,0,0.10000000149,90,0,0,0,0,0
580,0,-12,10,0,8,-2,2,56,0,0,120,0,0,0,0,0
581,-1824.7700195312,1101.7800292969,50.31000137329,-1810.0999755859,1095.7399902344,45.56999969482,2,768,0,0,90,2,0,2,0,1
582,0,100,35,0,0,15,2,2064,0,0,90,0,2,2,2,0
583,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,105,0,2,1,2,1
584,6650.41015625,-543.38598632813,42.36700057983,6648.990234375,-640.5419921875,11.92650032043,2,2067,0,0,90,2,2,2,2,0
585,0,-60,100,0,0,0,2,0,0,0,0,0,0,0,2,0
586,0,-10,4,0,0,2,2,1280,0.10000000149,0.20000000298,90,0,2,0,2,1
587,0,-15,20,0,0,0,2,2064,0,0,90,0,0,0,0,0
588,-11857.599609375,-3202.9599609375,-6,-11885.200195312,-3206.2199707031,-6,2,2816,0.10000000149,0.10000000149,90,2,2,2,2,1
589,0,30,30,0,30,30,2,23,60,60,120,0,1,0,1,0
590,5530.41015625,1511.8699951172,291.60699462891,5556.5600585938,996.2080078125,507.73699951172,2,2816,2,2,90,2,2,2,2,1
591,6927.25,1477.4100341797,36,6945.3198242188,1447.2700195312,40,2,2816,2,2,90,2,2,2,2,1
592,618.46899414063,-3070.8500976562,101.37000274658,575.10797119141,-3118.6999511719,72.81069946289,2,768,0,0,90,2,0,2,0,1
593,471.30999755859,-2973.1999511719,241.08000183106,499.57000732422,-3057.3601074219,191.78999328613,2,768,0,0,90,2,0,2,0,1
594,7237.8500976562,1733.8900146484,95.33100128174,7222.7001953125,1772.3199462891,85.54769897461,2,768,0,0,90,2,0,2,0,1
595,7237.8500976562,1733.8900146484,95.33100128174,7222.7001953125,1772.3199462891,95.54769897461,2,768,0,0,90,2,0,2,0,1
596,7203.259765625,1852.9499511719,92.96759796143,7179.3999023438,1910.6899414062,102.75199890137,2,768,0,0,90,2,0,2,0,1
597,3505.3400878906,7558.66015625,83,3454,7610,60,2,2816,2,2,90,2,2,2,2,1
598,-76.18979644775,6379.4399414062,19.79000091553,-62.6475982666,6324.58984375,5.99868011475,2,256,0.10000000149,0.10000000149,90,2,0,2,0,1
599,0,-100,100,0,0,0,2,2064,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,2,1280,0.10000000149,0.10000000149,120,0,2,1,2,1
602,985.13800048828,4861.6499023438,40.78020095825,976.81896972656,4844.2700195312,37.40769958496,2,256,0,0,90,2,0,2,0,1
603,0,-6,15,0,6,-10,2,96,0,0,110,0,0,0,0,0
604,0,2,3,0,50,0,4,1032,0,0,120,0,0,0,2,0
605,0,0,60,0,30,0,2,2048,0,1,120,0,0,0,0,0
606,3,2,1.5,1.20000004768,0,0.80000001192,2,0,0,0,90,0,0,0,0,0
607,4086.9799804688,-298.07299804688,-275.81399536133,4044.5,-297.8869934082,-274.89599609375,2,768,0,0,90,2,0,2,0,1
608,0,0,0,0,0,0,2,576,0,0,120,0,0,1,2,0
609,-3,1,0.10000000149,6,20,0,2,524,0,111,70,0,0,0,0,0
610,-0.5,0,-0.5,-2,55,3,2,12,0,0,70,0,0,0,0,0
611,0,0,0,0,11,1.20000004768,2,12,0,0,90,0,0,0,0,0
613,4608.8100585938,489.42498779297,-3.69496011734,4585.6499023438,493.39401245117,0.31629699469,2,256,0,0,90,2,0,2,0,1
614,4760.990234375,307.77301025391,0,4757.1899414062,286.55899047852,0.86376601458,2,256,0,0,90,2,0,2,0,1
615,-2707.9399414062,330.6789855957,16.33429908752,-2700,335.85101318359,14.3343000412,2,0,0,0,90,2,0,2,0,0
616,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,120,0,2,1,2,1
617,-561.34698486328,2013.6800537109,686.06201171875,-610.26397705078,1948.9599609375,685.94299316406,2,768,0,0,90,2,0,2,2,1
618,784,1090,49,0,0,1,2,2305,0,0,60,2,0,0,0,1
619,-3,1,0.10000000149,0,0,0,2,1280,0.10000000149,0.10000000149,90,0,0,1,0,1
621,-778.21997070313,2156.8400878906,230.28399658203,-554.42602539063,2175.75,281.65301513672,2,768,0,0,90,2,0,2,2,1
