Level	Unused 0	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Corruption	Corruption Resistance	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Unused 27	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
84	0	2.273462067	21.41636594	21.41636594	9.472758614	10.42003448	10.42003448	10.42003448	18.94524679	18.94524679	18.94524679	1	1	4.736379307	15	9.472758614	28.41827584	18.12154041	18.12154041	18.12154041	15.15641378	1.894551723	15	10.42003448	15	18.94524679	8.33602758	15	22.24007232	22.24007232	44.48014464	15
85	0	2.540065454	23.92781127	23.92781127	10.58360606	11.64196667	11.64196667	11.64196667	21.16690997	21.16690997	21.16690997	1	1	5.29180303	16	10.58360606	31.75081818	20.24660954	20.24660954	20.24660954	16.9337697	2.116721212	16	11.64196667	16	21.16690997	9.313573332	16	24.8481117	24.8481117	49.69622341	16
86	0	2.837932774	26.73376771	26.73376771	11.82471989	13.00719188	13.00719188	13.00719188	23.6491022	23.6491022	23.6491022	1	1	5.912359947	17	11.82471989	35.47415968	22.62088037	22.62088037	22.62088037	18.91955183	2.364943979	17	13.00719188	17	23.6491022	10.40575351	17	27.76198954	27.76198954	55.52397909	17
87	0	3.170730273	29.86877186	29.86877186	13.21137614	14.53251375	14.53251375	14.53251375	26.42237511	26.42237511	26.42237511	1	1	6.605688069	18	13.21137614	39.63412842	25.27357619	25.27357619	25.27357619	21.13820182	2.642275228	18	14.53251375	18	26.42237511	11.626011	18	31.01757078	31.01757078	62.03514156	18
88	0	3.542554128	33.37141035	33.37141035	14.7606422	16.23670642	16.23670642	16.23670642	29.520863	29.520863	29.520863	1	1	7.3803211	19	14.7606422	44.2819266	28.23734722	28.23734722	28.23734722	23.61702752	2.95212844	19	16.23670642	19	29.520863	12.98936514	19	34.65492613	34.65492613	69.30985227	19
89	0	3.957980866	37.28479477	37.28479477	16.49158694	18.14074563	18.14074563	18.14074563	32.98270306	32.98270306	32.98270306	1	1	8.24579347	20	16.49158694	49.47476082	31.5486725	31.5486725	31.5486725	26.3865391	3.298317388	20	18.14074563	20	32.98270306	14.51259651	20	38.71882534	38.71882534	77.43765067	20
90	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	21	54	54	108	21
91	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
92	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
93	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
94	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
95	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
96	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
97	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
98	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
99	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
100	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
101	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
102	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
103	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
104	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
105	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
106	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
107	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
108	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
109	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
110	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
111	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
112	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
113	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
114	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
115	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
116	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
117	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
118	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
119	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
120	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
121	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
122	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
123	0	5.520078796	52	52	23.00032832	25.30036115	25.30036115	25.30036115	46	46	46	1	1	11.50016416	21	23.00032832	69.00098495	44	44	44	36.80052531	4.600065663	21	25.30036115	21	46	20.24028892	0	54	54	108	21
