Name_lang,Description_lang,ID,Pos_0,Pos_1,Pos_2,PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,Field_9_1_0_38783_011,ContinentID,AreaID,WorldStateID,Field_10_0_0_45141_012,UiWidgetSetID,UiTextureKitID,Field_9_1_0_38783_017,Importance,Icon
"Peaceful Offering ",008C,3165,-47.28472137451,-662.69964599609,25.99101257324,0,28468,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Peaceful Offering ",008B,3166,-41.40798568726,-760.84204101563,25.52478981018,0,28467,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Peaceful Offering ","008A - jar",3167,-178.97917175293,-711.60418701172,5.95800876617,0,28454,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Waterlogged Chest ","chest buried in the sand near Lobstroks",3168,-1088.8900146484,-357.4700012207,2.69801998138,0,28450,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Kaliri Egg","large egg in a nest",3169,636.46704101563,-1612.1041259766,-2.79702305794,0,28451,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Veema's Herb Bag","anguish fortress catacombs",3171,715.97741699219,-23.30555534363,11.42769527435,0,28472,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Uzko's Knickknacks","anguish fortress catacombs",3172,834.6875,-133.05207824707,21.63798332214,0,28455,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Greka's Urn","anguish fortress catacombs",3173,736.33508300781,-309.19097900391,10.95355510712,0,28471,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Rovo's Dagger","anguish fortress catacombs",3174,670.31597900391,-189.09375,21.52660560608,0,28462,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Ashes of A'kumbo","anguish fortress catacombs",3175,679.44793701172,-262.375,16.41273880005,0,28466,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Carved Drinking Horn","anguish fortress catacombs",3176,891.26391601563,27.56597328186,-0.75883597136,0,28458,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Giant Beehive","beehive in botani area, have to climb tree to reach",3177,-684.59552001953,-1432.4478759766,-5.53952121735,0,28484,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Mikkal's Chest","draenei painter",3178,1678.1099853516,-1675.3800048828,67.93630218506,0,28489,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Ronokk's Belongings","anguish fortress catacombs",3179,916.00347900391,176.88020324707,11.4266910553,0,28474,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Giant Moonwillow Seed","giant seed, needs new reward",3180,595.36804199219,-35.28472137451,89.22618865967,0,28483,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Armored Elekk Tusk","elekk skeleton being scavenged by wolves",3181,1410.7882080078,-506.08160400391,4.63166999817,0,28477,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Astrologer's Box","in observatory",3182,981.05731201172,-1035.1336669922,48.66114044189,0,28478,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Iron Horde Tribute ","chest inside Shaz'gul",3183,11.69229984283,-249.38900756836,90.86820220947,0,28457,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Shadowmoon Exile Treasure","inside the exile cave with ner'zhul CSI",3184,1575.7099609375,-812.82501220703,-19.18169975281,0,28459,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Sacrificial Dagger","at the top of the steps in anguish fortress",3185,632.62677001953,261.53472900391,124.5272064209,0,28460,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Rotting Basket",,3186,1148.1500244141,735.25201416016,97.7658996582,0,28461,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Vindicator's Cache",,3187,-873.79516601563,-1157.6944580078,68.86833190918,0,28463,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Demonic Cache",,3188,1455.4478759766,861.53125,123.8892288208,0,28464,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Bubbling Cauldron","crazed squirrels",3189,1627.3350830078,-222.00173950195,1.27067101002,0,28470,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Cargo of the Raven Queen","sunken cargo in the harbor",3190,760.875,-3233.625,-84.83541107178,0,28475,0,4231,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Fantastic Fish","fantastic fish",3191,2406.6337890625,491.453125,0.38791099191,0,28492,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Sunken Treasure","chest under iron horde ship",3192,2338.8020019531,337.63195800781,-23.15622138977,0,28488,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Stolen Treasure","pale cave treasure",3193,2549.6657714844,456.70834350586,3.94622707367,0,28494,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Smoldering True Iron Deposit",,3201,6967.169921875,5294.6298828125,129.7619934082,0,28560,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Cragmaul Brute",,3202,7512.6586914062,4439.046875,126.42828369141,0,28561,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Borokk the Devourer",,3203,6540.5200195312,3721.0400390625,95.63210296631,0,28562,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Arena Master's War Horn",,3204,7224.7700195312,6104.6499023438,104.31300354004,0,28598,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Lady Sena's Extra Stash",,3207,5534.603515625,4713.353515625,110.51933288574,0,28607,0,4231,0,0,0,0,1152,6720,0,0,0,0,0,0,197
"[Deprecated] Spark's Stolen Supplies","Spark's Stolen Supplies",3208,2087.7883300781,199.33160400391,53.51668167114,0,28610,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
"Buried Supplies","Buried Supplies",3209,1875.5173339844,203.68055725098,77.07067108154,0,28611,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
"Buried Supplies","Buried Supplies",3210,1869.171875,196.72048950195,77.74445343018,0,28614,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
"Buried Supplies","Buried Supplies",3211,1740.9497070312,210.09722900391,73.40417480469,0,28612,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
"Buried Supplies","Buried Supplies",3212,1965.4965820312,333.35415649414,88.96138763428,0,28613,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0
"Lunarfall Egg","Lunarfall raven egg",3213,1772.1614990234,244.67881774902,69.78401184082,0,28616,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Beloved Offering","anguish fortress catacombs",3214,810.38366699219,-194.96875,11.54536247253,0,28453,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Alchemist's Satchel","Alchemist satchel in the Verdant Mire",3215,650.03472900391,-1411.0364990234,-25.68112754822,0,28486,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Relics of the Ancestors","2H axe left in a graveyard",3216,500.05209350586,-1270.3403320312,26.47660255432,0,28487,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Strange Spore","atop some zangarshrooms",3217,1768.5485839844,-1471.2517089844,53.9764289856,0,28488,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Sunken Fishing Boat","fishing boat at the bottom of the lake",3218,1498.6389160156,-223.22048950195,26.3133430481,0,28490,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Iron Horde Cargo Shipment","Iron Horde caravan",3219,-74.20139312744,-551.69964599609,25.05645751953,0,28618,0,4231,0,0,0,0,1116,0,0,0,0,0,0,0,197
"Glowing Cave Mushroom","treasure in cave by waterfall",3220,535.50695800781,-995.34893798828,-6.64247989655,0,28619,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Shadowmoon Treasure",,3221,908.70489501953,378.69790649414,58.83443832397,0,28476,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0
"Pale Fishmonger",,3222,5558.314453125,5776.5537109375,5.84900712967,0,28624,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Deceptia's Smoldering Boots",,3257,3949.5998535156,2324.9323730469,14.89530944824,0,28799,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Rook's Tacklebox",,3258,3900.2292480469,1963.0278320312,155.10292053223,0,28735,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Jehil the Climber",,3465,7190.4130859375,3729.8273925781,156.18302917481,0,31466,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Slave's Stash",,3795,6529.837890625,5815.3193359375,165.05769348145,0,30012,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Obsidian Petroglyph",,3796,6733.2490234375,5164.5068359375,264.06509399414,0,30013,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Wiggling Egg",,3797,5589.7700195312,3568.4895019531,194.92707824707,0,30014,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Iron Horde Supplies",,3798,5457.7534179688,3293.0876464844,140.08114624023,0,30015,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Cragmaul Cache",,3799,7574.5766601562,5080.9399414062,135.07308959961,0,30016,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Arena Master's War Horn",,3800,7257.6860351562,6089.3618164062,140.0699005127,0,30017,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Crag-Leaper's Cache",,3802,6980.578125,4897.7333984375,185.29663085938,0,30019,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Supply Dump",,3803,6247.9555664062,6520.4653320312,205.31442260742,0,30020,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Survivalist's Cache",,3804,7225.837890625,3548.8117675781,219.83464050293,0,30021,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Grimfrost Treasure",,3805,6405.2153320312,3340.9418945312,216.8970489502,0,30022,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Goren Leftovers",,3806,7198.6484375,3427.2238769531,261.30010986328,0,30023,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Frozen Orc Skeleton",,3812,6148.3525390625,4010.7326660156,108.69689941406,0,30029,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Frozen Frostwolf Axe",,3813,6293.7143554688,6027.578125,90.80665588379,0,30030,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Burning Pearl",,3814,7487.9921875,4928.1181640625,138.85906982422,0,30031,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Sealed Jug",,3816,6426.8168945312,6905.1547851562,-0.25969108939,0,30033,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Lucky Coin",,3817,7785.1240234375,6331.7553710938,47.88201904297,0,30034,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Snow-Covered Strongbox",,3818,7748.580078125,6040.359375,33.27088546753,0,30035,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Gnawed Bone",,3819,7439.2143554688,5945.6206054688,127.69757843018,0,30036,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Pale Loot Sack",,3822,6205.3891601562,6180.609375,107.91632843018,0,30039,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Forgotten Supplies",,3823,6007.5180664062,4836.484375,163.87109375,0,30040,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Lady Sena's Materials Stash",,3824,5534.603515625,4713.353515625,110.51933288574,0,30041,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Raided Loot",,3825,5863.6884765625,5228.0302734375,144.58882141113,0,30042,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Ogre Booty",,3826,6838.8159179688,5883.8569335938,325.21438598633,0,30043,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Gorr'thogg's Personal Reserve",,3827,6790.1000976562,5891.8901367188,418.33999633789,0,30044,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3828,6869.009765625,5771.9453125,268.396484375,0,30045,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3829,6678.7485351562,5807.5200195312,266.6291809082,0,30046,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Doorog's Secret Stash",,3830,6665.0209960938,5879.4521484375,319.45108032227,0,30047,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3831,6895.4477539062,5819.1303710938,334.09533691406,0,30048,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3832,6740.0288085938,5784.9599609375,334.76818847656,0,30049,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3833,6884.8149414062,5788.9541015625,325.21441650391,0,30050,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3834,6673.9731445312,5666.9990234375,325.07089233398,0,30051,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3835,6697.4912109375,5627.5336914062,325.07089233398,0,30052,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Ogre Booty",,3836,6694.9819335938,5838.4956054688,261.65957641602,0,30053,0,4231,0,0,0,0,1116,6864,0,0,0,0,0,0,197
"Iron Horde Munitions",,3837,5345.3022460938,4038.3203125,131.98921203613,0,30054,0,4231,0,0,0,0,1116,6720,0,0,0,0,0,0,197
"Peaceful Offering",,3876,-178.97917175293,-711.60418701172,5.95800876617,0,30093,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Hanging Satchel",,3877,604.32464599609,-890.10589599609,23.70063209534,0,30094,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Scaly Rylak Egg",,3878,-1099.7985839844,-2223.375,20.46850013733,0,30095,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Waterlogged Chest",,3879,-1087.453125,-357.43228149414,2.79092550278,0,30096,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Iron Horde Tribute",,3880,14.10416698456,-244.68403625488,90.09881591797,0,30097,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Alchemist's Satchel",,3881,650.03472900391,-1411.0364990234,-25.68112754822,0,30098,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Shadowmoon Exile Treasure",,3882,1562.7309570312,-801.05731201172,-20.6807346344,0,30099,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Shadowmoon Sacrificial Dagger",,3883,634.265625,259.63888549805,124.64792633057,0,30100,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Rotting Basket",,3884,1148.3420410156,734.85070800781,97.33441162109,0,30101,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Vindicator's Cache",,3885,-873.79516601563,-1157.6944580078,68.86833190918,0,30102,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Demonic Cache",,3886,1291.4410400391,903.61285400391,129.36505126953,0,30103,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Peaceful Offering",,3887,-41.40798568726,-760.84204101563,25.52478981018,0,30104,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Peaceful Offering",,3888,-47.28472137451,-662.69964599609,25.99101257324,0,30105,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Peaceful Offering",,3889,19.04340362549,-712.02258300781,24.57267379761,0,30106,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Astrologer's Box",,3890,981.05731201172,-1035.1336669922,48.66114044189,0,30107,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Armored Elekk Tusk",,3891,1410.7882080078,-506.08160400391,4.63167047501,0,30108,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Ronokk's Belongings",,3892,916.00347900391,176.88020324707,11.4266910553,0,30109,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Giant Moonwillow Cone",,3893,595.36804199219,-35.28472137451,89.22618865967,0,30110,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Cargo of the Raven Queen",,3894,660.27081298828,-3396.6059570312,4.34464025497,0,30111,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Sunken Treasure",,3895,2338.8020019531,337.63195800781,-23.32698249817,0,30112,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Stolen Treasure",,3896,2549.6657714844,456.70834350586,4.12464189529,0,30113,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Mushroom-Covered Chest",,3897,1550.1146240234,-1274.4427490234,-69.55039215088,0,30114,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"[Deprecated] Lunarfall Egg",,3898,1772.1614990234,244.67881774902,69.78401184082,0,30115,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Kaliri Egg",,3899,636.46704101563,-1612.1041259766,-2.79702305794,0,30116,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Carved Drinking Horn",,3901,891.26391601563,27.56597328186,-0.75883561373,0,30118,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Rovo's Dagger",,3902,670.31597900391,-189.09375,21.52660560608,0,30119,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Uzko's Knickknacks",,3903,834.6875,-133.05207824707,21.63798332214,0,30120,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Veema's Herb Bag",,3905,715.97741699219,-23.30555534363,11.42769527435,0,30122,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Beloved's Offering",,3906,810.38366699219,-194.96875,11.54536247253,0,30123,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Swamplighter Hive",,3907,-683.75518798828,-1435.7222900391,-11.17652797699,0,30124,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Ancestral Greataxe",,3908,499.66839599609,-1270.8055419922,27.02617835999,0,30125,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Strange Spore",,3909,1768.5485839844,-1471.2517089844,53.9764289856,0,30126,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Mikkal's Chest",,3910,1680.8646240234,-1675.921875,68.06205749512,0,30127,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Shadowmoon Treasure",,3911,907.53125,377.48611450195,58.82641601563,0,30128,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Glowing Cave Mushroom",,3912,537.28991699219,-995.59204101563,-8.25046825409,0,30129,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Orc Skeleton",,3913,1164.4583740234,-2217.7985839844,0.87868922949,0,30130,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
"Strange Looking Dagger",,3986,5232.3525390625,735.29168701172,110.30181121826,0,30203,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Horned Skull",,3987,7036.017578125,1584.5382080078,-30.95439338684,0,30204,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,3988,7039.3203125,704.50177001953,140.31423950195,0,30205,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Laughing Skull Cache",,3989,5541.9350585938,1452.1632080078,112.72210693359,0,30206,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,3990,6948.7065429688,1054.359375,70.91316223145,0,30207,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,3991,6468.0981445312,426.60415649414,32.66779708862,0,30208,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Remains of Grimnir Ashpick",,3992,6238.6821289062,831.19616699219,111.68549346924,0,30209,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Unknown Petrified Egg",,3993,5651.580078125,843.88714599609,92.65549468994,0,30210,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Forgotten Ogre Cache",,3994,5293.4184570312,1006.3801879883,113.86167144775,0,30211,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Forgotten Skull Cache",,3995,5826.501953125,1222.625,119.26428222656,0,30212,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Remains of Explorer Engineer Toldirk Ashlamp",,3996,4489.8134765625,1308.0920410156,144.89338684082,0,30213,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Obsidian Crystal Formation",,3997,5920.5234375,1718.2447509766,62.6782913208,0,30214,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,3998,5379.1547851562,1702.5191650391,96.78416442871,0,30215,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Unknown Petrified Egg",,3999,5123.1005859375,1361.2639160156,92.08721160889,0,30216,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Botani Essence Seed",,4000,5145.0278320312,1633.6944580078,71.16007232666,0,30217,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,4001,6659.609375,965.64581298828,73.90930175781,0,30218,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Unknown Petrified Egg",,4002,7218.859375,1558.0694580078,86.6001663208,0,30219,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4003,6604.4228515625,1604.8211669922,78.83047485352,0,30220,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,4004,5624.4282226562,119.86110687256,80.84804534912,0,30221,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Forgotten Skull Cache",,4005,4722.0834960938,1321.4375,133.14595031738,0,30222,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Femur of Improbability",,4007,5653.2846679688,1792.8454589844,122.89705657959,0,30224,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Warm Goren Egg",,4008,7011.0234375,1064.4045410156,27.88481521606,0,30225,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,4009,6472.6450195312,-107.85415649414,76.08879089355,0,30226,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Brokor's Sack",,4010,6702.7456054688,1654.5920410156,69.07108306885,0,30227,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Weapons Cache",,4011,7211.8203125,1036.8697509766,62.6389503479,0,30228,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Petrified Rylak Egg",,4012,7248.5981445312,1285.3194580078,70.3136138916,0,30229,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Stashed Emergency Rucksack",,4013,4500.7163085938,1131.7222900391,181.68644714356,0,30230,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Remains of Balldir Deeprock",,4014,6539.0424804688,337.29339599609,62.66197967529,0,30231,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Suntouched Spear",,4015,6880.0615234375,1330.6910400391,64.46435546875,0,30232,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Iron Supply Chest",,4016,7274.203125,1493.9357910156,37.7537651062,0,30233,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Explorer Canister",,4017,5414.9956054688,1766.1389160156,85.41508483887,0,30234,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Discarded Pack",,4018,5043.6928710938,1603.09375,95.46562194824,0,30235,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Vindicator's Hammer",,4019,6112.9833984375,218.52430725098,97.52146148682,0,30236,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Sasha's Secret Stash",,4020,5880.9287109375,1874.9097900391,123.47099304199,0,30237,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Sniper's Crossbow",,4021,7266.9946289062,1390.8247070312,89.51644134521,0,30238,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Harvestable Precious Crystal",,4022,6865.2788085938,1296.7066650391,-27.89140701294,0,30239,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Remains of Balik Orecrusher",,4023,5529.6762695312,723.40454101563,78.21382141113,0,30240,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Evermorn Supply Cache",,4024,5337.2446289062,1647.1788330078,92.66664123535,0,30241,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,4025,6818.8134765625,1025.5295410156,124.70664215088,0,30242,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Unknown Petrified Egg",,4026,5280.5400390625,732.97741699219,96.7400894165,0,30243,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,4027,5404.3115234375,1171.1372070312,100.94304656982,0,30244,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Mysterious Petrified Pod",,4028,5824.1069335938,835.02606201172,47.39408874512,0,30245,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Forgotten Skull Cache",,4029,6523.0400390625,1850.7447509766,48.63737106323,0,30246,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4030,7211.7490234375,1181.90625,34.57986068726,0,30247,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Unknown Petrified Egg",,4031,6766.7177734375,1203.7135009766,68.44013214111,0,30248,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,4032,7078.9409179688,1625.8107910156,-51.06047439575,0,30249,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Obsidian Crystal Formation",,4033,7062.0961914062,1132.5625,57.61606216431,0,30250,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4034,6902.4252929688,1335.6771240234,33.70164871216,0,30251,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4035,7096.861328125,1532.4739990234,-42.78429031372,0,30252,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4036,7122.3291015625,1652.0208740234,99.3850402832,0,30253,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,4037,6753.9975585938,1616.5208740234,78.25357818604,0,30254,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Obsidian Crystal Formation",,4038,6380.1918945312,1644.6875,41.50189971924,0,30255,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Obsidian Crystal Formation",,4039,6085.7768554688,1627.9288330078,75.35024261475,0,30256,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Aged Stone Container",,4040,6583.3227539062,1132.3298339844,37.50518417358,0,30257,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Ancient Titan Chest",,4041,6772.5209960938,1520.9583740234,14.51745796204,0,30258,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
"Obsidian Crystal Formation",,4042,7047.21875,1454.2742919922,33.62219619751,0,30259,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
